공간정보관리번호,X좌표최소값,Y좌표최소값,X좌표최대값,Y좌표최대값,시설코드,년도,시설유형,쉼터명칭,상세주소,면적,이용가능인원,난방기보유(열풍기),난방기보유(히터),난방기보유(난로),난방기보유(라디에이터),점검사항(냉방기기구비),점검사항(휴식공간),점검사항(야간개방),점검사항(적정온도),점검사항(전기료지원),점검사항(간판부착),점검사항(홍보물비치),점검사항(숙박가능),점검사항(휴일개방),사용여부,한파쉼터운영시작일,한파쉼터운영종료일,한파쉼터평일시작시간,한파쉼터평일종료시간,한파쉼터주말시작시간,한파쉼터주말종료시간
6188,18972837,54254499,18972837,54254499,11545087,2023,1,롯데캐슬골드파크1차경로당,서울특별시 금천구 벚꽃로 40,198,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6189,19082383,54051227,19082383,54051227,11545085,2023,5,금천장애인종합복지관,서울특별시 금천구 시흥대로101길 17,617,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6190,19141932,54193469,19141932,54193469,11545034,2023,1,문성경로당,서울특별시 금천구 독산동 독산로93길  18   (독산동),117,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6191,19023400,53928160,19023400,53928160,11545029,2023,1,철쭉경로당,서울특별시 금천구 금하로1마길 15-8,143.1,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6192,19109210,54028773,19109210,54028773,11545026,2023,7,신일교회(1층 로비 및 카페),서울특별시 금천구 시흥대로90길 25,110,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6193,19123880,54038240,19123880,54038240,11545028,2023,1,만수경로당,서울특별시 금천구 시흥대로90길 60-3,110.7,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6194,19081720,54171000,19081720,54171000,11545027,2023,1,세일경로당,서울특별시 금천구 시흥대로147길 30-15,110,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6195,19130160,54110880,19130160,54110880,11545037,2023,1,정심경로당,서울특별시 금천구 독산로75길 12-7,117,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6196,19191563,54221104,19191563,54221104,11545036,2023,3,독산3동주민센터,서울특별시 금천구 독산로 317,193,100,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6197,19001920,53973280,19001920,53973280,11545030,2023,1,참새경로당,서울특별시 금천구 한내로 55,149.3,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6198,19173244,54201592,19173244,54201592,11545031,2023,1,목화경로당,서울특별시 금천구 문성로7가길 14,153,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6199,19121577,54232626,19121577,54232626,11545035,2023,1,독산신도아파트경로당,서울특별시 금천구 독산동 시흥대로152길  25   (독산동),92.7,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6200,19174772,54180791,19174772,54180791,11545032,2023,1,동산경로당,서울특별시 금천구 독산로54길 247,110.7,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6201,19141441,54250247,19141441,54250247,11545033,2023,1,구룡경로당,서울특별시 금천구 독산동 남부순환로122길  5   (독산동),99.84,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6413,19447109,54087381,19447109,54087381,11620099,2023,1,구립대학경로당,서울특별시 관악구  대학길  78   (신림동),96,24,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6414,19391720,54082040,19391720,54082040,11620106,2023,5,성민종합복지관,서울특별시 관악구 호암로 549,73,18,0,0,0,0,Y,Y,N,N,Y,Y,Y,N,Y,N,20190520,20190930,900,1800,900,2100
6415,19406160,54065397,19406160,54065397,11620103,2023,1,돌샘경로당,서울특별시 관악구 호암로18나길 5,143.6,36,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6416,19389959,54072881,19389959,54072881,11620104,2023,1,태흥(아)경로당,서울특별시 관악구 호암로 541,49,12,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6417,19382539,54027793,19382539,54027793,11620108,2023,1,율곡경로당,서울특별시 관악구 원신길 260,262,66,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,N,20190520,20301231,900,1800,,
6418,19445618,54067870,19445618,54067870,11620101,2023,1,신림금호(아)경로당,서울특별시 관악구 대학18길 6,79,20,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6419,19363033,54122690,19363033,54122690,11620107,2023,1,원신경로당,서울특별시 관악구 양지10길 15-1,214,54,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6420,19362260,54072580,19362260,54072580,11620109,2023,1,주공1단지(아)경로당,서울특별시 관악구 광신길 160,106,26,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6421,19443997,54051146,19443997,54051146,11620102,2023,1,신림9현대(아)경로당,서울특별시 관악구 대학20길 27,46,12,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6422,19406725,54118692,19406725,54118692,11620148,2023,3,삼성동 주민센터,서울특별시 관악구 호암로 589,50,15,1,0,0,0,Y,N,Y,Y,N,Y,N,N,Y,Y,20211115,20220315,900,2100,900,1800
6423,19351503,54050169,19351503,54050169,11620105,2023,1,주공2단지(아)경로당,서울특별시 관악구 광신길 86,142,36,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6424,19493347,54083977,19493347,54083977,11620100,2023,1,건영3차(아)경로당,서울특별시 관악구 신림로3길 40,225,56,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6425,19391012,54049485,19391012,54049485,11620110,2023,1,신림동벽산블루밍(아)경로당,서울특별시 관악구 호암로 519,68,17,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6426,19442067,54124269,19442067,54124269,11620149,2023,3,대학동 주민센터,서울특별시 관악구 신림로 111,50,15,1,0,0,0,Y,N,Y,Y,N,Y,N,N,Y,Y,20211115,20220315,900,2100,900,1800
6427,19410140,54138339,19410140,54138339,11620129,2023,9,행복나무,서울특별시 관악구 신림로 143,33,30,0,1,0,0,N,Y,N,Y,N,Y,Y,N,N,N,20190603,20190930,900,1800,,
6428,19360677,54014968,19360677,54014968,11620112,2023,1,국제산장(아)경로당,서울특별시 관악구 호암로 417,109,27,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6429,19346483,54033314,19346483,54033314,11620111,2023,1,삼성산주공(아)경로당,서울특별시 관악구 호암로 399,179,45,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6430,19223563,54138213,19223563,54138213,11620119,2023,1,약수경로당,서울특별시 관악구 미성길 123,120,40,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6431,19225688,54188395,19225688,54188395,11620117,2023,1,건영1차(아)경로당,서울특별시 관악구 문성로 74,60,15,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6432,19264191,54126545,19264191,54126545,11620122,2023,1,건영2차(아)경로당,서울특별시 관악구 난곡로35길 28-7,123,31,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6433,19307225,54128551,19307225,54128551,11620143,2023,3,난곡동 주민센터,서울특별시 관악구 난곡로30길 40,60,20,1,0,0,0,Y,N,Y,Y,N,Y,N,N,Y,Y,20211115,20220315,900,2100,900,1800
6434,19220117,54142778,19220117,54142778,11620115,2023,1,신림쌍용(아)경로당,서울특별시 관악구 미성길 122,144,36,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6435,19291785,54193135,19291785,54193135,11620120,2023,1,하난곡경로당,서울특별시 관악구 난우10가길 20-7,198,49,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6436,19239890,54154391,19239890,54154391,11620121,2023,1,신림초원(아)경로당,서울특별시 관악구 미성5길 40,60,15,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6437,19258923,54151388,19258923,54151388,11620116,2023,1,신림동부센트레빌(아)경로당,서울특별시 관악구 미성3길 16,103,26,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6438,19252930,54186131,19252930,54186131,11620141,2023,3,미성동 주민센터,서울특별시 관악구 난곡로 249,70,20,1,0,0,0,Y,N,Y,Y,N,Y,N,N,Y,Y,20211115,20220315,900,2100,900,1800
6439,19332270,54117824,19332270,54117824,11620123,2023,1,무궁화경로당,서울특별시 관악구 난곡로26다길 17,246,62,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6440,19254760,54229400,19254760,54229400,11620113,2023,1,미성경로당,서울특별시 관악구  난곡로58길  11   (신림동),97.2,24,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6441,19208220,54217850,19208220,54217850,11620114,2023,1,신림푸르지오(아)경로당,서울특별시 관악구 남부순환로 1430,28,7,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6442,19243838,54216030,19243838,54216030,11620118,2023,1,삼성경로당,서울특별시 관악구 난곡로63가길 47,112,28,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6443,19317958,54182125,19317958,54182125,11620124,2023,1,법원경로당,서울특별시 관악구 법원단지25길 15,188,47,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6444,19284330,54113154,19284330,54113154,11620126,2023,1,임광관악파크(아)경로당,서울특별시 관악구 난곡로 167,59,15,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,1800,,
6445,19307988,54117107,19307988,54117107,11620125,2023,1,우림경로당,서울특별시 관악구 난곡로24가길 19-4,268,67,0,0,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20190520,20301231,900,2359,,
6446,20129757,54265119,20129757,54265119,11650009,2023,1,예술의마을 경로당,서울특별시 서초구 남부순환로323길 44-15,79,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6447,20106102,54269574,20106102,54269574,11650008,2023,3,서초3동 주민센터,서울특별시 서초구 반포대로10길 10,690,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6448,20186799,54439959,20186799,54439959,11650012,2023,1,명달 경로당,서울특별시 서초구 서운로23길 17,132,33,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6449,20095762,54259595,20095762,54259595,1165000053,2023,1,서초3동 경로당,서울특별시 서초구 반포대로1길 53-3,150.38,15,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6450,20135555,54405507,20135555,54405507,11650013,2023,1,장안마을 경로당,서울특별시 서초구 서초대로55길 13,172,43,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6451,20186191,54437720,20186191,54437720,1165000054,2023,1,하명달 경로당,서울특별시 서초구 서운로23길 17,41.18,15,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6452,20273178,54316778,20273178,54316778,11650007,2023,1,서초2동 경로당,서울특별시 서초구 강남대로45길 17-2,179,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6453,20172137,54341579,20172137,54341579,11650004,2023,3,서초1동주민센터,서울특별시 서초구 사임당로 89,197,20,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6454,20096415,54259595,20096415,54259595,11650010,2023,1,서초느티나무쉼터,서울특별시 서초구 반포대로1길 53-3,150.38,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6455,20148701,54365148,20148701,54365148,11650003,2023,5,중앙노인종합복지관,서울특별시 서초구 서초대로54길 45,155,21,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6456,20196007,54480639,20196007,54480639,11650011,2023,3,서초4동 주민센터,서울특별시 서초구 서운로26길 3,377.62,94,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6457,20220793,54362413,20220793,54362413,11650006,2023,3,서초2동 주민센터,서울특별시 서초구 서초대로70길 51,2383.5,50,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6458,20199095,54289051,20199095,54289051,11650005,2023,1,서초1동 경로당,서울특별시 서초구 효령로68길 49-3,198,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6459,20159713,54588730,20159713,54588730,1165000055,2023,1,주흥경로당,서울특별시 서초구 신반포로47길 51-6,44,15,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6460,20123785,54616508,20123785,54616508,11650014,2023,3,잠원동 주민센터,서울특별시 서초구 나루터로 38,1943.8,500,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6461,20153130,54648926,20153130,54648926,11650015,2023,1,잠원동 경로당,서울특별시 서초구 강남대로107길 24,214,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6462,20002874,54422433,20002874,54422433,11650025,2023,3,반포4동 주민센터,서울특별시 서초구 사평대로28길 70,612,150,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6463,20029048,54554220,20029048,54554220,11650024,2023,1,반포3동 경로당,서울특별시 서초구 신반포로23길 48,163,40,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6464,19995108,54446178,19995108,54446178,11650026,2023,1,반포4동 경로당,서울특별시 서초구 사평대로26길 9-14,191,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6465,19954190,54507225,19954190,54507225,11650022,2023,1,반포2동 경로당,서울특별시 서초구 신반포로15길 28,231,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6466,19875741,54376483,19875741,54376483,11650028,2023,1,기녕당 경로당,서울특별시 서초구 방배중앙로 159-6,115,10,0,1,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6467,20031337,54547924,20031337,54547924,11650023,2023,3,반포3동 주민센터,서울특별시 서초구 신반포로23길 30,66,16,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6468,20187886,54537945,20187886,54537945,11650019,2023,1,반포복지관 경로당,서울특별시 서초구 사평대로55길 90,117,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6469,19901362,54385473,19901362,54385473,11650027,2023,3,방배본동 주민센터,서울특별시 서초구 동광로19길 38,60,10,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
6470,19950931,54265807,19950931,54265807,11650029,2023,3,방배1동 주민센터,서울특별시 서초구 효령로29길 43,512,150,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6471,20118295,54506960,20118295,54506960,11650018,2023,3,반포1동 주민센터,서울특별시 서초구 사평대로 273,650,50,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6472,19953143,54312272,19953143,54312272,11650030,2023,1,방배1동제1경로당,서울특별시 서초구 서초대로 114-8,131,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6473,19951111,54501320,19951111,54501320,11650021,2023,3,반포2동 주민센터,서울특별시 서초구 신반포로15길 16,747,80,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6474,20187970,54537880,20187970,54537880,11650020,2023,1,반포1동경로당,서울특별시 서초구 사평대로55길 90,259.7,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6475,19847752,54236966,19847752,54236966,11650032,2023,5,방배노인종합복지관,서울특별시 서초구 방배천로 48,139.5,34,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6476,19872165,54225726,19872165,54225726,11650031,2023,3,방배2동 주민센터,서울특별시 서초구 청두곶길 36,1999,30,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6477,19850141,54253274,19850141,54253274,11650033,2023,1,방배2동 제2경로당,서울특별시 서초구 방배천로16길 5,185,25,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6478,19931936,54328405,19931936,54328405,11650036,2023,3,방배4동 주민센터,서울특별시 서초구 방배로 173,552.59,20,0,0,0,1,Y,Y,N,Y,N,Y,N,N,N,Y,20221115,20230315,900,1800,,
6202,19119670,54105174,19119670,54105174,11545025,2023,3,독산2동주민센터,서울특별시 금천구 범안로 1240-7,211,30,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6203,19140800,54121329,19140800,54121329,11545039,2023,3,독산4동주민센터,서울특별시 금천구 독산동 독산로  232   (독산동),33,30,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6204,19110408,54180512,19110408,54180512,11545038,2023,1,한양수자인아파트경로당,서울특별시 금천구 시흥대로150길 6,62.33,16,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6205,19169760,54112120,19169760,54112120,11545040,2023,1,감로천경로당,서울특별시 금천구 독산동 독산로72길  86   (독산동),150,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6206,19107569,54090805,19107569,54090805,11545042,2023,1,대덕트윈빌아파트경로당,서울특별시 금천구 시흥대로112길 6,64,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6207,19164475,53920082,19164475,53920082,11545049,2023,1,대명경로당,서울특별시 금천구 독산로11길 4,95.88,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20221115,20230315,900,1800,,
6208,19095818,53981951,19095818,53981951,11545048,2023,1,시흥베르빌아파트경로당,서울특별시 금천구 시흥대로77길 23,151.8,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6209,19121520,53872680,19121520,53872680,11545051,2023,1,힐스테이트경로당,서울특별시 금천구 시흥대로 165,224.34,40,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6210,19121011,54009955,19121011,54009955,11545043,2023,1,효정경로당,서울특별시 금천구 시흥동 시흥대로  266   (시흥동),151.8,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6211,19095615,53941400,19095615,53941400,11545046,2023,1,성지아파트경로당,서울특별시 금천구 시흥동 시흥대로51길  55   (시흥동),151.8,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6212,19150492,53965977,19150492,53965977,11545050,2023,3,시흥1동주민센터,서울특별시 금천구 시흥동 시흥대로58길  36   (시흥동),308,300,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6279,19460776,54471245,19460776,54471245,1159000166,2023,1,장수경로당,서울특별시 동작구 장승배기로9나길 20,235.71,59,0,1,,0,Y,Y,N,Y,N,N,N,N,N,Y,20221201,20230228,900,1800,,
6213,19106538,53999951,19106538,53999951,11545045,2023,1,무지개아파트경로당,서울특별시 금천구 시흥동 시흥대로73길  11   (시흥동),151.8,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6214,19098365,53980705,19098365,53980705,11545052,2023,7,산돌중앙교회,서울특별시 금천구 시흥대로75길 20,100,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6215,19112367,53933700,19112367,53933700,11545044,2023,1,럭키아파트경로당,서울특별시 금천구 시흥동 시흥대로47길  43   (시흥동),151.8,40,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6216,19172765,54115432,19172765,54115432,11545088,2023,5,금천호암노인종합복지관,서울특별시 금천구 독산로72길 86-5,779,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6217,19099103,53974697,19099103,53974697,11545047,2023,1,목련아파트경로당,서울특별시 금천구 시흥동 금하로3길  26   (시흥동),151.8,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6218,19177699,54147639,19177699,54147639,11545041,2023,1,동아아파트경로당,서울특별시 금천구 독산동 독산로78다길  52   (독산동),64.74,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6219,19074735,53974116,19074735,53974116,11545053,2023,9,금천구청(1층 로비 피아노홀),서울특별시 금천구 시흥대로73길 70,154,40,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6220,19246303,53940504,19246303,53940504,11545054,2023,5,청담종합사회복지관,서울특별시 금천구 시흥동 금하로29길  36   (시흥동),243,40,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6221,19095522,53897657,19095522,53897657,11545086,2023,5,금천노인종합복지관,서울특별시 금천구 시흥대로51길 93-32,90,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6222,19257435,53914423,19257435,53914423,11545062,2023,1,탑스빌아파트경로당,서울특별시 금천구 시흥동 금하로30길  34   (시흥동),32.4,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6223,19242455,53916062,19242455,53916062,11545061,2023,1,관악우방아파트경로당,서울특별시 금천구 시흥동 금하로  750   (시흥동),112.5,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6224,19283077,53950867,19283077,53950867,11545055,2023,1,벽산1단지아파트경로당,서울특별시 금천구 시흥동 금하로  793   (시흥동),168.43,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6225,19267694,53927877,19267694,53927877,11545063,2023,3,시흥2동주민센터,서울특별시 금천구 시흥동 금하로  764   (시흥동),48,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6226,19267928,53915300,19267928,53915300,11545060,2023,1,벽산6단지아파트경로당,서울특별시 금천구 금하로 796,138.84,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6227,19143539,53805812,19143539,53805812,11545064,2023,1,현대빌라경로당,서울특별시 금천구 시흥동 시흥대로  53   (시흥동),26.4,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6228,19172954,53818380,19172954,53818380,11545065,2023,3,시흥3동주민센터,서울특별시 금천구 시흥동 시흥대로18길  40   (시흥동),1344,120,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
6229,19267928,53915300,19267928,53915300,11545058,2023,1,벽산5단지아파트경로당,서울특별시 금천구 금하로 816,167,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6230,19152960,53994081,19152960,53994081,11545067,2023,1,새재미경로당,서울특별시 금천구 독산로39길 16,188,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20211115,20220315,1300,1700,0,0
6231,19173893,53834258,19173893,53834258,11545066,2023,1,중앙하이츠경로당,서울특별시 금천구 시흥대로36길 45,126,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6232,19283077,53950867,19283077,53950867,11545057,2023,1,벽산3단지아파트경로당,서울특별시 금천구 탑골로 84,82.62,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6233,19283077,53950867,19283077,53950867,11545056,2023,1,산복경로당,서울특별시 금천구 시흥동 금하로  793   (시흥동),220,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6234,19267928,53915300,19267928,53915300,11545059,2023,1,벽산타운경로당,서울특별시 금천구 금하로 816,70,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6235,19178480,53799040,19178480,53799040,11545069,2023,1,금산경로당,서울특별시 금천구 시흥대로24길 50,148.4,50,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6236,19238120,53904880,19238120,53904880,11545068,2023,1,산장경로당,서울특별시 금천구 탑골로2길 59-9,199,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6237,19172760,53729880,19172760,53729880,11545070,2023,1,박산경로당,서울특별시 금천구 시흥대로2길 60,158.4,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6238,19171160,53900320,19171160,53900320,11545077,2023,1,읍내경로당,서울특별시 금천구 시흥동 은행나무로10길  12-1  (시흥동),95,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6239,19186674,54004272,19186674,54004272,11545075,2023,1,신흥경로당,서울특별시 금천구 금하로23길 155,148,40,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6240,19199640,53912520,19199640,53912520,11545078,2023,1,탑동경로당,서울특별시 금천구 시흥동 금하로23가길  14-1  (시흥동),118.8,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,Y,20221115,20230315,1300,1700,0,0
6241,19214517,53921886,19214517,53921886,11545080,2023,1,건영아파트경로당,서울특별시 금천구 시흥동 독산로10길  96   (시흥동),75.9,20,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6242,19176512,54026039,19176512,54026039,11545076,2023,3,시흥4동주민센터,서울특별시 금천구 시흥동 독산로36길  14   (시흥동),30,50,0,0,0,0,N,Y,N,Y,N,Y,Y,N,Y,N,20190520,20190930,900,2100,900,2100
