공간정보관리번호,X좌표최소값,Y좌표최소값,X좌표최대값,Y좌표최대값,시설코드,년도,시설유형,쉼터명칭,상세주소,면적,이용가능인원,난방기보유(열풍기),난방기보유(히터),난방기보유(난로),난방기보유(라디에이터),점검사항(냉방기기구비),점검사항(휴식공간),점검사항(야간개방),점검사항(적정온도),점검사항(전기료지원),점검사항(간판부착),점검사항(홍보물비치),점검사항(숙박가능),점검사항(휴일개방),사용여부,한파쉼터운영시작일,한파쉼터운영종료일,한파쉼터평일시작시간,한파쉼터평일종료시간,한파쉼터주말시작시간,한파쉼터주말종료시간
6112,18757440,54796560,18757440,54796560,11500030,2023,1,화친 어르신사랑방,서울특별시 강서구  강서로8길  203   (화곡동),96,19,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6113,18654560,54807880,18654560,54807880,11500043,2023,1,화곡 어르신사랑방,서울특별시 강서구  강서로12길  15-10  (화곡동),223,45,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6114,18681000,54851000,18681000,54851000,11500041,2023,1,안골어르신사랑방,서울특별시 강서구  강서로18아길  15-9  (화곡동),122,24,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6115,18665280,55003841,18665280,55003841,11500038,2023,1,중앙어르신사랑방,서울특별시 강서구  화곡로44가길  52-4  (화곡동),90,18,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6116,18714480,54858720,18714480,54858720,11500029,2023,1,신곡 어르신사랑방,서울특별시 강서구  곰달래로49길  130   (화곡동),517,103,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6117,18586800,55254520,18586800,55254520,11500045,2023,1,가양어르신사랑방,서울특별시 강서구  양천로47나길  48-6  (가양동),134,27,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6118,18661160,54908200,18661160,54908200,11500034,2023,1,초록동 어르신사랑방,서울특별시 강서구  초록마을로14길  36   (화곡동),431,86,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6119,18686824,54786933,18686824,54786933,11500099,2023,1,일심어르신사랑방,서울특별시 강서구 곰달래로30길 14,92.52,28,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6120,18625720,54903760,18625720,54903760,11500035,2023,1,화촌어르신사랑방,서울특별시 강서구  까치산로4길  30-21  (화곡동),194,39,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6121,18698080,55033160,18698080,55033160,11500039,2023,1,연지어르신사랑방,서울특별시 강서구  화곡로58길  30-7  (화곡동),197,39,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6122,18689450,54958659,18689450,54958659,11500033,2023,1,봉제 어르신사랑방,서울특별시 강서구  까치산로18길  62   (화곡동),90,18,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6123,18603080,55203000,18603080,55203000,11500048,2023,1,성재정어르신사랑방,서울특별시 강서구  강서로74길  11   (가양동),257,51,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6124,18432386,55253923,18432386,55253923,11500047,2023,1,마곡 어르신사랑방,서울특별시 강서구 양천로30길 20,190,38,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6126,18354960,55083000,18354960,55083000,11500065,2023,1,장미어르신사랑방,서울특별시 강서구  방화대로7다길  35-18  (공항동),110,22,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6127,18313360,55122245,18313360,55122245,11500182,2023,1,공항 어르신사랑방,서울특별시 강서구 공항대로2가길 5-3,97,20,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6128,18526120,55029320,18526120,55029320,11500055,2023,1,발음어르신경로당,서울특별시 강서구  강서로47길  61-21  (내발산동),90,18,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6129,18716268,55157286,18716268,55157286,11500051,2023,1,가양5종합사회복지관장수경로당,"서울특별시 강서구  양천로57길  36   (가양동, 가양도시개발공사아파트)",164,33,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6130,18598124,54931083,18598124,54931083,11500060,2023,1,봉바위어르신사랑방,서울특별시 강서구 강서로34길 34,90,18,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6131,18776316,55136108,18776316,55136108,11500053,2023,1,가양7종합사회복지관정우경로당,서울특별시 강서구 허준로 209,94,19,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6132,18393440,55060320,18393440,55060320,11500063,2023,1,다솔 어르신사랑방,서울특별시 강서구  방화대로6길  24-3  (공항동),349,70,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6133,18346400,55113240,18346400,55113240,11500062,2023,1,동부어르신사랑방,서울특별시 강서구  공항대로8길  33-9  (공항동),147,29,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6134,18434982,54972051,18434982,54972051,11500056,2023,1,신광명 어르신사랑방,서울특별시 강서구 남부순환로19길 105,260,52,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6135,18362640,55159280,18362640,55159280,11500064,2023,1,산우물어르신사랑방,서울특별시 강서구  방화대로21가길  18   (공항동),167,33,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6136,18408840,55256720,18408840,55256720,11500067,2023,1,동부 어르신사랑방,서울특별시 강서구  양천로28길  12-9  (방화동),99,20,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6137,18587120,55053080,18587120,55053080,11500058,2023,1,내발산 어르신사랑방,서울특별시 강서구  우장산로  24-7  (내발산동),519,104,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,N,20221115,20230315,1300,1800,,
6138,18604800,55088799,18604800,55088799,11500059,2023,1,원당어르신사랑방,서울특별시 강서구  강서로52길  72   (내발산동),96,19,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6139,18374480,55194200,18374480,55194200,11500070,2023,1,일심어르신사랑방,서울특별시 강서구  방화대로  297-9  (방화동),199,40,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6140,18355880,55226480,18355880,55226480,11500068,2023,1,방화구립어르신사랑방,서울특별시 강서구  방화대로37길  47-5  (방화동),116,23,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6141,18301640,55266760,18301640,55266760,11500069,2023,1,복종어르신사랑방,서울특별시 강서구  양천로7길  11   (방화동),96,19,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6142,18968487,54355081,18968487,54355081,11530104,2023,3,구로2동주민센터,서울특별시 구로구 구로동로 141,2460,20,0,4,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6143,18247265,55415561,18247265,55415561,11500077,2023,1,상사어르신사랑방,서울특별시 강서구 개화길 52,163,32,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6144,18368600,55338160,18368600,55338160,11500080,2023,1,치현 어르신사랑방,서울특별시 강서구  금낭화로24가길  40   (방화동),318,64,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6145,19020186,54452643,19020186,54452643,11530106,2023,3,구로5동주민센터,서울특별시 구로구 구로중앙로28길 66,547,20,0,3,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6146,19030287,54310900,19030287,54310900,11530090,2023,3,구로3동주민센터,서울특별시 구로구 디지털로31길 109,471,20,0,6,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6147,18295480,55192120,18295480,55192120,11500075,2023,1,방화 어르신사랑방,"서울특별시 강서구  개화동로23길  26 , 방화2동경로당 (방화동)",180,36,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6148,19019827,54358038,19019827,54358038,11530078,2023,3,구로4동 주민센터,서울특별시 구로구 구로동로28길 94,857,20,0,3,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6149,18901255,54373591,18901255,54373591,11530105,2023,3,구로1동주민센터,서울특별시 구로구 구일로4길 57,712,20,0,2,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6150,18945024,54536464,18945024,54536464,11530006,2023,3,신도림동주민센터,서울특별시 구로구 신도림로 40,1983,20,0,7,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6151,19024687,54256235,19024687,54256235,11530091,2023,3,가리봉동주민센터,서울특별시 구로구 우마2길 35,265,30,0,6,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6152,18247520,55312160,18247520,55312160,11500072,2023,1,내촌어르신사랑방,서울특별시 강서구  개화동로13길  12-8  (개화동),127,25,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6153,18222680,55374281,18222680,55374281,11500076,2023,1,개화어르신사랑방,"서울특별시 강서구 개화동 개화동로5길  3-66,  개화어르신사랑방 (개화동)",114,22,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6154,18334280,55289920,18334280,55289920,11500078,2023,1,능말어르신사랑방,서울특별시 강서구  금낭화로19길  7-3  (방화동),151,30,0,0,0,0,Y,Y,Y,N,Y,Y,Y,N,N,Y,20221115,20230315,1300,1800,,
6155,18683632,54454051,18683632,54454051,11530129,2023,3,개봉1동주민센터,서울특별시 구로구 경인로33길 51,632,20,0,10,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6156,18786942,54455925,18786942,54455925,11530128,2023,3,고척1동주민센터,서울특별시 구로구 중앙로3길 18-8,1152,40,0,3,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6157,18749519,54525269,18749519,54525269,11530112,2023,3,고척2동주민센터,서울특별시 구로구 중앙로15길 22,1930,20,0,6,0,0,Y,Y,N,N,N,Y,N,N,N,Y,20221201,20230315,900,1800,,
6158,18924743,54234432,18924743,54234432,11545005,2023,1,우창경로당,서울특별시 금천구 서부샛길 572,32.03,15,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,N,N,20190520,20190930,900,1800,,
6159,19015587,54147926,19015587,54147926,11545002,2023,1,우정경로당,서울특별시 금천구 두산로3길 49,180.21,30,0,0,0,0,N,Y,N,Y,Y,Y,Y,N,Y,Y,20221115,20230315,1300,1700,0,0
5884,20619140,56086588,20619140,56086588,11350152,2023,1,중계4단지목화아파트경로당,"서울특별시 노원구 중계동 노원로19길  31   (중계동, 시영4단지목화아파트)",252,83,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5885,20511023,56419088,20511023,56419088,11350169,2023,1,우림루미아트경로당,"서울특별시 노원구 상계동 동일로238길  33   (상계동, 우림루미아트)",55,30,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5886,20480880,56385240,20480880,56385240,11350208,2023,1,상일경로당,서울특별시 노원구 상계동 동일로237가길  10   (상계동),142,37,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5887,20594312,56223027,20594312,56223027,11350210,2023,1,불암경로당,서울특별시 노원구 상계로21길 44,329,22,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5888,20503262,56443967,20503262,56443967,11350189,2023,1,봉산경로당,서울특별시 노원구 상계동 동일로242가길  26-37  (상계동),31,30,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5889,20446555,56387117,20446555,56387117,11350175,2023,1,현대2차아파트경로당,"서울특별시 노원구 상계동 동일로231길  86   (상계동, 현대2차아파트)",74,36,0,0,0,0,Y,Y,N,Y,Y,Y,N,Y,Y,Y,20221115,20230315,900,1800,,
5890,20491247,56478045,20491247,56478045,11350193,2023,3,상계1동주민센터,서울특별시 노원구 상계동 동일로  1697   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5891,20578441,56236678,20578441,56236678,11350197,2023,1,노원우성아파트경로당,"서울특별시 노원구 상계동 상계로7길  18   (상계동, 노원우성아파트)",36,34,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5892,20449425,56414325,20449425,56414325,11350184,2023,1,북현경로당,"서울특별시 노원구 상계동 동일로237바길  17   (상계동, 북부현대아파트)",25,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5893,20507183,56506209,20507183,56506209,11350180,2023,1,은빛3단지어르신방경로당,"서울특별시 노원구 상계동 동일로250길  17   (상계동, 은빛아파트)",109,67,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5894,20623890,56183235,20623890,56183235,11350195,2023,1,청솔경로당,서울특별시 노원구 노원로30길 73,120,26,0,0,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5895,20484840,56447560,20484840,56447560,11350194,2023,3,상계5동주민센터,서울특별시 노원구 상계동 동일로  1697   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5896,20449328,56405061,20449328,56405061,11350190,2023,1,상계1동현대4차아파트경로당,"서울특별시 노원구 상계동 동일로231다길  23   (상계동, 현대4차아파트)",43,21,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5897,20594880,56185120,20594880,56185120,11350211,2023,1,원터경로당,서울특별시 노원구 상계동 상계로10길  24-7  (상계동),263,36,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5898,20449960,56403880,20449960,56403880,11350207,2023,1,계산경로당,서울특별시 노원구 상계동 동일로239다길  19   (상계동),266,43,0,0,0,0,Y,Y,N,Y,Y,Y,N,N,Y,Y,20221115,20230315,900,1800,,
5899,20516480,56383640,20516480,56383640,11350209,2023,1,갈월경로당,서울특별시 노원구 상계동 동일로236길  55   (상계동),59,34,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5900,20699053,56341049,20699053,56341049,11350212,2023,1,수암경로당,서울특별시 노원구 상계동 덕릉로115가길  21   (상계동),95,35,0,0,0,0,Y,Y,N,Y,Y,Y,N,Y,Y,Y,20221115,20230315,900,1800,,
5901,20709560,56316600,20709560,56316600,11350218,2023,1,불암현대아파트106동경로당,"서울특별시 노원구 상계동 덕릉로118길  27   (상계동, 불암현대아파트)",152,24,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5902,20740365,56376957,20740365,56376957,11350220,2023,1,도암경로당,서울특별시 노원구 상계동 덕릉로126나길  14   (상계동),101,31,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5903,20755385,56359895,20755385,56359895,11350239,2023,1,희망경로당,서울특별시 노원구 덕릉로130길 48,36,34,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5904,20590800,56169640,20590800,56169640,11350237,2023,3,"상계6,7동주민센터",서울특별시 노원구 상계동 노원로  429   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5905,20509724,56056842,20509724,56056842,11350232,2023,1,상계마들아파트경로당,"서울특별시 노원구 상계동 덕릉로70가길  101   (상계동, 상계마들아파트)",83,13,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5906,20727888,56361329,20727888,56361329,11350222,2023,1,덕산경로당,서울특별시 노원구 덕릉로 849,72,36,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5907,20643133,56289556,20643133,56289556,11350240,2023,1,숲속경로당,서울특별시 노원구 한글비석로44길 25,21,20,0,0,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5908,20608400,56242360,20608400,56242360,11350224,2023,1,상계5동경로당,서울특별시 노원구 상계동 한글비석로37길  22   (상계동),55,22,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5909,20628135,56285470,20628135,56285470,11350223,2023,1,복지경로당,서울특별시 노원구 상계동 한글비석로  426-12  (상계동),252,46,0,0,0,0,Y,Y,N,Y,Y,Y,N,N,Y,Y,20221115,20230315,900,1800,,
5910,20634840,56276560,20634840,56276560,11350242,2023,1,송암경로당,서울특별시 노원구 상계동 한글비석로44길  64-20  (상계동),134,60,0,0,0,0,Y,Y,N,Y,Y,Y,N,N,Y,Y,20221115,20230315,900,1800,,
5911,20729542,56392748,20729542,56392748,11350241,2023,1,양지마을경로당,서울특별시 노원구 덕릉로137길 45,44,34,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5912,20598704,56198532,20598704,56198532,11350225,2023,3,상계2동주민센터,서울특별시 노원구 상계동 상계로  118   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5913,20734320,56369840,20734320,56369840,11350226,2023,3,"상계3,4동주민센터",서울특별시 노원구 상계동 덕릉로  859   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5914,20690320,56293440,20690320,56293440,11350214,2023,1,동아불암106동경로당,"서울특별시 노원구 상계동 덕릉로112길  13   (상계동, 동아불암아파트)",113,34,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5915,20461265,56331613,20461265,56331613,11350254,2023,3,상계8동주민센터,서울특별시 노원구 상계동 동일로227길  97   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5916,20538097,56271199,20538097,56271199,11350264,2023,3,상계10동주민센터,서울특별시 노원구 상계동 노원로  530   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5917,20569490,56307113,20569490,56307113,11350259,2023,3,상계9동주민센터,서울특별시 노원구 상계동 한글비석로  487   (상계동),0,20,0,0,0,0,Y,N,N,Y,Y,Y,N,N,N,Y,20221115,20230315,900,1800,,
5918,19336084,55776576,19336084,55776576,11380010,2023,5,불광노인복지관,서울특별시 은평구 연서로32길 17-11,180,20,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5919,19396033,55818318,19396033,55818318,1138000157,2023,1,불광2동 경로당,서울특별시 은평구 불광로 175,117,15,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5920,19304773,55864728,19304773,55864728,1138000156,2023,1,박석어버이경로당,서울특별시 은평구 통일로92가길 5,99,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5921,19381238,55585227,19381238,55585227,1138000147,2023,3,녹번동주민센터,서울특별시 은평구 은평로 195,277,30,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5922,19400184,55675593,19400184,55675593,1138000148,2023,3,불광제1동주민센터,서울특별시 은평구 진흥로15길 10,66,20,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5923,19359425,55852503,19359425,55852503,1138000155,2023,3,불광제2동주민센터,서울특별시 은평구 연서로41길 16,66,20,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5924,19363514,55627208,19363514,55627208,1138000152,2023,1,어울누리 녹번경로당,서울특별시 은평구 녹번로7길 36,218.25,20,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5925,19400534,55694262,19400534,55694262,1138000153,2023,1,대광경로당,서울특별시 은평구 불광로2길 4-3,39.36,24,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5926,19322251,55589413,19322251,55589413,1138000150,2023,1,녹색경로당,서울특별시 은평구 은평로11길 21,176,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,,
5927,19337009,55808063,19337009,55808063,1138000159,2023,1,어울누리 느티나무경로당,서울특별시 은평구 연서로33길 14-19,140.17,21,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5928,19360467,55854849,19360467,55854849,1138000158,2023,1,새장골경로당,서울특별시 은평구 연서로37길 47,148.7,20,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5929,19399067,55729735,19399067,55729735,1138000154,2023,1,송암경로당,서울특별시 은평구 불광로5길 6-12,118.05,15,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5930,19387930,55592649,19387930,55592649,1138000151,2023,1,일심경로당,서울특별시 은평구 은평로21길 36-2,86,15,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5931,19282141,55836700,19282141,55836700,1138000161,2023,1,갈현어버이경로당,서울특별시 은평구 통일로89길 12-6,136,50,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5932,19264907,55823867,19264907,55823867,1138000160,2023,3,갈현제1동주민센터,서울특별시 은평구 갈현로 301,286,86,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5933,19282702,55837124,19282702,55837124,11380145,2023,5,갈현노인복지관,서울특별시 은평구 통일로89길 12-6,546,30,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5934,19342935,55554037,19342935,55554037,1138000172,2023,1,응암제일경로당,서울특별시 은평구 백련산로 159-3,100,15,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5935,19301167,55717825,19301167,55717825,1138000168,2023,3,대조동주민센터,서울특별시 은평구 연서로20길 24-3,276,83,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5936,19298938,55677127,19298938,55677127,1138000170,2023,1,어울누리 대촌경로당,서울특별시 은평구 서오릉로 114-16,247.88,40,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5937,19231797,55752049,19231797,55752049,1138000163,2023,1,갈현2동경로당,서울특별시 은평구 연서로17길 46-12,102,20,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5938,19256620,55767090,19256620,55767090,1138000162,2023,3,갈현제2동주민센터,서울특별시 은평구 연서로27길 31-6,313,50,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5939,19227421,55679510,19227421,55679510,1138000167,2023,1,구산거북경로당,서울특별시 은평구 연서로13길 29-7,151.21,40,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5940,19216502,55823063,19216502,55823063,1138000164,2023,1,효경골경로당,서울특별시 은평구 갈현로29길 49,92,20,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5941,19186861,55736054,19186861,55736054,1138000166,2023,1,구산경로당,서울특별시 은평구 서오릉로21길 11-8,132,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5942,19311323,55709640,19311323,55709640,1138000146,2023,5,대조노인복지관,서울특별시 은평구 역말로9길 27,103,35,0,3,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5943,19291434,55730652,19291434,55730652,1138000169,2023,1,대조경로당,서울특별시 은평구 연서로22길 9-30,137,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5944,19209029,55691092,19209029,55691092,1138000165,2023,3,구산동주민센터,서울특별시 은평구 갈현로17길 10,66,20,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5945,19353840,55569237,19353840,55569237,1138000171,2023,3,응암제1동주민센터,서울특별시 은평구 백련산로 179,100,30,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
5946,19291730,55498308,19291730,55498308,1138000174,2023,1,매바위경로당,서울특별시 은평구 응암로22길 13-9,133.2,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5947,19265229,55500684,19265229,55500684,1138000177,2023,1,덕인경로당,서울특별시 은평구 응암로21가길 5-1,198,40,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5948,19321237,55498507,19321237,55498507,1138000173,2023,3,응암제2동주민센터,서울특별시 은평구 백련산로 100,41,20,0,1,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,900,1800,0,0
6051,18611120,54719320,18611120,54719320,11470059,2023,1,당곡(구립)경로당,서울특별시 양천구 오목로9길 20-1,90.27,50,1,0,0,0,N,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,,
5949,19244057,55483750,19244057,55483750,1138000176,2023,9,불광천 어르심쉼터(은평춘당),서울특별시 은평구 증산로 414,198,40,0,4,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20230103,20230315,1300,1800,0,0
5950,19293132,55598541,19293132,55598541,1138000180,2023,1,역마을경로당,서울특별시 은평구 진흥로1길 32-23,165,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
5951,19217040,55597444,19217040,55597444,11380059,2023,5,역촌노인복지관,서울특별시 은평구 연서로3나길 11-30,160,25,0,3,0,0,Y,Y,N,Y,N,Y,Y,N,N,Y,20221115,20230315,900,1800,0,0
5952,19286933,55619623,19286933,55619623,1138000179,2023,1,어울누리 안심마을경로당,서울특별시 은평구 진흥로7나길 12-5,228.56,30,0,1,0,0,Y,Y,N,Y,Y,Y,Y,N,N,Y,20230103,20230315,1300,1700,0,0
