"대학명","학제별","설립별","지역별","교외장학금 소계(원)","교외장학금 국가","교외장학금 지방자치단체","교외장학금 사설및기타","교내장학금 소계(원)","교내장학금 성적우수장학금","교내장학금 저소득층장학금","교내장학금 근로장학금","교내장학금 재난장학금","교내장학금 교직원장학금","교내장학금 기타","총계(원)"
"세경대학교","전문대학","사립","강원","3583337880","2982243080","406910000","194184800","641854000","109034680","187738950","27328600","","2149200","315602570","4225191880"
"세명대학교","대학","사립","충북","18180481390","17700298220","220191520","259991650","10158225973","1218900450","982116350","326981340","3573296133","90837500","3966094200","28338707363"
"세종대학교","대학","사립","서울","19184413820","18813052200","6000000","365361620","17786839185","1442254400","9482210420","780057255","2642356600","24435000","3415525510","36971253005"
"세종사이버대학교","대학","사립","서울","12973807376","12958289376","7020000","8498000","4824490018","123060000","3600000","61600685","","103402000","4532827333","17798297394"
"세한대학교","대학","사립","전남","8700258410","8391887290","2253120","306118000","2668465010","703305000","818768000","49361260","","17379250","1079651500","11368723420"
"송곡대학교","전문대학","사립","강원","1764242720","1748906600","9336120","6000000","467550000","100463000","79176400","41879900","61800000","1451500","182779200","2231792720"
"송원대학교","대학","사립","광주","7312441160","7230858660","6500000","75082500","3941098711","641831150","136172500","116942900","350801641","93712460","2601638060","11253539871"
"송호대학교","전문대학","사립","강원","2487760520","2381590520","81970000","24200000","810692700","162258900","","32116630","","15681400","600635770","3298453220"
"수성대학교","전문대학","사립","대구","9644584750","9564559250","1000000","79025500","3234515160","579502360","148155000","82800000","317700000","35720480","2070637320","12879099910"
"수원가톨릭대학교","대학","사립","경기","467228950","224991050","","242237900","569283717","32620800","12200000","","","","524462917","1036512667"
"수원과학대학교","전문대학","사립","경기","12071709087","11930797337","11253120","129658630","4818108360","1533181630","1677857350","100125100","546900000","22403260","937641020","16889817447"
"수원대학교","대학","사립","경기","15903554460","15735895860","12916600","154742000","13516552300","4731766000","4730350000","308105000","891500000","34283000","2820548300","29420106760"
"수원여자대학교","전문대학","사립","경기","9472332717","9406731757","13393650","52207310","4341052894","1135806120","1607057557","379035280","354512167","11418160","853223610","13813385611"
"숙명여자대학교","대학","사립","서울","17740404107","16241667937","118831650","1379904520","14963858910","7865363200","2899865020","969157950","1103704100","28494200","2097274440","32704263017"
"순복음총회신학교","대학","사립","충북","525197500","525197500","","","162094200","8545000","","5569200","","","147980000","687291700"
"순천대학교","대학","국공립","전남","14622476181","13763577031","577783750","281115400","4656472940","1923241000","1264355000","248624230","607600000","","612652710","19278949121"
"순천제일대학교","전문대학","사립","전남","6193608487","6159032647","","34575840","2112899200","364660600","105557000","63210400","115800000","50902000","1412769200","8306507687"
"순천향대학교","대학","사립","충남","26228359960","25389696770","11335560","827327630","16630161116","5366768670","3001302100","737889066","2446220370","162514000","4915466910","42858521076"
"숭실대학교","대학","사립","서울","27283251102","24332081867","431772380","2519396855","15893441482","3869454620","3026090595","1198826050","1591547757","71932000","6135590460","43176692584"
"숭실사이버대학교","대학","사립","서울","7431047500","7427047500","1000000","3000000","4318869250","217351250","42000000","760000","","132504000","3926254000","11749916750"
"숭의여자대학교","전문대학","사립","서울","8538396395","8457537450","45853720","35005225","3705717135","871340155","1093629920","394634930","770412090","","575700040","12244113530"
"신경대학교","대학","사립","경기","370046100","342446350","22000000","5599750","460042900","50857250","57816250","4370400","54800000","4199500","287999500","830089000"
"신구대학교","전문대학","사립","경기","16012894450","15817244790","27333962","168315698","6775894255","1198009300","2224409500","683453655","1245875200","52491500","1371655100","22788788705"
"신라대학교","대학","사립","부산","19839740690","19634743270","26863550","178133870","8858791246","2104241360","958205280","446757600","","121803950","5227783056","28698531936"
"신성대학교","전문대학","사립","충남","9983192540","9673042640","6500000","303649900","3432483110","613836000","1016394240","107283200","228399500","44886500","1421683670","13415675650"
"신안산대학교","전문대학","사립","경기","9733118840","9527068590","103695250","102355000","3644867510","1357437600","388564400","306280560","904725000","15381600","672478350","13377986350"
"신한대학교","대학","사립","경기","14698784526","14476438016","49570000","172776510","8992402450","2228122420","2703350120","331907150","671700000","106308360","2951014400","23691186976"
"아신대학교","대학","사립","경기","2236747520","2142606520","","94141000","791186890","134961330","98685500","97019560","45100000","","415420500","3027934410"
"아주대학교","대학","사립","경기","15589318313","14201352273","26625120","1361340920","13514821076","3858630900","3805728672","1425238226","1447662600","235672000","2741888678","29104139389"
"아주자동차대학","전문대학","사립","충남","2007067340","1966122180","25545160","15400000","890522300","195048600","158528160","106565920","183000000","","247379620","2897589640"
"안동과학대학교","전문대학","사립","경북","7126391550","7018947190","2933560","104510800","2540303200","631158950","35966400","13573800","507900000","42141800","1309562250","9666694750"
"안동대학교","대학","국공립","경북","13914957600","13443543980","37018050","434395570","3715492740","1796625500","962589930","205919740","408839600","","341517970","17630450340"
"안산대학교","전문대학","사립","경기","12066722435","11786938780","67933850","211849805","3925339121","1393229530","1257868460","34853000","","21501250","1217886881","15992061556"
"안양대학교","대학","사립","경기","9453807550","9323055750","45756000","84995800","6264595933","2643067350","1322948250","638828533","353415000","43527000","1262809800","15718403483"
"여주대학교","전문대학","사립","경기","12694060577","12554426537","24534040","115100000","5437648650","1130962090","1375177970","15714000","703161940","172877000","2039755650","18131709227"
"연성대학교","전문대학","사립","경기","16315304798","15917741818","89086340","308476640","6080000000","729950600","850494800","418516720","997600000","11050000","3072387880","22395304798"
"연세대학교","대학","사립","서울","32454799254","26647569574","302643120","5504586560","31995776345","7513326435","11824236625","2968909911","3917615023","846206000","4925482351","64450575599"
"연세대학교(미래)","대학","사립","강원","12921313520","11951964750","241366320","727982450","10025340050","2600343900","2490351600","764512750","872665300","141026000","3156440500","22946653570"
"연암공과대학교","전문대학","사립","경남","2553374083","2529428083","4179000","19767000","1239056917","475998600","320610100","49789617","141700000","","250958600","3792431000"
"연암대학교","전문대학","사립","충남","3734314918","3577622758","1592160","155100000","918377130","345848780","262947900","69580800","105300000","24116440","110583210","4652692048"
"영남대학교","대학","사립","경북","46491252920","45089680970","170813470","1230758480","27676146070","8544058500","6871504800","551222800","6449027000","362561500","4897771470","74167398990"
"영남신학대학교","대학","사립","경북","1385698450","1362964450","","22734000","579855740","20470000","247382440","25126800","19750000","5182500","261944000","1965554190"
"영남외국어대학","전문대학","사립","경북","164105380","158146820","1438560","4520000","1009036100","84147000","131430000","5598600","","","787860500","1173141480"
"영남이공대학교","전문대학","사립","대구","15926785580","15817132880","6144040","103508660","6778649280","957560300","1398895650","805225530","1321350000","209668800","2085949000","22705434860"
"영산대학교","대학","사립","경남","13837844006","13676111416","71850590","89882000","7717494684","913087160","2230366320","87492354","394158140","117877600","3974513110","21555338690"
"영산선학대학교","대학","사립","전남","36962000","","","36962000","59000000","","","","","","59000000","95962000"
"영진사이버대학교","전문대학","사립","대구","5788158678","5784202800","","3955878","962154622","135282000","29982000","","","5040000","791850622","6750313300"
"영진전문대학교","전문대학","사립","대구","23794927480","23602717480","","192210000","7146913788","2288817989","670928310","349326290","761030100","42440500","3034370599","30941841268"
"예수대학교","대학","사립","전북","1516255110","1473005110","","43250000","517927450","164764400","172637400","15824450","40379000","6954000","117368200","2034182560"
"예원예술대학교","대학","사립","전북","1860230560","1838654560","","21576000","2614477650","310295000","443955750","14391400","204000000","4055000","1637780500","4474708210"
"오산대학교","전문대학","사립","경기","10270395822","10195436822","6500000","68459000","4742006005","2286070935","37077550","21699000","848799770","47247900","1501110850","15012401827"
"용인대학교","대학","사립","경기","12556863110","11996701180","99656040","460505890","6431113230","1217291000","696837000","106295000","","133841000","4276849230","18987976340"
"용인예술과학대학교","전문대학","사립","경기","8229262215","8082370810","51303555","95587850","3903471860","888508900","625263650","266792500","675049000","118216020","1329641790","12132734075"
"우석대학교","대학","사립","전북","16553420486","16325236859","41812057","186371570","7244900260","1292230250","2035473070","185202470","1398434780","209464650","2124095040","23798320746"
"우송대학교","대학","사립","대전","19787477045","19542615900","89194840","155666305","14575648502","7033715840","1144158380","2727427713","1479344700","15421800","2175580069","34363125547"
"우송정보대학","전문대학","사립","대전","12206674610","12073064830","33859780","99750000","3524480690","550598130","1001135780","150027160","265887300","7878300","1548954020","15731155300"
"울산과학기술원","대학","국공립","울산","3018769877","2867873200","","150896677","8650465777","6279243500","134689600","39906677","","","2196626000","11669235654"
"울산과학대학교","전문대학","사립","울산","12003810010","11514977170","115302340","373530500","4495135140","1024635510","1534198510","171828160","461410000","33974000","1269088960","16498945150"
"울산대학교","대학","사립","울산","23091899896","18571145820","45669200","4475084876","10507188149","3394295450","2187430182","827690650","2130473727","320956000","1646342140","33599088045"
"웅지세무대학교","전문대학","사립","경기","387581720","366131720","20220000","1230000","1049677170","84422500","699495000","8917200","","6960000","249882470","1437258890"
"원광대학교","대학","사립","전북","31954142322","30744248409","397813100","812080813","20574544540","3726636100","4970055284","532157400","4238042673","456693200","6650959883","52528686862"
"원광디지털대학교","대학","사립","전북","7229976750","7227476750","","2500000","2550621400","172739500","355620500","10382400","","38744000","1973135000","9780598150"
"원광보건대학교","전문대학","사립","전북","14373188718","14236575118","26103100","110510500","4166282350","680457700","532165500","114370200","887561450","68158500","1883569000","18539471068"
"위덕대학교","대학","사립","경북","6655656317","6415200587","179804730","60651000","4529591021","683821230","88658000","109994000","398335157","77921000","3170861634","11185247338"
"유원대학교","대학","사립","충북","8473102780","8369881706","15677080","87543994","6511084400","892420000","195718400","91378200","656234000","67248900","4608084900","14984187180"
"유한대학교","전문대학","사립","경기","12438041626","12204161326","10500000","223380300","4018570950","1200601000","1312840200","552587040","696935000","12335400","243272310","16456612576"
"을지대학교","대학","사립","대전","7691485920","7453598900","45667820","192219200","7994769900","2861318300","2629523500","155856600","925498000","16716000","1405857500","15686255820"
"이화여자대학교","대학","사립","서울","24851922810","20714431076","174773600","3962718134","25705388350","8302688519","11026432602","488953764","2043293330","97828200","3746191935","50557311160"
"인덕대학교","전문대학","사립","서울","16408138027","15932496647","89895750","385745630","4878995027","1196464050","1747332117","510513000","573300000","115252700","736133160","21287133054"
"인제대학교","대학","사립","경남","19495114590","18831365990","25136520","638612080","11179716741","3009725500","2781298900","579465000","1834018131","370878500","2604330710","30674831331"
"인천가톨릭대학교","대학","사립","인천","1629555160","1404058110","3267000","222230050","972887833","281094500","114452000","46830600","","","530510733","2602442993"
"인천대학교","대학","국공립","인천","24476924858","23616127908","95446080","765350870","12788054049","3998147437","2720319010","1879343840","1815100","","4188428662","37264978907"
"인천재능대학교","전문대학","사립","인천","9302343919","9226934890","17481600","57927429","3237666230","704667650","1308859950","150017250","331939800","86330640","655850940","12540010149"
"인하공업전문대학","전문대학","사립","인천","17524854790","17408253670","17462740","99138380","8418689360","1406206660","1710305580","1501786600","1194500000","32046760","2573843760","25943544150"
"인하대학교","대학","사립","인천","32845348270","29367542220","190323520","3287482530","21842243536","5138829000","6713800680","2771532116","","123175400","7094906340","54687591806"
"장로회신학대학교","대학","사립","서울","2160892850","1910022750","53900600","196969500","688238760","177137600","63581000","97211760","162910000","","187398400","2849131610"
"장안대학교","전문대학","사립","경기","12313669833","12155439913","3264720","154965200","5621559820","1158222000","1222618600","67802400","296165720","18386000","2858365100","17935229653"
"전남과학대학교","전문대학","사립","전남","12462875930","12417725930","","45150000","2900363300","162480000","646894000","71958600","413715000","78049200","1527266500","15363239230"
"전남대학교","대학","국공립","광주","38523553325","36107957420","19277440","2396318465","12839295762","6268399580","3244795130","656455400","1201815820","","1467829832","51362849087"
"전남도립대학교","전문대학","국공립","전남","1655386275","1492740275","7000000","155646000","529004425","143380000","900000","24684925","112500000","","247539500","2184390700"
"전북과학대학교","전문대학","사립","전북","5637732769","5622732769","500000","14500000","1416197850","179689200","123984750","32355000","138940000","91389100","849839800","7053930619"
"전북대학교","대학","국공립","전북","34247444817","32461426817","296383550","1489634450","13532972070","4539106750","3610383800","1273079640","1562990360","","2547411520","47780416887"
"전주교육대학교","대학","국공립","전북","1320082450","1210096450","61614000","48372000","657476700","234098000","186990500","21928200","118100000","","96360000","1977559150"
"전주기전대학","전문대학","사립","전북","5628080630","5577464530","8054700","42561400","1604259138","261810000","3202400","78310940","252038658","14234800","994662340","7232339768"
"전주대학교","대학","사립","전북","27738656667","26487156275","601700042","649800350","13371562457","1757918320","3692521960","1148842540","1851732745","57067200","4863479692","41110219124"
"전주비전대학교","전문대학","사립","전북","10355421450","10248732950","","106688500","2922848910","329492650","18572950","80416800","308200000","40209400","2145957110","13278270360"
"정석대학","대학","사립","서울","","","","","","","","","","","",""
"제주관광대학교","전문대학","사립","제주","5496129480","5458674780","3304700","34150000","1318703563","225085800","5376780","48736800","204600000","9818700","825085483","6814833043"
"제주국제대학교","대학","사립","제주","2004585900","1562634900","363494000","78457000","1273455990","183146340","150660500","40143600","","26510000","872995550","3278041890"
"제주대학교","대학","국공립","제주","18450143630","17257708660","315842670","876592300","6658407030","1650578500","1794761000","1132331220","","","2080736310","25108550660"
"제주한라대학교","전문대학","사립","제주","12158482570","11961607690","98430340","98444540","3146793033","987378655","146557640","303087600","","112615870","1597153268","15305275603"
"조선간호대학교","전문대학","사립","광주","1646903000","1634265000","2638000","10000000","500570000","183762500","163690950","859000","","","152257550","2147473000"
"조선대학교","대학","사립","광주","42719415995","41607987125","161899340","949529530","21152285733","6606102140","5255757710","427391350","2861071690","428844290","5573118553","63871701728"
"조선이공대학교","전문대학","사립","광주","7405232145","7378312145","2055000","24865000","2413563318","1033465800","80693640","44644748","","8299280","1246459850","9818795463"
"중부대학교","대학","사립","충남","18244627150","18157055810","7265540","80305800","10896834160","2000718900","1852809700","1146568150","1812830800","165690000","3918216610","29141461310"
"중앙대학교","대학","사립","서울","40331765020","36555891940","238558401","3537314679","33100527055","10836047000","11441314486","1091971583","4559302750","164159000","5007732236","73432292075"
"중앙승가대학교","대학","사립","경기","281779500","154989500","","126790000","2682000","","","","","","2682000","284461500"
"중원대학교","대학","사립","충북","6667922490","6546079810","47731580","74111100","7706097240","1378597800","130131000","41385300","","42577000","6113406140","14374019730"
"진주교육대학교","대학","국공립","경남","2085705550","1931204900","8364400","146136250","1058154600","265717400","220600200","70206600","77100000","","424530400","3143860150"
"진주보건대학교","전문대학","사립","경남","8123946217","8054041227","10338320","59566670","2376155084","269463100","904111050","54405000","","49950700","1098225234","10500101301"
"차의과학대학교","대학","사립","경기","4758352610","4686551800","8755810","63045000","3098011230","546773000","1039372540","190239300","","","1321626390","7856363840"
"창신대학교","대학","사립","경남","5696973000","3130930500","2000000","2564042500","2617926600","494908600","441910000","99396000","124200000","","1457512000","8314899600"
"창원대학교","대학","국공립","경남","14700264410","14122650820","35126840","542486750","6306557280","2074549870","1414112510","969755810","","","1848139090","21006821690"
"창원문성대학교","전문대학","사립","경남","6490688840","6423672100","9016740","58000000","2126277400","592768900","4500000","58526400","","14332000","1456150100","8616966240"
"청강문화산업대학교","전문대학","사립","경기","9287269990","9156755270","29831720","100683000","3511135090","712332140","732055400","283864800","727283350","7194000","1048405400","12798405080"
"청암대학교","전문대학","사립","전남","6764193270","6732418270","","31775000","2107871610","534496480","76154720","40240800","144000000","17300500","1295679110","8872064880"
"청운대학교","대학","사립","충남","17381456080","17239550080","11073000","130833000","8534620607","1621247900","1490699580","230577500","917265000","62060000","4212770627","25916076687"
"청주교육대학교","대학","국공립","충북","1308171790","1123563770","13352280","171255740","751989470","342680000","184517500","73691970","","","151100000","2060161260"
"청주대학교","대학","사립","충북","19057907018","18697999068","39911280","319996670","17660621494","6587583640","5392975680","403919366","1813838700","137805500","3324498608","36718528512"
"초당대학교","대학","사립","전남","7783300810","7553080430","8851280","221369100","4144524337","237126000","320563800","50747100","531346190","55396000","2949345247","11927825147"
"총신대학교","대학","사립","서울","5100661220","4749148000","22500000","329013220","1871583765","290508100","609320000","284389665","4193000","20060000","663113000","6972244985"
"추계예술대학교","대학","사립","서울","2081532490","2011214990","21920835","48396665","1506345250","586728000","522960000","76642910","205733340","","114281000","3587877740"
"춘천교육대학교","대학","국공립","강원","1738419830","1662006160","3715650","72698020","740513000","308855000","138000000","131538000","134200000","","27920000","2478932830"
"춘해보건대학교","전문대학","사립","울산","6788915157","6713028390","417000","75469767","2051857200","862543450","523664250","63456200","220005500","8919500","373268300","8840772357"
"충남대학교","대학","국공립","대전","27958330840","26294512670","161957400","1501860770","13571001090","5299321450","3751082400","1258857110","1762744420","","1498995710","41529331930"
"충남도립대학교","전문대학","국공립","충남","1599152192","1450053692","125932000","23166500","635908700","109680800","216574500","71457600","97500000","","140695800","2235060892"
"충북대학교","대학","국공립","충북","23852825886","22696973876","101360790","1054491220","12440918540","5033994430","2513657500","2215629800","951004000","12160000","1714472810","36293744426"
"충북도립대학교","전문대학","국공립","충북","1018475690","965525420","27498720","25451550","495403600","165255100","31000000","27662400","85956000","","185530100","1513879290"
"충북보건과학대학교","전문대학","사립","충북","6432860755","6302912515","15202240","114746000","2262155984","505392500","418265610","39701675","454117709","47886400","796792090","8695016739"
"충청대학교","전문대학","사립","충북","10093152609","9944646289","26628120","121878200","3413018880","772739200","1137209790","123226900","663170490","15846200","700826300","13506171489"
"칼빈대학교","대학","사립","경기","938209200","906159200","","32050000","1045172000","24815000","47421600","60041600","52500000","5990000","854403800","1983381200"
"케이씨대학교","대학","사립","서울","3053020217","2927338117","32236100","93446000","1622072000","346765700","338656663","193481200","94500000","28277800","620390637","4675092217"
"평택대학교","대학","사립","경기","6993322451","6892325151","4000000","96997300","5109052550","1425437500","1266377200","95760900","682633000","56420000","1582423950","12102375001"
"포항공과대학교","대학","사립","경북","3511823760","3421105310","","90718450","3786772900","78600000","50870000","246830700","370720000","","3039752200","7298596660"
"포항대학교","전문대학","사립","경북","5281901460","5080471900","29738405","171691155","1350221070","251882000","48660000","66043070","","2911000","980725000","6632122530"
"한경대학교","대학","국공립","경기","9794365022","9645949452","22330190","126085380","3808928640","1188975450","601697230","857553100","515546250","","645156610","13603293662"
"한국골프대학교","전문대학","사립","강원","1110869500","1053054500","46840000","10975000","955250000","89067000","22525000","9200000","794000","","833664000","2066119500"
"한국과학기술원","대학","국공립","대전","4704272510","4560007010","6000000","138265500","20640349230","4275556600","64350000","202540000","","","16097902630","25344621740"
"한국관광대학교","전문대학","사립","경기","5490307907","5162505338","4064310","323738259","1916607154","288769568","541069660","39702600","369467212","17902630","659695484","7406915061"
"한국교원대학교","대학","국공립","충북","3204628110","3090780550","5000560","108847000","1856335400","284539000","589646640","477699960","395513800","","108936000","5060963510"
"한국교통대학교","대학","국공립","충북","16667759250","16334483570","26918850","306356830","6329724200","3554208050","319025000","1002517540","695226000","","758747610","22997483450"
"한국국제대학교","대학","사립","경남","2503687130","2479006010","10481120","14200000","1902798406","504247250","44213000","18626400","","37938000","1297773756","4406485536"
"한국기술교육대학교","대학","사립","충남","7887895493","7716164823","8124670","163606000","5585130511","1972482936","336743680","1455086565","376500000","29184750","1415132580","13473026004"
"한국농수산대학(일반)","전문대학","국공립","전북","115237500","115237500","","","380465160","48600000","","321105000","","","10760160","495702660"
"한국방송통신대학교","대학","국공립","서울","13881147125","13446382155","938860","433826110","9155500945","3828497960","706232260","1305834620","","","3314936105","23036648070"
"한국복지대학교","전문대학","국공립","경기","1489020250","1443714730","","45305520","413806560","189087660","31850000","59846400","61700000","","71322500","1902826810"
"한국복지사이버대학","전문대학","사립","경북","2593267000","2592637000","","630000","1615110000","85519000","13335000","","","9627000","1506629000","4208377000"
"한국산업기술대학교","대학","사립","경기","14807493490","14234087490","24201200","549204800","10487563860","4266264550","2004593790","975546300","1627068000","53429500","1560661720","25295057350"
"한국성서대학교","대학","사립","서울","3190445934","3023515934","48370000","118560000","1175250000","327366000","131811000","220526100","76386900","9528000","409632000","4365695934"
"한국승강기대학교","전문대학","사립","경남","1952653350","1869978650","3874700","78800000","717598600","121523000","406890100","15141600","","","174043900","2670251950"
"한국열린사이버대학교","대학","사립","서울","7274545900","7273336900","1209000","","3229718440","275794600","88770100","","5494000","63980000","2795679740","10504264340"
"한국영상대학교","전문대학","사립","세종","8801302891","8718170971","8265120","74866800","2877982690","1222734600","295348650","262385800","410033490","6613200","680866950","11679285581"
"한국예술종합학교","대학","국공립","서울","3579023740","3194213220","3753120","381057400","1389934370","893332500","19070000","321069870","","","156462000","4968958110"
"한국외국어대학교","대학","사립","서울","27185732073","24412500081","392223295","2381008697","15589803689","4202541600","7259463283","555688210","","95196500","3476914096","42775535762"
"한국전통문화대학교","대학","국공립","충남","665261550","646761550","","18500000","662291730","218151500","3272000","26023700","200170000","","214674530","1327553280"
"한국체육대학교","대학","국공립","서울","4710079150","4565394150","34185000","110500000","2505011300","1758505000","428988000","54032400","123485900","","140000000","7215090450"
"한국침례신학대학교","대학","사립","대전","6175036144","5973907636","","201128508","1028266866","116935200","488142566","70540400","178600000","6825600","167223100","7203303010"
"한국폴리텍 I 대학 서울강서캠퍼스","전문대학","사립","서울","602992500","601792500","","1200000","148378500","50803000","49491500","35650000","","8729000","3705000","751371000"
"한국폴리텍 I 대학 서울정수캠퍼스","전문대학","사립","서울","1479018205","1440018205","","39000000","374783330","111420000","132438000","123280500","","4952000","2692830","1853801535"
"한국폴리텍 I 대학 성남캠퍼스","전문대학","사립","경기","874729000","844429000","","30300000","221687750","69968000","67525000","80000000","","3595500","599250","1096416750"
"한국폴리텍 I 대학 제주캠퍼스","전문대학","사립","제주","49194500","46594500","","2600000","12006000","5379000","4297000","2330000","","","","61200500"
"한국폴리텍 II 대학 남인천캠퍼스","전문대학","사립","인천","47652667","28552667","","19100000","7230000","4988000","1600000","642000","","","","54882667"
"한국폴리텍 II 대학 인천캠퍼스","전문대학","사립","인천","2288377166","2186356666","5600000","96420500","569859000","181959000","175607000","160369000","","19754000","32170000","2858236166"
"한국폴리텍 III 대학 강릉캠퍼스","전문대학","사립","강원","149602800","135981000","","13621800","38609040","11307000","11290000","9500540","","","6511500","188211840"
"한국폴리텍 III 대학 원주캠퍼스","전문대학","사립","강원","102987834","84987834","","18000000","18322500","1836500","6090000","2736000","","","7660000","121310334"
"한국폴리텍 III 대학 춘천캠퍼스","전문대학","사립","강원","340569000","319072000","","21497000","64321250","29009000","13625500","13896500","","","7790250","404890250"
"한국폴리텍 IV 대학 대전캠퍼스","전문대학","사립","대전","1087225169","1035550169","4775000","46900000","246625000","71219000","81100000","81000000","","1216000","12090000","1333850169"
"한국폴리텍 IV 대학 아산캠퍼스","전문대학","사립","충남","642652750","611620750","1232000","29800000","138109000","48307500","43990000","41000000","","","4811500","780761750"
"한국폴리텍 IV 대학 청주캠퍼스","전문대학","사립","충북","861413431","838236551","776880","22400000","182493500","56697000","60002000","52630000","","2397000","10767500","1043906931"
"한국폴리텍 IV 대학 홍성캠퍼스","전문대학","사립","충남","253738400","230674000","12065900","10998500","60807000","27930500","19076500","13800000","","","","314545400"
"한국폴리텍 V 대학 광주캠퍼스","전문대학","사립","광주","1058874000","1031674000","","27200000","222343500","66425000","70127000","62272000","","2432000","21087500","1281217500"
"한국폴리텍 V 대학 순천캠퍼스","전문대학","사립","전남","","","","","","","","","","","",""
"한국폴리텍 V 대학 익산캠퍼스","전문대학","사립","전북","135139000","130539000","","4600000","31239500","16919000","9850500","4470000","","","","166378500"
"한국폴리텍 V 대학 전남캠퍼스","전문대학","사립","전남","266927250","247927250","","19000000","55245750","26879500","16100000","9600000","","","2666250","322173000"
"한국폴리텍 V 대학 전북캠퍼스","전문대학","사립","전북","612411710","584084000","","28327710","127485250","44099000","39880000","29000000","","4642000","9864250","739896960"
"한국폴리텍 VI 대학 구미캠퍼스","전문대학","사립","경북","686840430","663680430","2060000","21100000","157204500","53119000","43900000","41600000","","","18585500","844044930"
"한국폴리텍 VI 대학 대구캠퍼스","전문대학","사립","대구","827120168","797520168","","29600000","177475020","55516000","46700000","71628520","","","3630500","1004595188"
"한국폴리텍 VI 대학 영남융합기술캠퍼스","전문대학","사립","대구","243357374","240558124","","2799250","66029000","38702000","19800000","4522000","","","3005000","309386374"
"한국폴리텍 VI 대학 영주캠퍼스","전문대학","사립","경북","59414572","47045000","2500000","9869572","13167000","4297000","4040000","4830000","","","","72581572"
"한국폴리텍 VII 대학 부산캠퍼스","전문대학","사립","부산","1054617400","1021017400","1000000","32600000","235248650","73598500","60774900","84726000","","3648000","12501250","1289866050"
"한국폴리텍 VII 대학 울산캠퍼스","전문대학","사립","울산","627400484","583983834","2075400","41341250","204576000","59181500","52555500","77200000","","","15639000","831976484"
"한국폴리텍 VII 대학 창원캠퍼스","전문대학","사립","경남","1652494669","1582709669","5835000","63950000","397279750","121958500","130296500","116755000","","10839000","17430750","2049774419"
"한국폴리텍 특성화대학 바이오캠퍼스","전문대학","사립","충남","472298500","450798500","2000000","19500000","121373750","43849000","37493500","21500000","","3078500","15452750","593672250"
"한국폴리텍 특성화대학 반도체융합캠퍼스","전문대학","사립","경기","675727500","643211500","","32516000","151040000","66407500","13150500","60590500","","9693000","1198500","826767500"
"한국폴리텍 특성화대학 항공캠퍼스","전문대학","사립","경남","620432494","606332494","1000000","13100000","143996000","47282000","51550000","24700000","","","20464000","764428494"
"한국항공대학교","대학","사립","경기","6772177100","6146265400","106857960","519053740","5778929840","1696444550","1505178500","634958610","768962400","20694000","1152691780","12551106940"
"한국해양대학교","대학","국공립","부산","11490277590","10636727680","62436210","791113700","3167388670","1752935000","522247600","133260200","492637740","","266308130","14657666260"
"한남대학교","대학","사립","대전","25509534559","25199482228","77378170","232674161","12833208424","2416603920","2726091130","772610654","3098638800","136219880","3683044040","38342742983"
"한동대학교","대학","사립","경북","10357926558","9450890457","27195000","879841101","4072262499","1040741800","888305635","795995845","68766550","14640000","1263812669","14430189057"
"한라대학교","대학","사립","강원","8147890600","7941620100","128854500","77416000","4613766810","1309990460","974772990","112813450","527656820","88092500","1600440590","12761657410"
"한려대학교","대학","사립","전남","297076800","250376800","20200000","26500000","537900200","9285000","212546000","","","","316069200","834977000"
"한림대학교","대학","사립","강원","16889541281","15991463840","573535180","324542261","10750811437","4667019630","1213316360","584657268","1610102170","","2675716009","27640352718"
"한림성심대학교","전문대학","사립","강원","8472604570","8226315850","183538720","62750000","3134538280","874065880","","423925200","334150000","1500000","1500897200","11607142850"
"한밭대학교","대학","국공립","대전","16714477160","16220960410","25267130","468249620","6583405780","2483739710","1111339020","1402767890","891024630","","694534530","23297882940"
"한서대학교","대학","사립","충남","14822216990","14485278130","105031160","231907700","10102347525","3676751500","2901837586","425867400","583868000","63188000","2450835039","24924564515"
"한성대학교","대학","사립","서울","13445055900","12918623090","84698810","441734000","9254175270","1718528500","1667966300","1903104290","1274196990","45364800","2645014390","22699231170"
"한세대학교","대학","사립","경기","5767042651","5686646651","12578000","67818000","3933555605","794287500","1555890000","180295605","395950500","4074000","1003058000","9700598256"
"한신대학교","대학","사립","경기","11324063800","11083763700","13798000","226502100","5494300900","1608367900","1111877170","466172450","","92003800","2215879580","16818364700"
"한양대학교","대학","사립","서울","27118756613","23779380963","316183310","3023192340","26486942893","3451673440","6278046100","1352175573","1763860600","126411600","13514775580","53605699506"
"한양대학교(ERICA)","대학","사립","경기","19590901210","18313346300","251738250","1025816660","14491619916","2488098600","4481651240","706369020","1373782400","100162000","5341556656","34082521126"
"한양사이버대학교","대학","사립","서울","15738725985","15711521485","500000","26704500","6910407224","421499000","27540000","3018600","","6448000","6451901624","22649133209"
"한양여자대학교","전문대학","사립","서울","15657165054","15378138450","34500000","244526604","6278701885","2021563530","1695803000","111254610","1255420000","3261000","1191399745","21935866939"
"한영대학교","전문대학","사립","전남","3051148860","3049748860","","1400000","932824850","44416000","67943700","30220300","","","790244850","3983973710"
"한일장신대학교","대학","사립","전북","3188656800","3143006800","","45650000","1055804900","150221000","98275000","64841400","21730000","20666500","700071000","4244461700"
