시설번호,년도,지역코드,시설유형,쉼터명칭,도로명주소,지번상세주소,면적,이용가능인원,선풍기보유대수,에어컨보유대수,야간개방,휴일개방,숙박가능여부,입력시간,수정시간,사용여부,비고,운영시작일,운영종료일,경도,위도,X좌표,Y좌표
1162000280,2023,1162071500,1,휴먼시아(아)4경로당,서울특별시 관악구 난곡로 55,서울특별시 관악구 신림동 1735,73,9,4,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919034,37.459103,192836.642,539968.1807
1162000281,2023,1162071500,1,국회단지경로당,서울특별시 관악구 난향9길 59-1 ,서울특별시 관악구 신림동 675-330,206,26,4,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.91497,37.460303,192477.2052,540101.681
1162000282,2023,1162071500,1,신림SH빌(아)경로당,서울특별시 관악구 난곡로 80,서울특별시 관악구 신림동 1736-1,64,8,2,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919834,37.46242,192907.7342,540336.2618
1162000283,2023,1162071500,1,휴먼시아(아)5경로당,서울특별시 관악구 난곡로 55,서울특별시 관악구 신림동 1735,70,9,3,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.91863,37.458191,192800.8112,539866.992
1162000284,2023,1162071500,1,휴먼시아(아)3경로당,서울특별시 관악구 난곡로 55,서울특별시 관악구 신림동 1735,68,9,2,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.921091,37.458456,193018.5722,539896.2181
1162000285,2023,1162071500,1,대우신림2차푸르지오(아)경로당,서울특별시 관악구 난곡로 66,서울특별시 관악구 신림동 1736,117,15,3,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919748,37.461311,192900.0209,540213.1844
11620174,2023,1162071000,5,난향동주민센터,서울특별시 관악구 난곡로 67,서울특별시 관악구 신림동 1735-5,698,56,2,3,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.918834,37.46152,192819.1872,540236.4609
11620085,2023,1162071000,2,신림종합사회복지관,서울특별시 관악구  난곡로  110   (신림동),서울특별시 관악구 신림동 664,400,50,6,6,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919862,37.464836,192910.4041,540604.4028
1162000286,2023,1162072000,1,구립강남경로당,서울특별시 관악구 조원로4길 24,서울특별시 관악구 신림동 1657-3,192,24,5,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.904702,37.482337,191571.2288,542548.0057
1162000288,2023,1162072500,1,조원경로당,서울특별시 관악구 조원로 48,서울특별시 관악구 신림동 560-6,93,12,0,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.907749,37.483492,191840.868,542675.9492
1162000289,2023,1162072500,1,신도브레뉴(아)경로당,서울특별시 관악구 조원로16길 12,서울특별시 관악구 신림동 1723,112,14,3,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.910657,37.483339,192098.0497,542658.7202
11620175,2023,1162072000,5,조원동주민센터,서울특별시 관악구 조원로12길 25,서울특별시 관악구 신림동 568-27,2669,29,4,4,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.907808,37.482588,191845.9703,542575.6564
1162000290,2023,1162073000,1,구립대학경로당,서울특별시 관악구 대학12길 16,서울특별시 관악구 신림동 253-13,96,12,4,5,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.936988,37.466638,194425.6399,540803.249
1162000291,2023,1162073500,1,건영3차(아)경로당,서울특별시 관악구 신림로3길 40,서울특별시 관악구 신림동 1703-1,225,28,1,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.942728,37.46697,194933.4679,540839.7723
1162000292,2023,1162073500,1,신림금호(아)경로당,서울특별시 관악구 대학18길 6,서울특별시 관악구 신림동 1705-1,79,10,4,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.937334,37.465516,194456.1836,540678.7018
1162000293,2023,1162073500,1,신림9현대(아)경로당,서울특별시 관악구 대학20길 27,서울특별시 관악구 신림동 255-189,46,6,3,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.937152,37.464009,194439.9711,540511.4561
11620176,2023,1162073000,5,대학동주민센터,서울특별시 관악구 신림로 111,서울특별시 관악구 신림동 1516,1184,35,3,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.936964,37.470602,194423.8289,541243.2008
1162000294,2023,1162074500,1,돌샘경로당,서울특별시 관악구 호암로18나길 5,서울특별시 관악구 신림동 306-12,144,18,0,4,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.932874,37.465291,194061.5981,540653.9685
1162000295,2023,1162074500,1,태흥(아)경로당,서울특별시 관악구 호암로 541,서울특별시 관악구 신림동 1698,49,6,1,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.931042,37.465964,193899.5912,540728.8127
1162000296,2023,1162074500,1,주공2단지(아)경로당,서울특별시 관악구 광신길 86,서울특별시 관악구 신림동 1713,142,18,4,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.926697,37.463915,193515.0313,540501.6918
1162000297,2023,1162074500,1,원신경로당,서울특별시 관악구 양지10길 15-1 ,서울특별시 관악구 신림동 368-8,214,27,5,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.927994,37.47045,193630.3288,541226.8997
1162000299,2023,1162074500,1,주공1단지(아)경로당,서울특별시 관악구 광신길 160,서울특별시 관악구 신림동 1704-1,106,13,6,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.927911,37.465935,193622.603,540725.8015
1162000300,2023,1162074500,1,신림동벽산블루밍(아)경로당,서울특별시 관악구 호암로 519,서울특별시 관악구 신림동 1733,68,9,3,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.931163,37.463856,193910.1246,540494.8455
1162000301,2023,1162074500,1,삼성산주공(아)경로당,서울특별시 관악구 호암로 399,서울특별시 관악구 신림동 1714,179,23,5,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.926131,37.462396,193464.8262,540333.1426
1162000302,2023,1162074500,1,국제산장(아)경로당,서울특별시 관악구 호암로 417,서울특별시 관악구 신림동 1693,109,14,3,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.927737,37.460744,193606.768,540149.683
11620173,2023,1162070000,5,삼성동주민센터,서울특별시 관악구 호암로 589,서울특별시 관악구 신림동 1528,210,29,4,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.932972,37.470099,194070.6918,541187.6184
11620110,2023,1162074500,2,성민종합복지관,서울특별시 관악구 호암로 549,서울특별시 관악구 신림동 300-1,156,36,5,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.93124,37.466789,193917.2008,540820.3969
1162000303,2023,1162075000,1,미성경로당,서울특별시 관악구  난곡로58길  11   (신림동),서울특별시 관악구 신림동 1566-35,97,12,2,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.915744,37.480057,192547.5998,542294.0026
1162000304,2023,1162076500,1,신림푸르지오(아)경로당,서울특별시 관악구 남부순환로 1430,서울특별시 관악구 신림동 1730,28,4,5,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.910483,37.479012,192082.2037,542178.4952
1156000228,2023,1156065000,1,우성5차아파트경로당,서울특별시 영등포구 도신로 100,서울특별시 영등포구 신길동 4933,181,35,2,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.903886,37.507036,191501.8911,545289.413
1156000227,2023,1156065000,1,신길센트럴아이파크아파트 경로당,서울특별시 영등포구 가마산로 426,서울특별시 영등포구 신길동 347-276,241,50,1,4,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.903781,37.504107,191492.2572,544964.3299
1156000215,2023,1156065000,99,생각나무 마을도서관,서울특별시 영등포구 신길로41라길 13-8 ,서울특별시 영등포구 신길동 268-27,56,6,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.907706,37.507271,191839.6526,545315.1458
1156000147,2023,1156065000,5,신길3동 주민센터,서울특별시 영등포구 신길로41라길 13-8 ,서울특별시 영등포구 신길동 268-4,1046,30,5,15,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.907709,37.507234,191839.9138,545311.0057
1156000148,2023,1156065000,1,구립신길3동경로당,서울특별시 영등포구 도신로 134-1 ,서울특별시 영등포구 신길동 290-8,85,30,2,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.90728,37.511259,191802.3789,545757.7778
1156000149,2023,1156065000,1,구립수정경로당,서울특별시 영등포구 가마산로63길 3,서울특별시 영등포구 신길동 324-22,50,30,2,5,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.904264,37.505337,191535.0766,545100.7118
1156000150,2023,1156065000,1,우성1차아파트 경로당,서울특별시 영등포구 도신로 68,서울특별시 영등포구 신길동 365,174,50,2,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.89979,37.505763,191139.6014,545148.4041
1156000151,2023,1156013200,1,래미안프레비뉴경로당,서울특별시 영등포구 가마산로 442,서울특별시 영등포구 신길동 4945,151,46,3,4,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905811,37.505122,191671.855,545076.767
1156000152,2023,1156065000,1,건영아파트경로당,서울특별시 영등포구 도림로 313,서울특별시 영등포구 신길동 368,59,25,3,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.901045,37.50431,191250.3796,544987.0445
1156000216,2023,1156066000,99,드나드리 마을도서관,서울특별시 영등포구 신길로42길 1,서울특별시 영등포구 신길동 210-9,127,20,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.911443,37.508565,192170.2105,545458.4124
1156000153,2023,1156066000,5,신길4동 주민센터,서울특별시 영등포구 신길로42길 1,서울특별시 영등포구 신길동 209-102,111,20,2,8,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.911266,37.50842,192154.537,545442.334
1156000154,2023,1156066000,1,삼성아파트112동경로당,서울특별시 영등포구 신길로42길 25,서울특별시 영등포구 신길동 4934-2,66,25,4,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.913736,37.50732,192372.8025,545320.0006
1156000155,2023,1156066000,1,삼성래미안아파트경로당,서울특별시 영등포구 도신로56길 62,서울특별시 영등포구 신길동 4934-1,208,50,4,3,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.914985,37.506564,192483.2036,545236.0049
1156000156,2023,1156066000,1,구립신길4동경로당,서울특별시 영등포구 신길로42길 13-1 ,서울특별시 영등포구 신길동 209-119,198,60,2,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.912352,37.507797,192250.4918,545373.099
1156000239,2023,1156067000,1,신길센트럴자이아파트 경로당,서울특별시 영등포구 신길로29길 17,서울특별시 영등포구 신길동 337-242,376,50,0,7,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.907719,37.503143,191840.3615,544856.9119
1156000217,2023,1156067000,99,꿈터 마을도서관,서울특별시 영등포구 도림로 264,서울특별시 영등포구 신길동 422,105,6,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905122,37.501646,191610.5716,544691.0813
1156000157,2023,1156067000,5,신길5동 주민센터,서울특별시 영등포구 도림로 264,서울특별시 영등포구 신길동 422,1261,30,3,10,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905201,37.501607,191617.535,544686.7014
1156000159,2023,1156067000,1,구립신길5동제1경로당,서울특별시 영등포구 신길로13길 24,서울특별시 영등포구 신길동 440-45,122,50,2,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905654,37.497691,191657.1552,544252.0357
1156000160,2023,1156067000,1,신길뉴타운한화꿈에그린경로당,서울특별시 영등포구 신길로 119,서울특별시 영등포구 신길동 4937,67,25,2,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.90971,37.503511,192016.4042,544897.5955
1156000161,2023,1156067000,1,구립신길5동제2경로당,서울특별시 영등포구 도림로80길 6,서울특별시 영등포구 신길동 341-3,101,30,2,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905426,37.501758,191637.4294,544703.4182
1156000162,2023,1156067000,1,6.25참전자경로당,서울특별시 영등포구 도림로80길 4,서울특별시 영등포구 신길동 341-6,119,40,0,4,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905281,37.50179,191624.6293,544707.016
1156000240,2023,1156013200,1,신길파크자이아파트 경로당,서울특별시 영등포구 신길로28길 25,서울특별시 영등포구 신길동 4967,198,40,4,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.913346,37.503182,192337.906,544860.8118
1156000226,2023,1156068000,1,구립늘푸른경로당,서울특별시 영등포구 신풍로25길 15-22 ,서울특별시 영등포구 신길동 580,177,40,3,5,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.92,37.5014,192926.0959,544662.5118
1156000218,2023,1156068000,99,신길6동 작은도서관,서울특별시 영등포구 대방천로 193,서울특별시 영등포구 신길동 3741-37,96,30,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.912393,37.499231,192253.1877,544422.3798
1156000163,2023,1156068000,5,신길6동 주민센터,서울특별시 영등포구 대방천로 258,서울특별시 영등포구 신길동 4217,84,21,0,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919481,37.498374,192879.8813,544326.693
1156000164,2023,1156068000,1,우성3차아파트경로당,서울특별시 영등포구 대방천로14길 32,서울특별시 영등포구 신길동 4656,128,40,0,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.908826,37.497044,191937.5976,544179.9951
1156000165,2023,1156068000,1,보라매경남아너스빌경로당,서울특별시 영등포구 여의대방로 25,서울특별시 영등포구 신길동 4780,71,35,2,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.910196,37.494877,192058.4981,543939.3254
1156000166,2023,1156068000,1,삼성아파트경로당,서울특별시 영등포구 여의대방로 45,서울특별시 영등포구 신길동 4759,19,35,1,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.91108,37.4963,192136.8207,544097.1857
1156000167,2023,1156068000,1,구립신길6동경로당,서울특별시 영등포구 대방천로 193,서울특별시 영등포구 신길동 3741-37,95,30,2,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.912418,37.499168,192255.436,544415.3856
1156000168,2023,1156068000,1,신길6동분회경로당,서울특별시 영등포구 신풍로 96,서울특별시 영등포구 신길동 4086-8,99,30,5,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20320930,126.916684,37.499793,192632.7247,544484.41
1156000169,2023,1156068000,1,우성2차아파트경로당,서울특별시 영등포구 대방천로 180,서울특별시 영등포구 신길동 4518,171,40,4,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.911717,37.497101,192193.1985,544186
1156000170,2023,1156068000,1,보라매두산위브아파트경로당,서울특별시 영등포구 여의대방로9길 5,서울특별시 영등포구 신길동 4497,49,20,2,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.914432,37.497338,192433.3688,544212.1376
1156000171,2023,1156068000,1,남서울아파트경로당,서울특별시 영등포구 신길로 108,서울특별시 영등포구 신길동 3590,53,30,0,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.910513,37.501193,192087.2062,544640.2706
1156000219,2023,1156069000,99,마을서랍 마을도서관,서울특별시 영등포구 여의대방로43길 10,서울특별시 영등포구 신길동 897-3,39,18,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.921426,37.506445,193052.6204,545222.2802
1156000172,2023,1156069000,5,신길7동 주민센터,서울특별시 영등포구 여의대방로43길 10,서울특별시 영등포구 신길동 897-3,2645,30,6,9,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.921419,37.506324,193052.0257,545208.9068
1156000173,2023,1156069000,1,한성아파트경로당,서울특별시 영등포구 가마산로 575,서울특별시 영등포구 신길동 769-1,113,40,4,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919209,37.508448,192856.7977,545444.798
1156000174,2023,1156069000,1,삼환아파트경로당,서울특별시 영등포구 여의대방로43라길 9,서울특별시 영등포구 신길동 897-1,204,60,3,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.919209,37.508448,192856.7977,545444.798
1156000175,2023,1156069000,1,래미안에스티움경로당,서울특별시 영등포구 신풍로 77,서울특별시 영등포구 신길동 4947,288,87,1,5,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.913102,37.500428,192316.0753,544555.1288
1156000176,2023,1156069000,1,래미안에스티움2경로당,서울특별시 영등포구 신풍로 77,서울특별시 영등포구 신길동 4947,97,29,1,4,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.913797,37.500952,192377.5132,544613.2296
1156000177,2023,1156069000,1,구립신길7동경로당,서울특별시 영등포구 여의대방로43길 10,서울특별시 영등포구 신길동 897-3,314,54,5,4,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.921408,37.506425,193051.0625,545220.1506
1156000241,2023,1156070000,1,신대림 2차 신동아파밀리에 아파트 경로당,서울특별시 영등포구 디지털로 420,서울특별시 영등포구 대림동 1125,115,40,3,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905273,37.493126,191622.9453,543745.4251
1156000224,2023,1156070000,1,이편한세상아델포레아파트경로당,서울특별시 영등포구 신길로 29,서울특별시 영등포구 대림동 1127,226,64,2,7,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.908285,37.495843,191889.5834,544046.724
1156000178,2023,1156070000,5,대림1동 주민센터,서울특별시 영등포구 디지털로 441,서울특별시 영등포구 대림동 899-2,1854,30,0,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905935,37.495477,191681.7579,544006.2856
1156000180,2023,1156070000,1,구립대림1동경로당,서울특별시 영등포구 디지털로 441,서울특별시 영등포구 대림동 899-2,251,30,3,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905935,37.495477,191681.7579,544006.2856
1156000181,2023,1156070000,1,현대아파트경로당,서울특별시 영등포구 시흥대로187길 12,서울특별시 영등포구 대림동 946-1,56,33,4,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.90816,37.492935,191878.2235,543723.9625
1156000183,2023,1156070000,1,구립영인경로당,서울특별시 영등포구 도림로58길 11,서울특별시 영등포구 대림동 759-12,132,65,5,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.902725,37.496064,191397.9889,544071.7013
1156000184,2023,1156070000,1,한신2차아파트경로당,서울특별시 영등포구 디지털로69길 13,서울특별시 영등포구 대림동 887-1,25,26,3,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.90352,37.49455,191468.0567,543903.5947
1156000221,2023,1156071000,99,대림2동 작은도서관,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,68,16,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.898159,37.492718,190993.8063,543700.7659
1156000220,2023,1156071000,99,대림1동 작은도서관,서울특별시 영등포구 디지털로 441,서울특별시 영등포구 대림동 899-2,130,24,0,1,N,N,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.905908,37.495456,191679.3325,544003.9018
1156000185,2023,1156071000,5,대림2동 주민센터,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,80,24,3,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.898229,37.492712,190999.9783,543700.1155
1156000186,2023,1156071000,1,구립다사랑경로당,서울특별시 영등포구 대림로23가길 5,서울특별시 영등포구 대림동 703-6,192,30,9,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.899211,37.492811,191086.8323,543711.0098
1156000187,2023,1156071000,1,구립큰숲경로당,서울특별시 영등포구 대림로7길 11-13 ,서울특별시 영등포구 대림동 990-93,254,80,2,8,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.90436,37.488696,191541.7148,543253.8236
1156000188,2023,1156071000,1,문영칸타빌레경로당,서울특별시 영등포구 도림천로 391,서울특별시 영등포구 대림동 1061,101,40,1,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.897811,37.492446,190962.9809,543670.6664
1156000189,2023,1156071000,1,구립행복경로당,서울특별시 영등포구 디지털로53길 6-10 ,서울특별시 영등포구 대림동 1033-12,201,61,4,6,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.898125,37.491344,190990.608,543548.2399
1156000190,2023,1156071000,1,신대림한솔솔파크아파트경로당,서울특별시 영등포구 도림천로 431,서울특별시 영등포구 대림동 1123,36,23,2,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.899609,37.48738,191121.3952,543108.2468
1156000191,2023,1156071000,1,구립대동경로당,서울특별시 영등포구 대림로21길 5,서울특별시 영등포구 대림동 832-2,63,36,3,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.900801,37.492719,191227.4582,543700.694
1156000242,2023,1156072000,1,현대1차아파트 경로당,서울특별시 영등포구 도신로4길 10,서울특별시 영등포구 대림동 785-1,56,21,4,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.894904,37.502094,190707.0534,544741.6636
1156000192,2023,1156072000,5,대림3동 주민센터,서울특별시 영등포구 대림로 197,서울특별시 영등포구 대림동 740-4,300,20,7,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,폭염특보 시 휴일 개방: 주말 및 공휴일 09:00~18:00,20230520,20230930,126.89804,37.49828,190983.9337,544318.1092
1156000193,2023,1156072000,1,구립원지경로당,서울특별시 영등포구 도림로47길 28,서울특별시 영등포구 대림동 690,92,50,2,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.90038,37.500367,191191.0904,544549.5288
1156000194,2023,1156072000,1,구립대림3동경로당,서울특별시 영등포구 대림로41길 12,서울특별시 영등포구 대림동 786-28,280,50,5,4,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.896579,37.503812,190855.3804,544932.1976
1156000195,2023,1156072000,1,구립동심경로당,서울특별시 영등포구 대림로35길 7,서울특별시 영등포구 대림동 742,132,60,4,4,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.897339,37.498751,190922.0029,544370.396
1156000196,2023,1156072000,1,구립신우경로당,서울특별시 영등포구 가마산로47길 13,서울특별시 영등포구 대림동 657,82,35,3,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.899817,37.506328,191142.0379,545211.1538
1156000197,2023,1156072000,1,현대3차아파트경로당,서울특별시 영등포구 도신로 31,서울특별시 영등포구 대림동 608-1,125,40,7,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.895153,37.506234,190729.6004,545201.2035
1156000198,2023,1156072000,1,대림코오롱아파트경로당,서울특별시 영등포구 도영로 2-5 ,서울특별시 영등포구 대림동 607-1,66,25,5,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.894324,37.507142,190656.3972,545301.9953
1156000199,2023,1156072000,1,신동아(아)경로당,서울특별시 영등포구 가마산로 312,서울특별시 영등포구 대림동 777-1,62,20,2,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.894675,37.497372,190686.2535,544217.6385
1156000200,2023,1156072000,1,우성아파트경로당,서울특별시 영등포구 도림로 187,서울특별시 영등포구 대림동 762-1,60,22,3,1,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.900952,37.496313,191241.2226,544099.5672
1156000202,2023,1156072000,1,구립두암경로당,서울특별시 영등포구 도림로31길 14-1 ,서울특별시 영등포구 대림동 808-4,114,68,6,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.895541,37.493661,190762.3402,543805.7248
11590002,2023,1159051000,5,노량진1동주민센터,서울특별시 동작구  장승배기로28길  30   (노량진동),서울특별시 동작구 노량진동 84-100,548,100,0,2,Y,Y,Y,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.942026,37.512299,194874.4994,545870.7446
11590003,2023,1159051000,1,대한경로당,서울특별시 동작구  노량진로14길  44   (노량진동),서울특별시 동작구 노량진동 84-33,68,50,6,6,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.942666,37.511709,194930.9983,545805.2496
11590004,2023,1159051000,1,노량진1동경로당,서울특별시 동작구  만양로  77   (노량진동),서울특별시 동작구 노량진동 224-6,249,80,8,4,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.944615,37.51039,195103.2529,545658.7542
11590005,2023,1159051000,1,우성아파트 경로당,"서울특별시 동작구  만양로8길  50   (노량진동, 우성아파트)",서울특별시 동작구 노량진동 323,165,60,2,1,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.946552,37.510398,195274.501,545659.4987
11590006,2023,1159051000,1,신동아리버파크A.경로당,"서울특별시 동작구  만양로  19   (노량진동, 신동아리버파크임대아파트)",서울특별시 동작구 노량진동 325,277,80,4,2,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.943593,37.507989,195012.7526,545392.2499
11590007,2023,1159051000,1,신동아아파트 우리경로당,서울특별시 동작구 만양로3길 78,서울특별시 동작구 노량진동 327,136,60,5,3,Y,Y,N,2023.7.31 13:59,2023.7.31 13:59,Y,,20230520,20230930,126.941627,37.506017,194838.7467,545173.5003
