연도,변동사유발생연월일,판매업종류,구분,업체명,소재지
2016,2016-05-17,주유소,휴업,화신주유소,충청북도 진천군 영구리길6 (초평면)
2016,2016-05-17,주유소,폐업,수월주유소,충청북도 충주시 신덕로74 (신니면)
2016,2016-05-18,주유소,등록취소,해바라기주유소,경기도 포천시 금강로2681-21 (내촌면)
2016,2016-05-18,주유소,폐업,엔크린주유소,제주특별자치도 서귀포시 일주동로8119 (하효동)
2016,2016-05-19,주유소,휴업,서산주유소,충청남도 예산군 홍덕서로497 (덕산면)
2016,2016-05-20,주유소,휴업,구도일주유소춘천,강원도 춘천시 춘천로40 (퇴계동)
2016,2016-05-20,주유소,휴업,조은주유소,경기도 화성시 포승향남로1237 (장안면)
2016,2016-05-20,주유소,휴업,금척주유소,경상북도 경주시 금척상리길1-3 (건천읍)
2016,2016-05-20,주유소,휴업,푸른주유소,충청남도 논산시 동안로73 (강경읍) 푸른주유소
2016,2016-05-21,주유소,신규등록,(주)청담아이파크주유소,경기도 수원시 권선구 경수대로229 (세류동)
2016,2016-05-21,주유소,신규등록,경원주유소,경상북도 성주군 가야로5293(월항면)
2016,2016-05-22,주유소,폐업,삼화에너지 대원주유소,경기도 고양시 일산동구 고봉로857 (설문동)
2016,2016-05-23,주유소,폐업,인선에너지주식회사,경기도 고양시 일산동구 고양대로953 (식사동)
2016,2016-05-23,주유소,폐업,금천주유소,경상남도 밀양시 산외로297 (산외면)
2016,2016-05-23,주유소,폐업,흥신주유소,울산광역시 중구 북부순환도로870 (서동)
2016,2016-05-23,주유소,신규등록,금강주유소,전라북도 군산시 철새로52 (성산면)
2016,2016-05-24,주유소,폐업,서정주유소,경기도 평택시 서정남로132 (서정동)
2016,2016-05-24,주유소,휴업,외산주유소,충청남도 부여군 외산로70 (외산면)
2016,2016-05-25,주유소,폐업,수원구도일주유소,경기도 수원시 장안구 장안로13 (영화동)
2016,2016-05-25,주유소,휴업,(주)마봉 한진주유소,경기도 안양시 만안구 만안로135 (안양동)
2016,2016-05-25,주유소,휴업,SK네트웍스(주)직영 국영셀프주유소,부산광역시 사하구 장림번영로7 (장림동)
2016,2016-05-26,주유소,신규등록,(주)캘리스코 논공(광주)휴게소,대구광역시 달성군 88올림픽고속도로175 (논공읍)
2016,2016-05-26,주유소,신규등록,(주)캘리스코 논공(대구)휴게소,대구광역시 달성군 88올림픽고속도로176(논공읍)
2016,2016-05-27,주유소,신규등록,도계농협클린주유소,강원도 삼척시 강원남부로1818(도계읍)
2016,2016-05-27,주유소,폐업,한미중동주유소,경기도 부천시 원미구 석천로169번길18 (중동)
2016,2016-05-27,주유소,등록취소,무촌주유소,경기도 이천시 황무로1279 (부발읍) 이천시 부발읍 황무로 1279
2016,2016-05-27,주유소,신규등록,옥천셀프주유소,충청북도 옥천군 동부로99(옥천읍 문정리 321)
2016,2016-05-30,주유소,폐업,(주)천일에너지 천일주유소,부산광역시 사상구 사상로201 (괘법동)
2016,2016-05-30,주유소,폐업,성거주유소,충청남도 천안시 서북구 성거길152 (성거읍)
2016,2016-05-30,주유소,폐업,태양주유소,충청북도 청주시 흥덕구 2순환로864 (외북동)
2016,2016-05-31,주유소,폐업,경성주유소,경상남도 의령군 홍의로261 (가례면)
2016,2016-05-31,주유소,휴업,현대오일뱅크(주)직영 현대SELF주유소 화정점,광주광역시 서구 화운로180 (화정동)
2016,2016-05-31,주유소,폐업,동남주유소,서울특별시 금천구 범안로1155 (독산동)
2016,2016-06-01,주유소,신규등록,속초농협하나로마트엑스포점주유소,강원도 속초시 동해대로4198 (교동)
2016,2016-06-01,주유소,휴업,나분들주유소,경기도 시흥시 동서로674 (광석동)
2016,2016-06-01,주유소,휴업,(주)원흥 양주지점,경기도 양주시 평화로1107 (산북동)
2016,2016-06-01,주유소,휴업,현대셀프주유소(성서점),대구광역시 달서구 달구벌대로1196 (신당동)
2016,2016-06-01,주유소,휴업,신명에너지(주) 화랑로주유소,서울특별시 성북구 화랑로174 (상월곡동) 23-11
2016,2016-06-01,주유소,휴업,고향주유소,전라남도 순천시 순천로2084 (황전면)
2016,2016-06-01,주유소,폐업,성흥주유소,충청남도 부여군 왕릉로204 (부여읍)
2016,2016-06-02,주유소,폐업,대성주유소,경기도 부천시 소사구 소사로245 (소사본동)
2016,2016-06-02,주유소,폐업,영암온천주유소,전라남도 영암군 마한로306 (영암읍)
2016,2016-06-02,주유소,폐업,안덕주유소,제주특별자치도 서귀포시 화순중앙로58 (안덕면)
2016,2016-06-03,주유소,폐업,한가득주유소,경상북도 경산시 봉회길78 (진량읍)
2016,2016-06-03,주유소,휴업,화남주유소,경상북도 상주시 영남제일로4876 (화남면)
2016,2016-06-03,주유소,폐업,행정타운주유소,충청남도 천안시 동남구 충절로278 (구성동)
2016,2016-06-06,주유소,휴업,(주)굿에스주유소,경기도 양주시 부흥로1300 (유양동)
2016,2016-06-07,주유소,휴업,믿음주유소(1),강원도 고성군 청간정길5 (토성면)
2016,2016-06-08,주유소,신규등록,용산농협주유소,전라남도 장흥군 용안로11 (용산면) 791-1
2016,2016-06-10,주유소,폐업,형곡주유소,경상북도 구미시 신시로61 (형곡동)
2016,2016-06-13,주유소,휴업,스마트주유소,경기도 평택시 경기대로1245 (이충동)
2016,2016-06-14,주유소,신규등록,별내주유소,경기도 남양주시 순화궁로 122 (별내동)
2016,2016-06-15,주유소,휴업,안영톨게이트주유소,대전광역시 중구 대둔산로133 (안영동)
2016,2016-06-16,주유소,폐업,서울주유소,대전광역시 서구 대덕대로244 (둔산동)
2016,2016-06-16,주유소,휴업,연무주유소,충청남도 논산시 황화로179 (연무읍)
2016,2016-06-17,주유소,휴업,황산벌주유소,충청남도 논산시 계백로1645 (부적면)
2016,2016-06-18,주유소,신규등록,이마트김해점 셀프주유소,경상남도 김해시 김해대로2232(외동)
2016,2016-06-18,주유소,폐업,청람이엔씨(주)민성주유소,서울특별시 송파구 오금로545 (거여동)
2016,2016-06-21,주유소,폐업,구암주유소,경상남도 사천시 두량로6 (사천읍)
2016,2016-06-21,주유소,휴업,봉황주유소,전라남도 나주시 금봉로693 (봉황면)
2016,2016-06-22,주유소,휴업,웅담주유소,경기도 파주시 술이홀로1734 (법원읍)
2016,2016-06-23,주유소,폐업,월드컵주유소,서울특별시 송파구 위례성대로126 (방이동)
2016,2016-06-24,주유소,폐업,강원정유(주)만남의광장,강원도 인제군 설악로88 (남면)
2016,2016-06-24,주유소,휴업,현대오일뱅크(주)직영 통일로현대주유소,경기도 고양시 덕양구 통일로1020 (관산동)
2016,2016-06-24,주유소,휴업,창용주유소,충청남도 아산시 아산호로642 (영인면)
2016,2016-06-26,주유소,신규등록,서영주유소,강원도 철원군 오덕로274 (동송읍)
2016,2016-06-27,주유소,휴업,여진셀프주유소,광주광역시 북구 군왕로64 (두암동)
2016,2016-06-27,주유소,신규등록,(주)더그린,전라남도 나주시 영산로4896 (다시면)
2016,2016-06-27,주유소,신규등록,대영에너지(주)불당지점 불당셀프주유소,충청남도 천안시 불당19로1(불당동)
2016,2016-06-28,주유소,폐업,역리주유소,경기도 광주시 역동로50 (역동)
2016,2016-06-28,주유소,신규등록,삼미그린주유소,경기도 오산시 경기대로682(내삼미동)
2016,2016-06-28,주유소,등록취소,에이스주유소,경기도 이천시 중부대로2033 (부발읍)
2016,2016-06-28,주유소,휴업,보령물산 황간(하)주유소,충청북도 영동군 회포길102 (황간면)
2016,2016-06-29,주유소,휴업,어평주유소,강원도 태백시 태백산로4162 (혈동)
2016,2016-06-29,주유소,폐업,다현주유소,충청남도 금산군 대둔산로133 (진산면)
2016,2016-06-29,주유소,휴업,태평양주유소,충청남도 부여군 충절로137 (양화면)
2016,2016-06-29,주유소,폐업,용방주유소,충청북도 옥천군 용방3길2-1 (이원면)
2016,2016-06-30,주유소,폐업,그린주유소,경상남도 김해시 김해대로2602 (안동)
2016,2016-06-30,주유소,등록취소,소망주유소,대구광역시 동구 동촌로148 (검사동) 소망주유소
2016,2016-06-30,주유소,등록취소,혁신도시주유소,대구광역시 동구 안심로503 (괴전동)
2016,2016-06-30,주유소,휴업,열가재주유소,전라남도 보성군 녹색로4789 (벌교읍)
2016,2016-06-30,주유소,폐업,해일주유소,전라남도 여수시 이순신광장로202 (종화동)
2016,2016-06-30,주유소,폐업,세모아주식회사,전라남도 화순군 학포로2209 (능주면)
2016,2016-06-30,주유소,휴업,신방주유소,전라북도 완주군 봉동로428 (봉동읍)
2016,2016-06-30,주유소,폐업,모악주유소,전라북도 전주시 완산구 천잠로36-15 (삼천동2가)
2016,2016-06-30,주유소,휴업,하늘주유소,충청북도 옥천군 옥천로3033 (이원면)
2016,2016-07-01,주유소,휴업,하장주유소,강원도 삼척시 백두대간로2564 (하장면)
2016,2016-07-01,주유소,휴업,대량석유(주) 원천주유소,경기도 수원시 영통구 중부대로461 (원천동)
2016,2016-07-01,주유소,휴업,우정주유소,경기도 시흥시 동서로633 (광석동)
2016,2016-07-01,주유소,폐업,창원주유소,경상남도 창원시 성산구 창이대로707번길1 (사파동)
2016,2016-07-01,주유소,휴업,그린주유소,경상북도 영천시 영천아이시로11 (작산동)
2016,2016-07-01,주유소,휴업,구도일주유소 무열로,대구광역시 수성구 무열로181 (만촌동)
2016,2016-07-01,주유소,휴업,신북주유소,전라남도 영암군 예향로2605 (신북면) 신북휴게소 / 신북주유소
2016,2016-07-01,주유소,휴업,경천주유소,전라북도 완주군 대둔산로137 (화산면)
2016,2016-07-01,주유소,휴업,남원주유소,제주특별자치도 서귀포시 태위로710 (남원읍)
2016,2016-07-02,주유소,휴업,솔로몬,인천광역시 서구 서곶로144 (가정동)
2016,2016-07-03,주유소,휴업,서면주유소,부산광역시 부산진구 중앙대로651 (부전동)
2016,2016-07-04,주유소,폐업,88고속주유소,경상남도 합천군 가야산로660 (야로면)
2016,2016-07-04,주유소,휴업,안동(상)주유소,경상북도 안동시 풍산태사로1903-17 (풍산읍) (주)광동유통 안동 상 주유소
2016,2016-07-04,주유소,휴업,안동(하)주유소,경상북도 안동시 풍산태사로1913-40 (풍산읍) (주)광동유통 안동 하 주유소
2016,2016-07-04,주유소,휴업,단봉주유소,인천광역시 서구 단봉로68 (왕길동) 인천광역시 서구 단봉로 68(왕길동)
2016,2016-07-05,주유소,폐업,반월주유소,경기도 안산시 상록구 사사안골길2 (사사동)
2016,2016-07-05,주유소,폐업,가창대일주유소,대구광역시 달성군 가창로119길45 (가창면)
2016,2016-07-05,주유소,휴업,SK대덕주유소,대전광역시 대덕구 대전로1027 (오정동) 488-4
2016,2016-07-05,주유소,휴업,산내들주유소,전라남도 화순군 화보로3552 (능주면)
2016,2016-07-07,주유소,휴업,광성주유소,경기도 화성시 화성로873 (마도면)
2016,2016-07-07,주유소,폐업,주식회사 에이앤이 은평주유소,서울특별시 은평구 은평로194 (응암동)
2016,2016-07-08,주유소,휴업,동명새마을금고주유소,강원도 속초시 장안로21 (동명동) 동명새마을금고주유소
2016,2016-07-08,주유소,휴업,남도주유소,전라남도 화순군 서양로376 (화순읍)
2016,2016-07-11,주유소,등록취소,또와주유소,경상북도 경주시 산업로3277 (조양동)
2016,2016-07-11,주유소,휴업,오천주유소,경상북도 포항시 남구 정몽주로492 (오천읍)
2016,2016-07-11,주유소,폐업,세암주유소,부산광역시 사상구 사상로511 (모라동)
2016,2016-07-11,주유소,신규등록,장수농협클린주유소,전라북도 장수군 장천로194(장수읍)
2016,2016-07-12,주유소,폐업,(주)지투직영 오일플러스주유소,경기도 남양주시 금강로1900-1 (진접읍)
2016,2016-07-12,주유소,폐업,성동주유소,경상북도 경산시 일연로573 (진량읍)
2016,2016-07-13,주유소,신규등록,내트럭(주)평택사업소,경기도 평택시 하만호길 229(포승읍)
2016,2016-07-13,주유소,휴업,서림주유소,대전광역시 서구 도산로123 (도마동) 서림주유소
2016,2016-07-15,주유소,휴업,남청송주유소,경상북도 청송군 청송로1864 (안덕면)
2016,2016-07-15,주유소,폐업,대망주유소,대구광역시 수성구 수성로243 (중동)
2016,2016-07-18,주유소,폐업,(주)송호에너지주유소,강원도 강릉시 독송길120 (운산동)
2016,2016-07-18,주유소,휴업,해주에너비스(주) 서진주주유소,경상남도 진주시 서장대로181 (이현동)
2016,2016-07-18,주유소,폐업,오룡주유소,광주광역시 북구 앰코로2 (오룡동)
2016,2016-07-18,주유소,휴업,정해주유소개발(주)인천주유소지점,인천광역시 남구 인주대로286 (주안동)
2016,2016-07-18,주유소,신규등록,해남휴게주유소,전라남도 해남군 땅끝대로1235(현산면)
2016,2016-07-18,주유소,휴업,미소주유소,전라북도 익산시 익산대로121 (창인동2가)
2016,2016-07-18,주유소,휴업,천봉주유소,충청북도 보은군 보은읍 학림리 334-10
2016,2016-07-19,주유소,휴업,G&G셀프주유소,경기도 수원시 권선구 매송고색로810 (고색동)
2016,2016-07-19,주유소,신규등록,대신농협클린주유소,경기도 여주시 여양로1537(대신면)
2016,2016-07-19,주유소,휴업,대영주유소,경상남도 창원시 진해구 충장로103 (여좌동)
2016,2016-07-19,주유소,폐업,최고셀프주유소,대구광역시 남구 대명로20 (대명동)
2016,2016-07-19,주유소,신규등록,내트럭(주)부산신항 남컨사업소,부산광역시 강서구 신항남로507(성북동)
2016,2016-07-19,주유소,신규등록,(유)로또에너지,전라북도 군산시 외항로223(산북동)
2016,2016-07-20,주유소,휴업,(주)오일네트워크 인천항훼미리,인천광역시 중구 서해대로254 (신흥동3가)
2016,2016-07-21,주유소,휴업,공현진주유소,강원도 고성군 동해대로6176 (죽왕면)
2016,2016-07-21,주유소,신규등록,정석주유소,경상남도 김해시 관동로168(관동동)
2016,2016-07-21,주유소,휴업,마중주유소,충청남도 홍성군 천수만로978 (갈산면)
2016,2016-07-22,주유소,폐업,기덕주유소,충청남도 공주시 질마고개길12 (우성면)
2016,2016-07-22,주유소,폐업,백경주유소,충청남도 아산시 아산로321 (염치읍)
2016,2016-07-25,주유소,폐업,중앙주유소,대전광역시 중구 계룡로949 (대사동)
2016,2016-07-25,주유소,휴업,신성주유소,부산광역시 사상구 낙동대로1048번길7 (감전동)
2016,2016-07-25,주유소,휴업,광장주유소,전라북도 전주시 완산구 노송광장로13 (서노송동)
2016,2016-07-25,주유소,휴업,대원주유소,충청북도 제천시 단양로2897 (대랑동)
2016,2016-07-27,주유소,휴업,천일주유소,경기도 연천군 전영로224 (청산면)
2016,2016-07-27,주유소,신규등록,망성농협클린주유소,전라북도 익산시 신작리527-3(망성면)
2016,2016-07-29,주유소,휴업,보광주유소,경기도 고양시 덕양구 보광로126 (벽제동)
2016,2016-07-29,주유소,휴업,(주)시흥에너지 배곧주유소,경기도 시흥시 서해안로551 (정왕동)
2016,2016-07-29,주유소,휴업,주식회사 대하직영 보광주유소,대구광역시 북구 칠곡중앙대로168 (태전동)
2016,2016-07-29,주유소,폐업,하늘주유소,충청북도 옥천군 옥천로3033 (이원면)
2016,2016-07-31,주유소,신규등록,빛고개주유소,경기도 가평군 경춘로1484 (청평면)
2016,2016-07-31,주유소,폐업,(주)스타링크 강남주유소,부산광역시 중구 중앙대로120 (중앙동4가)
2016,2016-08-01,주유소,휴업,스마트주유소,경기도 평택시 경기대로1245 (이충동)
2016,2016-08-01,주유소,휴업,부경에너지(주) 황제주유소,경상남도 김해시 김해대로684 (진영읍)
2016,2016-08-01,주유소,휴업,선학주유소,경상남도 진주시 모덕로115 (상대동)
2016,2016-08-01,주유소,휴업,흥국주유소,경상남도 창녕군 동포옛길3 (남지읍)
2016,2016-08-01,주유소,폐업,법성주유소,경상북도 칠곡군 한티로535 (동명면)
2016,2016-08-01,주유소,폐업,대천주유소,부산광역시 사상구 학장로133 (학장동) 대천주유소
2016,2016-08-01,주유소,폐업,금강주유소,부산광역시 사하구 다대로493 (다대동)
2016,2016-08-01,주유소,휴업,현대오일뱅크(주)직영 양재현대주유소,서울특별시 서초구 마방로6 (양재동)
2016,2016-08-01,주유소,폐업,(주)다솜주유소,인천광역시 남구 주안로1 (도화동) 인천광역시 남구 도화동 571-7
2016,2016-08-01,주유소,휴업,팔팔주유소,인천광역시 남구 참외전로338 (숭의동)
2016,2016-08-01,주유소,휴업,미호주유소,충청북도 청주시 흥덕구 가로수로516 (강내면)
2016,2016-08-01,주유소,휴업,(주)소모에너지엔테크놀러지 엄정주유소,충청북도 충주시 북부로2764 (엄정면)
2016,2016-08-02,주유소,휴업,삼일주유소,경상북도 고령군 대가야로330 (쌍림면)
2016,2016-08-03,주유소,신규등록,연무주유소,충청남도 논산시 동안로957
2016,2016-08-05,주유소,등록취소,지성365할인주유소,대구광역시 동구 동촌로155 (검사동)
2016,2016-08-06,주유소,폐업,대성주유소,경상남도 창원시 마산합포구 해안대로354 (남성동)
2016,2016-08-08,주유소,휴업,서강주유소,전라북도 부안군 변산로437 (하서면)
2016,2016-08-08,주유소,휴업,착한10,전라북도 완주군 과학로448 (삼례읍)
2016,2016-08-08,주유소,휴업,운곡주유소,충청남도 청양군 청신로452 (운곡면)
2016,2016-08-09,주유소,휴업,대림에너지(주)덕양제2주유소,경기도 고양시 일산서구 경의로940 (덕이동)
2016,2016-08-09,주유소,신규등록,KH에너지(주)직영 벌말주유소,경기도 부천시 벌말로78(대장동)
2016,2016-08-10,주유소,휴업,에이제이토탈(주)직영자금주유소,경기도 의정부시 호국로1696 (자일동)
2016,2016-08-10,주유소,휴업,도동재주유소,광주광역시 북구 동문대로410 (문흥동)
2016,2016-08-10,주유소,폐업,신정주유소,서울특별시 양천구 중앙로300 (신정동)
2016,2016-08-12,주유소,폐업,케이지주유소,경기도 이천시 사실로512-35 (모가면)
2016,2016-08-15,주유소,휴업,(주)대하직영 삼공단주유소,대구광역시 북구 노원로164 (노원동3가)
2016,2016-08-16,주유소,폐업,시몬주유소,경기도 부천시 소사구 경인로96 (송내동)
2016,2016-08-16,주유소,휴업,성덕주유소,경상북도 영천시 장수로2002 (신녕면)
2016,2016-08-16,주유소,폐업,팔팔주유소,인천광역시 남구 참외전로338 (숭의동)
2016,2016-08-17,주유소,휴업,해군진해기지사령부 충무주유소,경상남도 창원시 진해구 현동 31
2016,2016-08-18,주유소,폐업,제트,인천광역시 남동구 경원대로974 (간석동)
2016,2016-08-19,주유소,등록취소,월곶주유소,경기도 시흥시 서해안로804-1 (월곶동)
2016,2016-08-19,주유소,폐업,호명네트웍스(주)노원주유소,대구광역시 북구 노원로159 (노원동3가)
2016,2016-08-20,주유소,폐업,(주)대창석유 신도시주유소,광주광역시 서구 상무연하로73 (치평동)
2016,2016-08-22,주유소,폐업,송원불가마주유소,강원도 강릉시 경포로74 (교동)
2016,2016-08-22,주유소,등록취소,일호주유소,대구광역시 동구 화랑로103 (효목동)
2016,2016-08-22,주유소,폐업,(주)제이피나비,충청남도 계룡시 계룡대로625 (신도안면)
2016,2016-08-22,주유소,폐업,현대오일뱅크(주)직영 성암주유소,충청남도 천안시 서북구 양지10길67 (성정동)
2016,2016-08-22,주유소,휴업,롯데마트충주주유소,충청북도 충주시 봉계1길49 (칠금동)
2016,2016-08-23,주유소,폐업,동산주유소,전라남도 장흥군 흥성로915 (장동면)
2016,2016-08-25,주유소,신규등록,서일석유(주)용인서일주유소,경기도 용인시 기흥구 신수로70(신갈동)
2016,2016-08-25,주유소,신규등록,가든파이브주유소,서울특별시 송파구 탄천동로740(장지동)
2016,2016-08-26,주유소,신규등록,서오능가스(주)서오릉self주유소,경기도 고양시 권율대로450-1(도내동)
2016,2016-08-26,주유소,폐업,영산주유소,경상남도 창녕군 로터리길15 (영산면)
2016,2016-08-26,주유소,휴업,테마주유소,경상북도 고령군 대가야로955 (쌍림면)
2016,2016-08-29,주유소,신규등록,신김포농협주유소하성점,경기도 김포시 하성로495 (하성면)
2016,2016-08-29,주유소,등록취소,송내주유소,경기도 동두천시 평화로2093 (송내동)
2016,2016-08-29,주유소,등록취소,원문주유소,충청북도 음성군 충청대로116 (원남면)
2016,2016-08-29,주유소,등록취소,신천주유소,충청북도 음성군 충청대로1235 (음성읍)
2016,2016-08-30,주유소,휴업,부남주유소,충청남도 서산시 취평2길31 (부석면)
2016,2016-08-31,주유소,신규등록,논산농협주유소,충청남도 논산시 대학로48 (내동)
2016,2016-09-01,주유소,폐업,38주유소,강원도 삼척시 강원남부로4131 (미로면)
2016,2016-09-01,주유소,휴업,SK 원주주유소,강원도 원주시 북원로2732 (태장동)
2016,2016-09-01,주유소,휴업,경원주유소,경기도 광주시 마도로66 (도척면)
2016,2016-09-01,주유소,휴업,SK반월주유소,경기도 안산시 상록구 수인로1226 (일동)
2016,2016-09-01,주유소,휴업,대진주유소,경상남도 김해시 서부로275 (진영읍)
2016,2016-09-01,주유소,휴업,군위대원주유소,경상북도 군위군 중앙길163 (군위읍)
2016,2016-09-01,주유소,휴업,양학대원주유소,경상북도 포항시 북구 양학로17번길5 (득량동)
2016,2016-09-01,주유소,휴업,GS칼텍스(주) 지원1점,인천광역시 중구 공항로272 (운서동) 인천광역시 중구 운서동 2851-19
2016,2016-09-01,주유소,신규등록,해남농협마산주유소,전라남도 해남군 마산로398(마산면)
2016,2016-09-01,주유소,휴업,연풍주유소,충청북도 괴산군 중원대로198 (연풍면)
2016,2016-09-02,주유소,폐업,도문주유소,강원도 속초시 설악산로100 (도문동)
2016,2016-09-02,주유소,휴업,대덕주유소,경기도 고양시 덕양구 대덕산로115 (덕은동)
2016,2016-09-02,주유소,신규등록,월사영농조합법인 월사주유소,경상북도 청송군 달정길9(현서면)
2016,2016-09-03,주유소,휴업,SK네트웍스(주) 공진주유소,경기도 의정부시 호국로1338 (의정부동)
2016,2016-09-03,주유소,휴업,대동석유 압구정주유소,서울특별시 강남구 언주로842 (신사동)
2016,2016-09-05,주유소,휴업,진동농협주유소,경상남도 창원시 마산합포구 삼진의거대로658 (진동면)
2016,2016-09-05,주유소,휴업,럭키주유소,경상북도 칠곡군 경북대로760 (동명면)
2016,2016-09-05,주유소,폐업,신천안신계리주유소,충청남도 천안시 동남구 충절로852 (목천읍)
2016,2016-09-05,주유소,휴업,유엔주유소,충청북도 음성군 충청대로83 (원남면)
2016,2016-09-06,주유소,휴업,지에스칼텍스(주) 남촌주유소,경기도 광주시 경충대로1329 (초월읍)
2016,2016-09-06,주유소,휴업,청룡 구도일주유소,경기도 평택시 만세로1555 (청룡동)
2016,2016-09-06,주유소,신규등록,덕양에너지(유)광주주유소,광주광역시 북구 빛고을대로825(지야동)
2016,2016-09-06,주유소,신규등록,SK네트웍스(주)금호주유소,광주광역시 서구 서광주로23(매월동)
2016,2016-09-06,주유소,신규등록,청천농협주유소,충청북도 괴산군 괴산로1352 (청천면)
2016,2016-09-07,주유소,폐업,아이에스오일(주)골드주유소,광주광역시 남구 독립로103 (월산동)
2016,2016-09-07,주유소,휴업,영암휴게소주유소,전라남도 영암군 예향로2378 (신북면)
2016,2016-09-08,주유소,폐업,GS칼텍스(주)직영배방점,충청남도 아산시 호서로481 (배방읍)
2016,2016-09-09,주유소,폐업,진영주유소,부산광역시 사상구 학감대로187 (학장동)
2016,2016-09-09,주유소,폐업,반월주유소,충청남도 논산시 중앙로480번길40 (반월동)
2016,2016-09-09,주유소,휴업,방곡주유소,충청북도 괴산군 충민로1547 (장연면)
2016,2016-09-10,주유소,휴업,SK울산주유소,울산광역시 중구 구교로83 (학성동)
2016,2016-09-12,주유소,신규등록,선린주유소,경상남도 김해시 서부로1532 (주촌면)
2016,2016-09-13,주유소,폐업,토탈이엔이(주)굿모닝주유소,강원도 홍천군 구룡령로2124 (서석면)
2016,2016-09-13,주유소,폐업,백안주유소,경상남도 밀양시 무안로514 (무안면)
2016,2016-09-17,주유소,신규등록,안중농협 송담주유소,경기도 평택시 인광리207-5
2016,2016-09-20,주유소,폐업,천일주유소,경기도 연천군 전영로224 (청산면)
2016,2016-09-20,주유소,휴업,은혜주유소,경기도 포천시 화동로656번길5 (일동면)
2016,2016-09-20,주유소,휴업,용마석유판매(주),경상남도 창원시 진해구 남의로94 (두동)
2016,2016-09-20,주유소,휴업,능암온천주유소,충청북도 충주시 북부로1569 (앙성면)
2016,2016-09-21,주유소,신규등록,안성대로 주유소,경기도 안성시 안성대로88
2016,2016-09-21,주유소,휴업,지곡주유소,경상북도 포항시 남구 효자로142 (대잠동)
2016,2016-09-21,주유소,휴업,메트로다솜,인천광역시 남동구 논고개로253 (도림동)
2016,2016-09-21,주유소,휴업,싼주유소,전라북도 전주시 완산구 춘향로5190 (색장동)
2016,2016-09-22,주유소,휴업,동광주유소,강원도 강릉시 임곡로217 (강동면)
2016,2016-09-22,주유소,폐업,(주)중앙주유소,경기도 성남시 중원구 광명로103 (성남동)
2016,2016-09-22,주유소,휴업,진보현대주유소,경상북도 청송군 경동로3866 (진보면)
2016,2016-09-23,주유소,휴업,우리사랑주유소(주),경기도 파주시 파주로72 (문발동)
2016,2016-09-23,주유소,휴업,SK삼계주유소,경상남도 창원시 마산회원구 경남대로941 (내서읍)
2016,2016-09-26,주유소,폐업,부광주유소,경상남도 김해시 분성로410 (동상동)
2016,2016-09-26,주유소,폐업,경성주유소,대전광역시 서구 갈마로200 (내동)
2016,2016-09-27,주유소,휴업,만남의주유소,충청북도 음성군 충청대로1639 (음성읍) 만남의주유소
2016,2016-09-28,주유소,휴업,착한9주유소,경기도 부천시 원미구 길주로460 (춘의동)
2016,2016-09-29,주유소,신규등록,신대우리알뜰주유소,전라남도 순천시 해룡면 신대로 233
2016,2016-09-30,주유소,폐업,600사주유소,경상남도 합천군 충효로100 (합천읍)
2016,2016-09-30,주유소,신규등록,건천(부산)주유소,경상북도 경주시 경부고속도로77 (건천읍)
2016,2016-09-30,주유소,폐업,고속도주유소,부산광역시 금정구 중앙대로1730 (부곡동)
2016,2016-10-01,주유소,휴업,금메달주유소,강원도 삼척시 삼척로2771 (근덕면)
2016,2016-10-01,주유소,휴업,조양주유소,강원도 정선군 서동로1348 (정선읍)
2016,2016-10-01,주유소,신규등록,장수IC주유소,광주광역시 광산구 고봉로238 (장수동)
2016,2016-10-01,주유소,휴업,수성제일주유소,대구광역시 수성구 들안로342 (수성동4가)
2016,2016-10-03,주유소,휴업,호국주유소,경상북도 영천시 호국로1645 (고경면)
2016,2016-10-03,주유소,휴업,대농제1주유소,서울특별시 양천구 중앙로331 (신월동)
2016,2016-10-04,주유소,휴업,오리주유소,경기도 광명시 오리로361 (소하동)
2016,2016-10-04,주유소,폐업,우리주유소,경상북도 영천시 금호로306 (금호읍)
2016,2016-10-04,주유소,신규등록,광장주유소,전라남도 보성군 미력면 미력리 547
2016,2016-10-05,주유소,폐업,오천주유소,경상북도 포항시 남구 정몽주로492 (오천읍)
2016,2016-10-05,주유소,휴업,문학,인천광역시 남구 매소홀로574 (문학동)
2016,2016-10-06,주유소,등록취소,드라마주유소,경기도 수원시 팔달구 인계로118 (인계동)
2016,2016-10-06,주유소,폐업,고덕주유소,경기도 평택시 청원로831 (고덕면)
2016,2016-10-06,주유소,휴업,관망대주유소,전라북도 김제시 하흥로468-40 (흥사동)
2016,2016-10-06,주유소,폐업,부남주유소,충청남도 서산시 취평2길31 (부석면)
2016,2016-10-10,주유소,휴업,신성주유소,부산광역시 사상구 낙동대로1048번길7 (감전동)
2016,2016-10-11,주유소,휴업,행복이가득한주유소,경기도 평택시 서해로399 (현덕면)
2016,2016-10-13,주유소,폐업,철호주유소,전라북도 군산시 번영로122 (경장동)
2016,2016-10-14,주유소,폐업,대강주유소,충청북도 단양군 단양로214 (대강면)
2016,2016-10-14,주유소,신규등록,탁 주유소,충청북도 청주시 두릉유리로1007
2016,2016-10-16,주유소,휴업,전망대주유소,경상남도 창원시 마산합포구 가포로721 (덕동동)
2016,2016-10-17,주유소,휴업,지에스칼텍스(주) 남촌주유소,경기도 광주시 경충대로1329 (초월읍)
