고유번호,구명,법정동명,산지여부,주지번,부지번,새주소명,생성일,위도,경도
1925,은평구,증산동,1,210,10, ,,37.5817405,126.9044124
1926,은평구,응암동,1,598,4, ,,37.5878822,126.9164007
1927,은평구,응암동,1,600,2, ,,37.5893852,126.9168074
1928,은평구,역촌동,1,85,12, ,,37.600057,126.9156288
1929,은평구,갈현동,1,465,12, ,,37.6121382,126.9170384
1931,마포구,용강동,1,45,1, ,,37.5408383,126.941816
1932,마포구,용강동,1,40,5, ,,37.5399065,126.9439936
1934,마포구,동교동,1,165,5, ,,37.5564608,126.9238407
1935,마포구,성산동,1,52,1, ,,37.5641534,126.9132157
1936,마포구,서교동,1,447,1, ,,37.5570772,126.9185574
1938,마포구,서교동,1,393,5, ,,37.5506932,126.9148867
1940,양천구,목4동,1,792,6, ,,37.5325569,126.8640402
1919,은평구,갈현동,1,467,1, ,,37.6131953,126.9162203
1941,양천구,목4동,1,799,3, ,,37.5327898,126.8687158
1942,양천구,목3동,1,603,1, ,,37.5497662,126.8665929
1944,양천구,목5동,1,908,31, ,,37.5376456,126.8821186
1545,성북구,삼선동5가,1,272, , ,,37.5884711,127.0168978
1546,성북구,동선동2가,1,120, , ,,37.5905673,127.0195301
1548,성북구,정릉동,1,414,10, ,,37.6055788,127.0116927
1550,성북구,안암동5가,1,85,9, ,,37.5848118,127.031081
1551,성북구,안암동5가,1,133,6, ,,37.5817018,127.0277257
1552,강남구,신사동,1,575,1, ,,37.5257754,127.0265749
1553,강남구,신사동,1,633, , ,,37.5253516,127.0337235
1554,강남구,신사동,1,638, , ,,37.5287992,127.0341713
1555,강남구,역삼동,1,652,2, ,,37.5078016,127.0364729
1533,동대문구,장안동,1,416,8, ,,37.5619591,127.063768
1557,강남구,역삼동,1,668,13, ,,37.5026695,127.0364255
1558,강남구,역삼동,1,721,20, ,,37.500774,127.0431072
1559,강남구,역삼동,1,726,13, ,,37.4983303,127.0386308
1560,강남구,역삼동,1,734,15, ,,37.496391,127.0396496
1561,강남구,역삼동,1,784,7, ,,37.4948561,127.0458751
1562,강남구,역삼동,1,785,23, ,,37.4942405,127.0455372
1566,강남구,청담동,1,79,14, ,,37.5267637,127.0435488
1567,강남구,일원동,1,624,8, ,,37.4948858,127.0842836
1568,강남구,일원동,1,645,13, ,,37.4910301,127.0878564
1569,강남구,자곡동,1,210, , ,,37.4835246,127.1040052
1570,강남구,청담동,1,131,17, ,,37.5227572,127.0563413
1571,강남구,청담동,1,132,9, ,,37.5220568,127.0567738
1572,노원구,공릉동,1,690,11, ,,37.6168772,127.0726111
1574,강남구,개포동,1,164,2, ,,37.4835876,127.0616011
1575,구로구,개봉동,1,226,1, ,,37.4976169,126.8523935
1576,구로구,개봉동,1,359,1, ,,37.4862522,126.8561425
1577,구로구,고척동,1,76,18, ,,37.4997397,126.8644929
1579,구로구,고척동,1,189, , ,,37.506769,126.8595584
1580,양천구,신월4동,1,439,17, ,,37.5215258,126.8393079
1582,양천구,목3동,1,657,21, ,,37.5451249,126.8626096
1583,양천구,신월5동,1,73,1, ,,37.5379641,126.8315964
1584,양천구,신정1동,1,323,10, ,,37.5156177,126.8622663
1585,양천구,신정1동,1,324,1, ,,37.514599,126.8595523
1587,양천,신정2동,1,296,91, ,,37.5194642,126.8731791
1589,양천구,신정4동,1,1009,6, ,,37.5228141,126.8642416
1678,중구,무교동,1,96, , ,,37.5688803,126.9781956
1679,중구,남대문로4가,1,17,7, ,,37.5614866,126.9765044
1680,송파구,오금동,1,145,13, ,,37.4990653,127.1409814
1682,중구,필동1가,1,51,9, ,,37.5615183,126.9934454
1683,중구,순화동,1,1,170, ,,37.5637124,126.9692271
1684,중구,회현동,1,204, , ,,37.5604533,126.9796779
1685,중구,명동1가,1,10,1, ,,37.5647367,126.9852217
1686,중구,수표동,1,27,1, ,,37.5671405,126.9906632
1687,중구,을지로6가,1,45,7, ,,37.5658836,127.0049453
1689,송파구,신천동,1,7,18, ,,37.5144673,127.1009337
1691,중구,장충동2가,1,208, , ,,37.5533937,127.0038449
1692,중구,정동,1,1,17, ,,37.568522,126.9752595
1693,중구,중림동,1,128,104, ,,37.5578238,126.9686906
1694,중구,소공동,1,70, , ,,37.563854,126.9808055
1696,중구,소공동,1,45, , ,,37.560808,126.9738177
1697,중구,쌍림동,1,146,1, ,,37.564551,127.0037044
1698,중구,남대문로5가,1,581, , ,,37.5543996,126.9741393
1699,중구,명동1가,1,4,1, ,,37.5650989,126.9855016
1655,중구,명동,1,192,11, ,,37.5654443,126.9791614
1701,중구,회현동,1,132,4, ,,37.5581723,126.9721713
1790,구로구,오류동,1,91,1, ,,37.4927226,126.8340391
1791,구로구,구로동,1,685,218, ,,37.4911747,126.8751806
1792,구로구,구로,1,704,12, ,,37.4913651,126.8833524
1793,구로구,개봉동,1,259,1, ,,37.4918904,126.8564558
1794,구로구,개봉동,1,142,32, ,,37.4980318,126.852936
1796,노원구,월계2동,1,777, , ,,37.6325838,127.0507464
1798,송파구,풍납동,1,476, , ,,37.5380718,127.1220894
1799,송파구,송파동,1,173, , ,,37.5023232,127.1167447
1800,송파구,방이동,1,52,3, ,,37.5145608,127.1144737
1801,송파구,삼전동,1,62, , ,,37.5027346,127.0925547
1804,송파구,마천동,1,128,10, ,,37.4959966,127.149994
1805,송파구,잠실동,1,230,1, ,,37.5061537,127.084333
1806,송파구,문정동,1,150,38, ,,37.4898981,127.1109294
1807,송파구,오금동,1,50,1, ,,37.5030055,127.1281088
1808,송파구,석촌동,1,265, , ,,37.5035611,127.1036835
1809,송파구,가락동,1,77,3, ,,37.4955623,127.1217912
1810,송파구,문정동,1,29,21, ,,37.4900875,127.1241939
1811,송파구,잠실동,1,27,4, ,,37.5133189,127.0944075
1812,구로구,구로동,1,1123,2, ,,37.4842684,126.9020545
1797,노원구,상계9동,1,682, , ,,37.664556,127.0638111
1813,구로구,궁동,1,1,16, ,,37.5068246,126.8292446
1814,금천구,독산동,1,1059, , ,,37.4618128,126.8983856
1815,동작구,대방동,1,334, , ,,37.4995158,126.9288583
1818,관악구,봉천동,1,1594,8, ,,37.473783,126.9534897
1819,양천구,신정동,1,994,4, ,,37.5255358,126.8640135
1820,양천구,신월동,1,998,4, ,,37.5205772,126.8372501
1821,종로구,관철동,1,12,15, ,,37.5690575,126.9860144
1822,종로구,창신동,1,436,79, ,,37.5700656,127.0105313
1823,종로구,경운동,1,70, , ,,37.5747805,126.986573
1825,중구,다동,1,33, , ,,37.5685851,126.9808484
1826,중구,다동,1,70, , ,,37.5681832,126.9815367
1827,중구,다동,1,88, , ,,37.5677165,126.9823162
1828,중구,무교동,1,11, , ,,37.5680641,126.9797059
1829,중구,무교동,1,7, , ,,37.5684556,126.9795987
1830,중구,무교동,1,77, , ,,37.5687803,126.9789703
1833,중구,을지로6가,1,17,96, ,,37.569429,127.0082812
1835,강남구,삼성동,1,159,7, ,,37.5088021,127.0598673
1836,강남구,삼성동,1,170,9, ,,37.5102112,127.0661014
1837,강남구,수서동,1,716,0, ,,37.4885473,127.1043261
1838,강남구,신사동,1,635,0, ,,37.5270374,127.0339562
1839,강남구,신사동,1,638,13, ,,37.5286712,127.0341443
1840,강남구,신사동,1,651,21, ,,37.5229371,127.0370916
1843,강남구,역삼동,1,648,18, ,,37.4997986,127.032361
1845,강남구,도곡동,1,161,0, ,,37.4887265,127.0465104
1846,강남구,도곡동,1,420,4, ,,37.4849096,127.0456383
1847,강남구,도곡동,1,538,1, ,,37.4959061,127.0527068
1849,강남구,도곡동,1,953,1, ,,37.485281,127.0343391
1850,동작구,사당동,1,1019,54, ,,37.480931,126.981514
1851,관악구,봉천7동,1,853,1, ,,37.4806127,126.9537773
1852,강남구,삼성동,1,157,33, ,,37.5075469,127.0571822
1832,중구,산림동,1,82,3, ,,37.5682467,126.9964956
1855,송파구,방이동,1,65,0, ,,37.5140927,127.1076784
1856,송파구,방이동,1,66,2, ,,37.5126384,127.1082672
1857,송파구,방이동,1,70,0, ,,37.513627,127.1099096
1858,송파구,방이동,1,89,11, ,,37.5155942,127.1326381
1860,강북구,번동,1,413,3, ,,37.636318,127.0303731
1862,동대문구,장안동,1,310,3, ,,37.5747097,127.0722862
1863,강북구,미아동,1,121,24, ,,37.6259624,127.0270085
1864,강북구,번동,1,449,6, ,,37.6353013,127.023748
1865,강북구,수유동,1,270,186, ,,37.6459371,127.0200607
1842,강남구,역삼동,1,642,6, ,,37.5016989,127.0359994
1853,송파구,방이동,1,64,1, ,,37.5145274,127.1088619
1866,강북구,수유동,1,727,2, ,,37.6489439,127.0149749
1867,강북구,수유동,1,63,0, ,,37.631641,127.0234393
1869,도봉구,창동,1,5,1, ,,37.6525388,127.0489845
1870,도봉구,창동,1,10, , ,,37.6528295,127.0499118
1871,도봉구,창동,1,3,3, ,,37.6532634,127.0490318
1872,도봉구,창동,1,1,6, ,,37.656361,127.0503484
1873,도봉구,창동,1,8,1, ,,37.6523129,127.0497205
1876,도봉구,창동,1,9,1, ,,37.6524485,127.0502797
1703,중구,명동,1,45, , ,,37.5679652,126.9787147
1704,중구,장충동2가,1,162,1, ,,37.5618245,127.0037391
1706,중구,소공동,1,117, , ,,37.5631965,126.9786074
1707,중구,신당동,1,361,24, ,,37.5539739,127.0098347
1708,중구,남산동1가,1,6,1, ,,37.5602575,126.9850845
1709,중구,서소문동,1,47,2, ,,37.563482,126.9735325
1710,중구,명동1가,1,59,1, ,,37.5643762,126.984035
1711,중구,소공동,1,1, , ,,37.5648314,126.9815329
1713,중구,소공동,1,91,1, ,,37.5649503,126.978941
1714,중구,봉래동2가,1,122,12, ,,37.5559292,126.9720331
1715,중구,다동,1,140, , ,,37.5671583,126.9811118
1716,중구,충무로5가,1,22,5, ,,37.5639438,127.0007236
1718,성동구,옥수동,1,411,2, ,,37.5432041,127.0171168
1720,성북구,돈암동,1,19,95, ,,37.5991837,127.0222053
1700,중구,정동,1,27,11, ,,37.5672039,126.9697084
1721,성북구,삼선동4가,1,322, , ,,37.5899595,127.014418
1722,성북구,동소문동1가,1,51, , ,,37.5903228,127.0076128
1992,서초구,양재동,1,288,5, ,,37.4741857,127.0478405
1975,강남구,도곡동,1,946,0, ,,37.4890692,127.0325122
1988,서초구,양재동,1,1,26, ,,37.4849616,127.0390383
1993,강남구,압구정동,1,455,0, ,,37.5319152,127.0285802
1994,강남구,압구정동,1,456,0, ,,37.5298196,127.0290126
1995,강남구,역삼동,1,738,10, ,,37.4990046,127.0371264
1996,강남구,일원동,1,719,0, ,,37.4840298,127.0807964
1997,송파구,가락동,1,124,4, ,,37.4933701,127.1250601
2000,서초구,방배동,1,837,13, ,,37.4902743,126.9923509
2001,강남구,삼성동,1,107,0, ,,37.5148945,127.0604402
2002,송파구,방이동,1,64,0, ,,37.5142575,127.1079826
2004,송파구,송파동,1,84,7, ,,37.505093,127.1078917
2005,강동구,성내동,1,539,3, ,,37.5302296,127.1228164
2007,강동구,성내2동,1,64,13, ,,37.5380387,127.1238221
2008,강동구,성내동,1,244,0, ,,37.5346988,127.1351072
2009,서초구,서초동,1,1306,6, ,,37.4998863,127.0262263
2010,강동구,성내동,1,244,3, ,,37.5343773,127.1361715
2011,강동구,길1동,1,440,0, ,,37.5350124,127.1392918
2012,강동구,길동,1,335,1, ,,37.5439392,127.1425954
2014,강동구,길1동,1,459,2, ,,37.5346765,127.1377322
2015,강동구,길동,1,454,1, ,,37.535282,127.1363688
2016,강동구,천호동,1,449,49, ,,37.5366264,127.1312821
2017,강동구,천호3동,1,451,20, ,,37.537329,127.1295111
2018,강동구,천호3동,1,453,15, ,,37.5379361,127.1268563
2021,강동구,천호동,1,315,2, ,,37.5467491,127.1266754
2022,강동구,암사동,1,501,4, ,,37.5502824,127.1282041
2003,송파구,가락동,1,40,12, ,,37.4998677,127.1232264
2024,강동구,암사2동,1,503,21, ,,37.5522688,127.1279857
2025,강동구,암사동,1,503,23, ,,37.5516431,127.127782
2027,강동구,천호동,1,340,34, ,,37.5426224,127.1246412
2028,강동구,천호동,1,456,0, ,,37.5394499,127.1233658
2029,강동구,명일동,1,345,24, ,,37.5471387,127.1436171
2030,강동구,상일동,1,259,0, ,,37.5502605,127.172715
2032,송파구,잠실동,1,181,2, ,,37.511462,127.081488
2034,송파구,잠실동,1,252,11, ,,37.507121,127.0899681
2035,송파구,잠실동,1,85,1, ,,37.5085965,127.0768984
2036,송파구,송파동,1,32,1, ,,37.5097805,127.1057113
2037,동작구,흑석동,1,114,22, ,,37.5089361,126.9636443
2039,송파구,가락동,1,10, , ,,37.5013479,127.1270604
2041,종로구,삼청동,1,28,102, ,,37.5862153,126.9849556
2042,종로구,홍파동,1,153,3, ,,37.5708149,126.9645747
2043,강동구,천호1동,1,234,6, ,,37.5468473,127.1348089
2044,송파구,풍납동,1,473,5, ,,37.5383296,127.1229006
2019,강동구,천호2동,1,454,15, ,,37.5382219,127.1262727
2031,강동구,명일동,1,306,2, ,,37.5530116,127.1438157
2045,종로구,종로가동,1,154,1, ,,37.5697924,126.9782087
2046,종로구,내수동,1,167, , ,,37.5729005,126.973158
2048,종로구,이화동,1,34,2, ,,37.5794074,127.0018118
2049,종로구,신영동,1,1,4, ,,37.6058233,126.9608926
2051,영등포구,영등포동,1,94,324, ,,37.5236965,126.9107609
2052,종로구,신당동,1,369,36, ,,37.5548843,127.0113065
2053,중랑구,망우동,1,489,7, ,,37.5991115,127.0956496
2056,중랑구,면목동,1,108,3, ,,37.5866663,127.0886363
2059,중랑구,중화동,1,303,7, ,,37.6005001,127.0793237
2060,중랑구,면목동,1,1508,3, ,,37.5831935,127.0841694
2061,중랑구,면목동,1,57,14, ,,37.5848721,127.0947871
2062,중랑구,면목동,1,71,24, ,,37.5882165,127.0938739
2063,중랑구,면목동,1,198,1, ,,37.5913296,127.0728365
2065,중랑구,묵동,1,250,4, ,,37.6062342,127.0782853
2066,중랑구,묵동,1,249,2, ,,37.6057321,127.0765672
2050,종로구,숭인동,1,688, , ,,37.5777922,127.0216444
2067,종로구,창신동,1,330,1, ,,37.5723444,127.0143315
2068,중랑구,면목동,1,378,12, ,,37.5745119,127.0852254
2069,중랑구,신내동,1,649,3, ,,37.6170353,127.0904798
2071,중랑구,상봉동,1,116,20, ,,37.5959349,127.0826422
2073,중랑구,면목동,1,353,45, ,,37.577375,127.0857072
2074,중랑구,중화동,1,287,8, ,,37.601175,127.0798208
2075,중랑구,중화동,1,288,2, ,,37.6005425,127.0800159
2076,중랑구,망우동,1,340,27, ,,37.6004004,127.1016333
2079,중랑구,신내동,1,492,16, ,,37.6012883,127.0999774
2080,중랑구,면목동,1,175,18, ,,37.5857168,127.0794565
1883,도봉구,쌍문동,1,96,25, ,,37.6476211,127.03372
1897,도봉구,쌍문동,1,508,2, ,,37.6570175,127.0138142
1902,은평구,응암동,1,74,7, ,,37.6005988,126.9304419
1905,도봉구,방학동,1,705,2, ,,37.6691218,127.043869
1906,도봉구,쌍문동,1,723, , ,,37.658164,127.0358063
1907,은평구,응암동,1,86,31, ,,37.6011147,126.9242013
1908,은평구,갈현동,1,456,28, ,,37.6176413,126.9192966
1909,은평구,역촌동,1,1,2, ,,37.6108315,126.9176424
1910,은평구,녹번동,1,162,42, ,,37.6031012,126.9223157
1912,은평구,갈현동,1,391,6, ,,37.6255941,126.9196687
1913,은평구,대조동,1,186,49, ,,37.6169608,126.9228148
1914,은평구,불광동,1,272,51, ,,37.6117513,126.9292532
1915,은평구,불광동,1,248, , ,,37.6141815,126.9272309
1916,은평구,불광동,1,509, , ,,37.6266846,126.9202191
1917,은평구,응암동,1,754,1, ,,37.5866822,126.9176222
1920,은평구,갈현동,1,424,16, ,,37.6235952,126.9174601
2273,서대문구,연회,1,167,1, ,,37.5789263,126.9384177
2274,서대문구,홍제동,1,251, , ,,37.5887983,126.9453284
2275,서대문,홍은동,1,48,20, ,,37.5952355,126.9464349
2277,서대문구,연희동,1,90,15, ,,37.5695902,126.9316178
2279,서대문구,홍제동,1,273,6, ,,37.5804054,126.9338114
2280,서대문,신촌동,1,90,191, ,,37.5569111,126.9438925
2281,서대문구,신촌동,1,27,14, ,,37.5585396,126.9430192
2282,서대문구,충현동,1,155,4, ,,37.5622635,126.963857
2284,서대문구,신촌동,1,98,3, ,,37.5608696,126.9320981
2285,서초구,서초동,1,76,3, ,,37.4835948,127.0326785
2286,서초구,서초동,1,1376,3, ,,37.4835208,127.033118
2269,서대문구,연회동,1,76,12, ,,37.5731823,126.9360088
2287,서초구,양재동,1,25, , ,,37.4818295,127.035993
2290,성북구,삼선동,1,216,6, ,,37.5856626,127.0074767
2291,서초구,반포동,1,1130, , ,,37.5004902,126.986119
2293,성북구,성북동,1,66,23, ,,37.5932647,126.9984702
2294,성북구,종암동,1,3,72, ,,37.6024121,127.0317052
2295,성북구,삼선동,1,400,1, ,,37.5891271,127.0181965
2297,성북구,종암동,1,90,1152, ,,37.6044362,127.0324205
2081,중랑구,면목동,1,50,17, ,,37.5869573,127.0951682
2082,강서구,치전트,1,641, , ,,37.5575353,126.8613072
2083,중랑구,망우동,1,364,20, ,,37.5977866,127.1006047
2084,중랑구,면목동,1,727,250, ,,37.5728467,127.0799137
2087,강서구,등촌동, ,631, , ,,37.5570234,126.8613581
2088,중랑구,면목동,1,699, , ,,37.5743755,127.0805973
2089,중랑구,망우동,1,461,8, ,,37.5955686,127.0987651
2090,강서구,등촌동,1,631,1, ,,37.5572515,126.8613531
2091,강서구,등촌동,1,635,5, ,,37.5545681,126.862156
2094,강서구,가양동,1,1480,5, ,,37.5625811,126.8529951
2095,강서구,등촌동,1,533,2, ,,37.552021,126.8615804
2096,강서구,등촌동,1,640,7, ,,37.5572571,126.8552763
2097,강서구,등촌동,1,642,2, ,,37.5556495,126.8587395
2098,강서구,등촌동,1,648,8, ,,37.5514441,126.8649057
2099,중랑구,면목동,1,168,2, ,,37.5808526,127.0798963
2077,중랑구,묵동,1,239,79, ,,37.6103556,127.0774574
1877,도봉구,창동,1,5, , ,,37.6528989,127.0488479
1878,도봉구,창동,1,10,3, ,,37.652958,127.0507075
1879,도봉구,창동,1,74,5, ,,37.6526919,127.0463294
1880,도봉구,창동,1,74,16, ,,37.652165,127.046509
1881,도봉구,창동,1,134,36, ,,37.6530628,127.0463266
1884,도봉구,쌍문동,1,96,28, ,,37.6473188,127.0335332
1885,도봉구,창동,1,655,20, ,,37.6472808,127.0343138
1886,도봉구,창동,1,661,2, ,,37.6507222,127.0363257
1887,도봉구,쌍문동,1,96,4, ,,37.6469947,127.0333571
1890,도봉구,방학동,1,705,2, ,,37.6691997,127.0438865
1891,도봉구,방학동,1,720,33, ,,37.6681095,127.0466764
1892,도봉구,쌍문동,1,19, , ,,37.6590768,127.035334
1893,도봉구,방학동,1,283,2, ,,37.6623441,127.0304643
1894,도봉구,방학동,1,736, , ,,37.6621435,127.028884
1895,도봉구,방학동,1,271,2, ,,37.6615087,127.0271582
1898,도봉구,방학동,1,696, , ,,37.6648803,127.0363254
1899,도봉구,쌍문동,1,81,50, ,,37.6523852,127.0365867
1900,도봉구,쌍문동,1,653, , ,,37.6563459,127.0387961
1901,은평구,응암동,1,98,65, ,,37.6002937,126.9231374
1946,양천구,신월2동,1,445,13, ,,37.5225085,126.8434758
1933,마포구,서교동,1,354,8, ,,37.5540292,126.9205846
1945,양천구,신월1동,1,235,7, ,,37.5284782,126.8389906
1947,양천구,신월3동,1,164,10, ,,37.5332227,126.8281173
1948,양천,신월3동,1,170,6, ,,37.5328261,126.8285528
1949,금천구,시흥1동,1,991,3, ,,37.4509569,126.9016187
1951,금천구,시흥1동,1,1013,0, ,,37.4479173,126.919087
1952,금천구,시흥1동,1,1013,7, ,,37.4504431,126.914636
1954,영등포구,영등포동2가,1,423,0, ,,37.5215654,126.9087443
1955,영등포구,영등포동2가,1,156,0, ,,37.5198462,126.9014923
1956,마포구,성산동,1,590,2, ,,37.5662347,126.9032874
1958,영등포구,영등포동2가,1,18,0, ,,37.5199078,126.9068441
1959,영등포구,영등포동2가,1,24,0, ,,37.5207257,126.9056152
1960,영등포구,영등포동7가,1,77,8, ,,37.5251394,126.9058169
1961,영등포구,영등포동8가,1,57,0, ,,37.5280297,126.9060682
1962,영등포,영등포8가,1,59,1, ,,37.5283357,126.9062029
1963,동작구,신대방2동,1,395,67, ,,37.4907729,126.9230671
2100,중랑구,신내동,1,392,4, ,,37.6075682,127.0993873
2101,용산구,서빙고동,1,241,0, ,,37.5197028,126.9892335
2102,강서구,등촌동,1,649,14, ,,37.5529429,126.8616468
2105,강서구,등촌동,1,660,5, ,,37.5572458,126.8493893
2106,강서구,동촌동,1,673,6, ,,37.5588367,126.8399008
2107,강서구,방화동,1,597,24, ,,37.5683095,126.8119736
2108,강서구,등촌동,1,681,3, ,,37.5633428,126.8402138
2109,강서구,등촌동,1,75,1, ,,37.5612045,126.8540805
2111,강서구,방화동,1,830, , ,,37.5782514,126.8133396
2112,강서구,방화동,1,606,15, ,,37.5656975,126.8115742
2113,강서구,방화동,1,619,68, ,,37.5635631,126.8069357
2114,강서구,방화동,1,620,52, ,,37.5624788,126.808151
2115,영등포구,영등포동,1,156,0, ,,37.5219671,126.9082127
2117,강서구,방화동,1,829, , ,,37.5783039,126.8124636
2119,강서구,방화동,1,830,5, ,,37.5782273,126.8137034
2120,강서구,염창동,1,281, , ,,37.5474437,126.8725485
2121,강서구,염창동,1,250,14, ,,37.5502736,126.873745
2122,영등포구,영등포동,1,83,2, ,,37.5249165,126.9065321
2125,영등포구,당산2동,1,32,49, ,,37.5297645,126.898914
2126,강서구,화곡동,1,1063,8, ,,37.5426732,126.8411087
2127,강서구,화곡동,1,1094, , ,,37.5558494,126.8510812
2128,강서구,화곡동,1,1111,2, ,,37.5544718,126.8520412
2129,강서구,화곡동,1,343,66, ,,37.5307379,126.8466558
2131,강서구,화곡동,1,974,3, ,,37.5488199,126.8485822
2132,구로구,고척동,1,98,1, ,,37.4997833,126.856785
2134,송파구,가락동,1,154, , ,,37.4986898,127.1266375
2092,은평구,등폰동,1,639,8, ,,37.5586856,126.8564261
2124,강서구,화곡동,1,1097, , ,,37.5538162,126.8508791
2135,양천구,신정동,1,324,5, ,,37.5144129,126.8596827
2136,양천구,신정동,1,322,9, ,,37.5170473,126.8644195
2138,양천구,신월동,1,483,11, ,,37.5249728,126.8445864
2139,성북구,돈암동,1,1,1, ,,37.603428,127.0263999
2141,양천구,목동,1,530,6, ,,37.5461169,126.8717396
2142,송파구,ㅂ동,1,403,11, ,,37.5287521,127.1168004
2143,송파구,거여동,1,136,16, ,,37.4969561,127.1432973
2145,양천구,목동,1,909,3, ,,37.5380296,126.8844375
2146,양천구,신월동,1,27,13, ,,37.5397014,126.8273609
2147,양천구,신정동,1,1051,11, ,,37.518601,126.8543283
2148,양천구,신월동,1,135,18, ,,37.5328006,126.8315201
2150,종로구,세종로,1,178, , ,,37.571045,126.976196
2152,종로구,관철동,1,155, , ,,37.5688079,126.9851295
2153,종로구,예지동,1,189,8, ,,37.5692369,126.9982352
2154,종로구,예지동,1,222,0, ,,37.5692768,126.9984785
2140,송파구,잠실동,1,20,5, ,,37.5201604,127.1122491
2155,종로구,서린동,1,33, , ,,37.5695376,126.9823387
2156,종로구,종로2가,1,56,23, ,,37.5699203,126.9881137
2157,종로구,종로2가,1,75,2, ,,37.5699128,126.9868347
2159,종로구,동숭동,1,1,27, ,,37.5818371,127.0023184
2160,종로구,관철동,1,258, , ,,37.5690829,126.9834921
2161,종로구,관철동,1,32,7, ,,37.5687452,126.9855642
2162,종로구,원남동,1,187, , ,,37.5752373,126.9971121
2164,종로구,공평동,1,5,1, ,,37.571896,126.9834246
2165,종로구,관훈동,1,151,8, ,,37.5750603,126.9832522
2167,종로구,연지동,1,1,1, ,,37.5755389,126.9996756
2168,종로구,명륜2가,1,41,4, ,,37.5837985,127.0000032
2169,종로구,내수동,1,72, , ,,37.5736137,126.9724322
2170,종로구,청진동,1,302, , ,,37.5704995,126.9786851
2171,종로구,세종로,1,161,1, ,,37.5714984,126.9759752
2172,종로구,종로2가,1,71,4, ,,37.5699857,126.9872243
2174,동대문구,장안동,1,465,15, ,,37.5614491,127.0676742
2175,동대문구,장안동,1,435,5, ,,37.56467,127.0670753
2176,동대문구,장안동,1,436,4, ,,37.5656221,127.0677323
2179,동대문구,청량리동,1,235,2, ,,37.5827674,127.0472214
2180,노원구,상계동,1,711,12, ,,37.6553574,127.0599071
2181,노원구,공릉동,1,323,35, ,,37.6281111,127.0713529
2183,노원구,월계동,1,635,4, ,,37.6289717,127.0576451
2184,노원구,상계동,1,173,1, ,,37.6614056,127.0735559
2185,노원구,상계동,1,173,1, ,,37.6606695,127.0727066
2186,종로구,종로2가,1,7, , ,,37.5704375,126.9843816
1965,금천,시흥1동,1,113,15, ,,37.4586299,126.8984265
1966,동작구,대방동,1,405,11, ,,37.4995597,126.9278733
1967,동작구,대방동,1,417,3, ,,37.4988906,126.9206286
1968,동작구,대방동,1,341,3, ,,37.5121879,126.9256723
1970,동작구,사당동,1,1007,50, ,,37.4828849,126.9814924
1972,강남구,대치동,1,892,0, ,,37.5059246,127.0562118
1973,강남구,대치동,1,944,31, ,,37.5077089,127.0606683
1974,강남구,대치동,1,996,1, ,,37.5092753,127.0656326
1976,강남구,도곡동,1,946,16, ,,37.4883671,127.0326617
1978,강남구,삼성동,1,142,43, ,,37.5059227,127.0522722
1979,서초구,서초동,1,1699,3, ,,37.4964233,127.013325
1980,서초구,잠원동,1,37,9, ,,37.5114451,127.0203385
1981,서초구,방배동,1,898,5, ,,37.4872662,126.9942292
1982,서초구,방배동,1,908,12, ,,37.4818812,126.9978244
1983,서초구,방배동,1,909,9, ,,37.4817497,126.9971498
1986,서초구,방배동,1,984,1, ,,37.4810986,126.9983186
1987,서초구,방배동,1,852,14, ,,37.4890013,126.9923138
1989,강남구,대치동,1,1101,8, ,,37.4963947,127.0529031
1990,서초구,양재동,1,275,4, ,,37.4769692,127.0439961
2298,성북구,장위동,1,225,7, ,,37.6147582,127.0466381
2299,성북구,종암동,1,3,1260, ,,37.6023608,127.0322195
2300,성북구,장위동,1,68,156, ,,37.6100081,127.0514511
2301,성북구,장위동,1,156, , ,,37.6194163,127.0541054
2302,성북구,장위동,1,156, , ,,37.6202463,127.0533538
2303,성북구,석관동,1,124,7, ,,37.6112943,127.0633069
2305,성북구,삼선동,1,3,2, ,,37.5880271,127.0109209
2306,성북구,삼선동,1,352,1, ,,37.590217,127.015705
2288,용산구,용산2가동,1,11,13, ,,37.5460458,126.9855791
2308,성북구,정릉동,1,414,3, ,,37.6056985,127.0115513
2309,성북구,길음동,1,88,3, ,,37.6072951,127.0293584
2310,성북구,종암동,1,10,303, ,,37.5960235,127.0358409
2312,구로구,구로동,1,83,4, ,,37.4948343,126.888818
2314,마포구,상암동,1,1640, , ,,37.5741206,126.8899176
2315,동작구,흑석동,1,224,1, ,,37.5069502,126.9608793
2316,구로구,구로동,1,83,3, ,,37.4947569,126.8883929
2318,동작구,상도동,1,25,27, ,,37.5053732,126.9418425
2319,동작구,상동2동,1,29,4, ,,37.505092,126.9438548
2320,동작구,신대방동,1,565,22, ,,37.4923861,126.9098324
2321,동작구,신대방동,1,686,53, ,,37.4861272,126.9045751
2322,동작구,신대방1동,1,698,0, ,,37.4857065,126.9044173
2324,동작구,신대방동,1,395,66, ,,37.4915484,126.9234269
2326,동작구,상도4동,1,190,8, ,,37.5019547,126.9350225
2327,서초구,서초동,1,1674,4, ,,37.4942835,127.016646
2328,서초구,서초동,1,1674,5, ,,37.494022,127.016271
2329,서초구,서초동,1,1319,11, ,,37.4967927,127.0277401
2313,마포구,서교동,1,371,10, ,,37.5532606,126.9197835
2331,서초구,서초동,1,1321,11, ,,37.4967617,127.0250798
