고유번호,구명,법정동명,산지여부,주지번,부지번,새주소명,생성일,위도,경도
92,송파구,마천동,2,1,10, ,,37.5014009,127.1586471
93,노원구,하계동,1,288,2, ,,37.6449368,127.0737283
94,노원구,하계동,1,255, , ,,37.6403353,127.0776372
96,강북구,수유동,1,252,19, ,,37.6457235,127.0204494
98,도봉구,방학동,1,270,1, ,,37.6597831,127.0311865
80,송파구,가락동,1,21, , ,,37.5023386,127.1230275
99,노원구,중계동,1,507,3, ,,37.6397013,127.0657916
100,노원구,월계동,1,1,7, ,,37.6232494,127.0689643
101,노원구,월계동,1,779, , ,,37.6307835,127.0486895
103,송파구,오금동,1,110, , ,,37.5030986,127.1424217
104,노원구,월계동,1,555, , ,,37.6295194,127.0515124
105,노원구,월계동,1,564, , ,,37.6280905,127.0532717
106,노원구,월계동,1,563, , ,,37.62722,127.0516875
107,송파구,마천동,1,125,13, ,,37.4975793,127.1512743
108,노원구,하계동,1,277, , ,,37.6348705,127.0712993
110,노원구,하계동,1,271,1, ,,37.6370714,127.0633298
111,노원구,중계동,1,501, , ,,37.6442022,127.0614697
113,노원구,상계동,1,737,1, ,,37.651721,127.0571617
114,노원구,상계동,1,737,3, ,,37.6519915,127.0592957
115,노원구,상계동,1,741,2, ,,37.6492494,127.0586622
117,노원구,상계동,1,752,1, ,,37.6504775,127.0633196
118,노원구,상계동,1,756, , ,,37.6512797,127.066805
119,노원구,상계동,1,625, , ,,37.6703363,127.0555516
120,노원구,상계동,1,623, , ,,37.6679446,127.053321
121,노원구,상계동,1,656,1, ,,37.6657426,127.0532382
122,노원구,상계동,1,652,3, ,,37.6660853,127.054735
124,노원구,상계동,1,665, , ,,37.6628704,127.0543004
125,노원구,상계동,1,667, , ,,37.6628526,127.0561867
126,노원구,상계동,1,627, , ,,37.6692745,127.0583338
128,노원구,상계동,1,636, , ,,37.6680075,127.0620318
129,노원구,상계동,1,670,1, ,,37.6632746,127.059867
131,노원구,상계동,1,695,1, ,,37.65905,127.0567235
132,노원구,상계동,1,692,1, ,,37.6599011,127.061065
134,노원구,상계동,1,1200,1, ,,37.6875646,127.053304
300,구로구,구로동,1,50, , ,,37.5010265,126.8904376
1,성북구,돈암동,1,51,5, ,,37.5977875,127.0211775
2,성북구,정릉동,2,1,214, ,,37.6106601,126.9935398
4,성북구,삼선동1가,1,303, , ,,37.582363,127.0090132
6,성북구,보문동3가,1,218,50, ,,37.5838929,127.0165128
7,성북구,하월곡동,2,2,11, ,,37.6108306,127.0386769
8,성북구,종암동,1,108,1, ,,37.6015468,127.0389498
9,성북구,장위동,1,156, , ,,37.6203285,127.0533143
10,강북구,번동,1,612,3, ,,37.62994,127.0429154
12,강북구,미아동,1,165,3, ,,37.6320995,127.0255859
13,강북구,미아동,1,162,1, ,,37.6335613,127.0252706
14,강북구,미아동,1,860,116, ,,37.6182163,127.0243007
15,강북구,미아동,1,329,11, ,,37.6181523,127.0270601
16,강북구,번동,1,447,1, ,,37.6357842,127.0249482
17,강북구,번동,1,472,39, ,,37.6393474,127.0329993
19,강북구,번동,1,235, , ,,37.6297165,127.0398433
21,강북구,번동,1,244, , ,,37.6237396,127.0464875
22,강북구,수유동,1,49,7, ,,37.6331769,127.0206696
23,강북구,수유동,1,172,209, ,,37.6424025,127.0268239
24,강북구,수유동,1,193,1, ,,37.6405571,127.0244424
25,강북구,미아동,2,25,1, ,,37.6201422,127.0350955
27,도봉구,창동,1,20, , ,,37.6539114,127.0508754
28,도봉구,방학동,1,679, , ,,37.6631998,127.0419887
29,도봉구,도봉동,1,282,26, ,,37.6876469,127.040677
31,도봉구,창동,1,367, , ,,37.646582,127.0450197
32,도봉구,창동,1,381, , ,,37.6430857,127.0486333
34,도봉구,창동,1,30,1, ,,37.6468398,127.0518019
35,도봉구,창동,1,33,4, ,,37.6503967,127.0529641
37,도봉구,창동,1,28, , ,,37.6475738,127.050902
38,노원구,상계동,2,62,6, ,,37.674712,127.0620735
40,노원구,상계동,1,620, , ,,37.6695451,127.0505111
41,노원구,상계동,1,753,2, ,,37.650782,127.0646754
42,노원구,중계동,1,360,18, ,,37.648671,127.0711077
43,노원구,중계동,1,362, , ,,37.6471886,127.0756055
135,노원구,상계동,1,772,2, ,,37.645291,127.0566435
136,노원구,중계동,1,17,8, ,,37.6439642,127.0881208
137,노원구,중계동,1,19,47, ,,37.6426723,127.0874134
138,노원구,중계동,1,17,6, ,,37.644169,127.0881482
139,영등포구,양평동,1,153,2, ,,37.5390641,126.898631
141,영등포구,대림동,1,657, , ,,37.5033253,126.8992024
142,영등포구,영등포동6가,1,53,1, ,,37.5214533,126.9037833
30,도봉구,창동,1,347,3, ,,37.6496495,127.0437917
44,노원구,중계동,1,515,4, ,,37.6486447,127.0664323
143,영등포구,대림동,1,742, , ,,37.4984624,126.8973129
144,영등포구,대림동,1,703,6, ,,37.492789,126.899438
145,영등포구,신길동,1,341,3, ,,37.5015457,126.9061645
148,구로구,신도림동,1,360,50, ,,37.5096947,126.8903898
149,구로구,개봉동,1,353,13, ,,37.4965469,126.8564394
150,영등포구,신길동,1,39,3, ,,37.5162236,126.9153946
151,동작구,대방동,1,407,47, ,,37.4980415,126.9219398
152,동작구,상도동,1,280, , ,,37.4924428,126.9369933
153,구로구,신도림동,1,271,5, ,,37.5139956,126.8828703
133,노원구,상계동,1,692,3, ,,37.6575682,127.0613426
155,동작구,본동,1,126,450, ,,37.5082997,126.9544141
156,동작구,동작동,1,326, , ,,37.503168,126.9780267
157,동작구,동작동,2,45,4, ,,37.504625,126.9752058
158,동작구,동작동,1,86,3, ,,37.499176,126.9844917
159,동작구,상도동,2,65,41, ,,37.4939764,126.9411029
162,동작구,대방동,1,23,176, ,,37.5102375,126.9285703
163,동작구,대방동,1,15,45, ,,37.5075563,126.9278282
164,동작구,상도동,1,362,46, ,,37.506801,126.9355832
165,동작구,노량진동,1,152,3, ,,37.5138449,126.9481992
166,동작구,사당동,2,24,17, ,,37.4858652,126.9745605
167,관악구,봉천동,1,1613,19, ,,37.4778253,126.9556392
169,관악구,신림동,1,1433,158, ,,37.484139,126.9263886
171,관악구,신림동,1,808,502, ,,37.4688286,126.9316063
172,관악구,신림동,1,1677,5, ,,37.4847939,126.9033032
173,관악구,신림동,2,69,18, ,,37.4614817,126.9329263
174,관악구,신림동,2,57,1, ,,37.4593349,126.9291917
176,관악구,신림동,2,32,5, ,,37.4670754,126.9472006
177,관악구,신림동,2,50,2, ,,37.458914,126.9461979
178,관악구,신림동,2,52, , ,,37.4550754,126.9471745
179,관악구,봉천동,1,228, , ,,37.4711668,126.9602006
182,서초구,원지동,1,1,362, ,,37.4454321,127.0570701
183,서초구,양재동,1,200, , ,,37.4682722,127.0311235
184,광진구,구의동,1,216,5, ,,37.5380333,127.0923891
185,광진구,자양동,1,686,52, ,,37.5320208,127.0878849
186,광진구,광장동,1,242,1, ,,37.5459266,127.103908
188,광진구,자양동,1,804,10, ,,37.535781,127.0777057
189,광진구,자양동,1,651,50, ,,37.5302033,127.0824409
190,광진구,화양동,1,8,36, ,,37.5415522,127.0696986
191,광진구,화양동,1,32,1, ,,37.5463893,127.0679173
192,광진구,화양동,1,45,3, ,,37.5427206,127.0669007
193,광진구,중곡동,1,143,130, ,,37.5628462,127.0961772
170,관악구,신림동,1,808,142, ,,37.4700452,126.9325326
195,광진구,구의동,1,546,2, ,,37.5369695,127.0946358
197,광진구,광장동,1,387,1, ,,37.5480701,127.1006935
198,광진구,광장동,1,554,15, ,,37.5403016,127.1016403
199,광진구,자양동,1,651,20, ,,37.5307597,127.0813548
200,광진구,화양동,1,8,36, ,,37.5415522,127.0696986
202,광진구,중곡동,1,68,20, ,,37.5589084,127.0910671
203,동대문구,전농동,1,604,4, ,,37.5828774,127.050621
204,동대문구,회기동,1,81, , ,,37.5901291,127.055376
205,성동구,하왕십리동,1,890,243, ,,37.5616111,127.0270029
206,광진구,능동,1,18,11, ,,37.5468061,127.0778508
207,중랑구,신내동,1,351,2, ,,37.6145493,127.1009212
209,중랑구,면목동,1,110,1, ,,37.5856761,127.0913319
210,중랑구,망우동,1,492,6, ,,37.597671,127.0966698
211,중랑구,상봉동,1,122,31, ,,37.5931827,127.0823863
213,중랑구,중화동,1,302,57, ,,37.5981593,127.0774472
214,중랑구,면목동,1,656, , ,,37.5731232,127.0833126
216,중랑구,면목동,1,351, , ,,37.5768823,127.084358
217,중랑구,중화동,1,280,16, ,,37.604121,127.0805124
218,중랑구,면목동,2,46,3, ,,37.5808711,127.0965242
219,중랑구,신내동,1,652, , ,,37.6137871,127.0891913
220,중랑구,상봉동,1,12,2, ,,37.6066405,127.0915329
46,영등포구,양평동1가,1,205, , ,,37.5233362,126.8882279
47,서초구,양재동,1,200, , ,,37.4682722,127.0311235
48,서초구,양재동,1,200, , ,,37.4682722,127.0311235
49,서초구,서초동,2,139,1, ,,37.4765543,127.0137811
50,서초구,방배동,2,190,2, ,,37.462376,126.9884283
51,서초구,방배동,1,445,3, ,,37.4768065,126.9825339
53,강남구,신사동,1,649,9, ,,37.5243955,127.0351332
54,강남구,역삼동,1,635, , ,,37.5022569,127.0299928
56,강남구,역삼동,1,635,1, ,,37.5009677,127.0299964
57,강남구,일원동,1,690, , ,,37.4899751,127.0774748
58,강남구,대치동,1,501, , ,,37.4895773,127.0571726
60,강남구,개포동,1,139, , ,,37.482797,127.0661575
61,강남구,도곡동,2,31,1, ,,37.4896583,127.0441451
62,강남구,일원동,1,621, , ,,37.4925844,127.0826746
63,서초구,양재동,1,311, , ,,37.4716699,127.0423731
64,강남구,개포동,1,13,1, ,,37.4955897,127.0786243
65,강남구,일원동,1,732, , ,,37.4809932,127.0780984
67,강남구,논현동,1,26, , ,,37.5154949,127.0252215
68,강남구,개포동,1,12,7, ,,37.4919837,127.0731913
69,강남구,개포동,1,12,3, ,,37.4960407,127.0758232
71,강남구,일원동,1,732,4, ,,37.4807248,127.0807777
72,강남구,일원동,1,712,4, ,,37.4920982,127.0882175
74,강남구,일원동,2,63,47, ,,37.4797079,127.0812933
75,강남구,세곡동,1,96,5, ,,37.4652222,127.1099722
76,강남구,개포동,1,155, , ,,37.4858116,127.0634887
77,송파구,잠실동,1,50,3, ,,37.5104037,127.072324
78,송파구,방이동,1,52, , ,,37.5142918,127.1139233
79,송파구,송파동,1,169, , ,,37.5013053,127.1189117
82,송파구,문정동,1,150,8, ,,37.4895625,127.1106313
83,송파구,문정동,1,150,5, ,,37.4906967,127.1138581
84,송파구,가락동,1,110, , ,,37.4918088,127.1239642
86,송파구,문정동,1,2, , ,,37.4903104,127.1322526
87,송파구,거여동,1,11, , ,,37.4968435,127.1416904
89,송파구,문정동,1,92, , ,,37.4851851,127.1288909
90,송파구,신천동,1,6, , ,,37.521333,127.0994876
91,송파구,풍납동,1,74, , ,,37.5381806,127.1217703
310,영등포구,당산동4가,1,74,3, ,,37.5297743,126.8978822
311,영등포구,영등포동8가,1,33,7, ,,37.5267799,126.9034345
312,영등포구,당산동1가,1,186,23, ,,37.5225194,126.901119
314,영등포구,문래동3가,1,4,38, ,,37.5151446,126.9019676
315,양천구,목동,1,907,3, ,,37.5351839,126.8786826
316,영등포구,신길동,1,1373, , ,,37.5129444,126.9264385
317,강남구,논현동,1,211,14, ,,37.513487,127.0349177
319,양천구,신정동,1,329,9, ,,37.5191985,126.8707191
321,금천구,독산동,2,198,3, ,,37.4678605,126.9096832
322,금천구,가산동,1,707,1, ,,37.4653409,126.8861175
323,강남구,논현동,1,89,11, ,,37.5153035,127.0340832
324,구로구,궁동,1,35, , ,,37.503345,126.8284466
309,구로구,구로동,1,631,21, ,,37.4996121,126.8717417
325,영등포구,여의도동,1,56, , ,,37.5175748,126.93049
326,강남구,논현동,1,106,4, ,,37.5177166,127.0357358
328,강남구,논현동,1,277,23, ,,37.5098871,127.0409941
329,강남구,대치동,1,2,7, ,,37.4984515,127.0776413
330,강남구,대치동,1,50,8, ,,37.4972419,127.0702144
331,강남구,대치동,1,913,18, ,,37.5014809,127.0590719
332,강남구,대치동,1,942,4, ,,37.5057453,127.0577173
333,강남구,대치동,1,948,7, ,,37.5061525,127.0635784
336,강남구,도곡동,1,515,2, ,,37.4833045,127.0428453
337,강남구,도곡동,1,543,3, ,,37.4922005,127.0419308
338,강남구,도곡동,1,546,14, ,,37.4910241,127.0376811
339,강남구,도곡동,1,910,2, ,,37.4856641,127.0399191
340,강남구,삼성동,1,38,22, ,,37.5115383,127.0470486
341,강동구,둔촌동,1,600,1, ,,37.5364671,127.1493912
344,강서구,내발산동,1,737,178, ,,37.5473989,126.8213264
345,강서구,등촌동,1,631,7, ,,37.5566824,126.8627957
346,강서구,등촌동,1,510,13, ,,37.5486916,126.8631104
347,강서구,등촌동,1,511,5, ,,37.5467642,126.862563
348,강서구,등촌동,1,657,5, ,,37.556714,126.8508277
349,금천구,독산동,1,719,14, ,,37.4591539,126.8892535
342,강동구,길동,1,348,6, ,,37.5398622,127.1411062
351,강서구,등촌동,1,684, , ,,37.5675119,126.8413213
398,성동구,성수동1가,1,13,11, ,,37.5508217,127.0505262
399,성동구,성수동1가,1,33,96, ,,37.5400061,127.0498906
400,성동구,성수동1가,1,656,216, ,,37.5513241,127.0465732
401,성동구,성수동1가,1,656,289, ,,37.5490975,127.0448483
403,성동구,성수동2가,1,289,2, ,,37.5485223,127.0579093
405,성북구,보문동1가,1,9,3, ,,37.5876274,127.0184717
406,성북구,보문동5가,1,146,1, ,,37.5831367,127.0202043
407,성북구,삼선동1가,1,12,1, ,,37.5879443,127.0055642
408,성북구,상월곡동,1,23,11, ,,37.606897,127.0500249
409,성동구,마장동,1,522,6, ,,37.5704974,127.0381308
410,성동구,성수동2가,1,19,1, ,,37.5440254,127.0647534
411,성북구,상월곡동,1,23,35, ,,37.6072103,127.0504893
413,성동구,성수2가동,1,331,17, ,,37.5387684,127.0558111
414,성북구,상월곡동,1,23,95, ,,37.6079226,127.0507701
415,성북구,석관동,1,174,1, ,,37.6126573,127.0613402
416,성북구,안암동4가,1,41,37, ,,37.5795886,127.0245271
418,송파구,잠실동,1,84, , ,,37.5101819,127.0757234
420,강동구,명일동,1,47,20, ,,37.5535948,127.1561958
421,강동구,고덕동,1,479, , ,,37.5634881,127.1555246
422,강동구,고덕동,1,287, , ,,37.561845,127.1590389
423,강동구,고덕동,1,287, , ,,37.561845,127.1590389
424,강동구,고덕동,1,215, , ,,37.5598169,127.1675357
425,강동구,암사동,1,468,2, ,,37.5521324,127.1308164
428,종로구,종로3가,1,124, , ,,37.570107,126.9915579
429,종로구,종로6가,1,289,3, ,,37.5704022,127.0089176
430,종로구,종로5가,1,398,2, ,,37.5701979,127.0016845
431,영등포구,양평1동,1,37,2, ,,37.5235609,126.8839623
432,중구,남창동,1,51,10, ,,37.5589697,126.9761659
437,영등포구,양평2동,1,281,0, ,,37.5368002,126.8995361
438,영등포구,양평2동,1,41,1, ,,37.5389102,126.8910403
439,양천구,목동,1,642,1, ,,37.544742,126.8644697
440,성북구,안암동5가,1,104,291, ,,37.5830736,127.0291732
426,강동구,암사동,1,515, , ,,37.5501979,127.1253584
434,영등포구,양평1동,1,45,0, ,,37.5239364,126.8835476
441,강서구,화곡동,1,1109, , ,,37.5547038,126.8533032
443,중구,삼각동,1,34,1, ,,37.5681062,126.9857646
444,종로구,관철동,1,10,2, ,,37.5684258,126.9871111
445,종로구,관수동,1,91,1, ,,37.5685832,126.992063
446,동대문구,청량리동,1,205,2, ,,37.5901613,127.0422642
447,동대문구,장안동,1,343, , ,,37.5713811,127.0726368
435,영등포구,양평1동,1,6,1, ,,37.5228693,126.8849165
449,동대문구,전농동,1,199,56, ,,37.5804659,127.0546796
451,동대문구,용두동,1,255,47, ,,37.5709128,127.0280033
452,동대문구,장안동,1,300, , ,,37.5780324,127.071482
453,동대문구,장안동,1,356, , ,,37.5680383,127.0747756
454,마포구,노고산동,1,24,4, ,,37.5539068,126.9412187
455,마포구,노고산동,1,57,50, ,,37.5541375,126.9347693
456,마포구,서교동,1,391,1, ,,37.5519113,126.9154224
458,마포구,동교동,1,197,17, ,,37.5601708,126.9233138
459,마포구,공덕동,1,445,1, ,,37.5444177,126.9489996
460,마포구,망원동,1,381,1, ,,37.5545734,126.9080638
461,마포구,서교동,1,479,1, ,,37.5546108,126.9127935
462,성동구,옥수동,1,528, , ,,37.546276,127.0112609
466,마포구,도화동,1,292,39, ,,37.5390809,126.9467475
467,마포구,망원동,1,408,3, ,,37.5549033,126.9020762
468,양천구,목동,1,131,3, ,,37.5451746,126.8820481
469,양천구,목동,1,910, , ,,37.5382132,126.8855437
470,노원구,중계동,1,508, , ,,37.6401208,127.0671196
471,양천구,목동,1,906, , ,,37.5347931,126.8770361
473,양천구,신정동,2,115,71, ,,37.5142426,126.8457851
475,양천구,신정동,2,115,71, ,,37.5142426,126.8457851
476,양천구,목동,1,517,12, ,,37.5464783,126.8799884
477,양천구,신정동,1,320, , ,,37.5180181,126.868181
478,양천구,신정동,1,310,7, ,,37.5146212,126.856515
479,양천구,신정동,1,1032,14, ,,37.5186629,126.8538182
481,양천구,신정동,2,115,71, ,,37.5142426,126.8457851
222,성북구,보문동1가,1,147,36, ,,37.5848581,127.0199521
224,성북구,종암동,2,2,27, ,,37.5963501,127.0285802
225,성북구,장위동,1,157,5, ,,37.6208596,127.0524367
226,성북구,상월곡동,2,1,1, ,,37.6104389,127.0452355
271,마포구,망원동,1,450,2, ,,37.5589096,126.8972248
273,마포구,도화동,1,540, , ,,37.5410989,126.9455492
274,강서구,화곡동,2,60,1, ,,37.5504013,126.8435735
275,강서구,가양동,1,1459,9, ,,37.5699024,126.8503623
276,강서구,가양동,1,1471, , ,,37.5677894,126.8526764
277,강서구,가양동,1,1485,5, ,,37.5617312,126.8644367
278,강서구,방화동,1,855, , ,,37.5816729,126.8120959
281,강서구,등촌동,1,646,41, ,,37.5526261,126.8635171
282,강서구,화곡동,2,162,1, ,,37.5367521,126.8440768
283,강서구,마곡동,2,3, , ,,37.5730008,126.8385095
284,강서구,화곡동,1,98,99, ,,37.5414928,126.8443907
285,강서구,가양동,1,1459,1, ,,37.5718364,126.8442774
287,강서구,가양동,1,1465, , ,,37.5686849,126.8487096
288,강서구,가양동,1,1478,1, ,,37.5649552,126.8518519
289,강서구,가양동,1,1474,1, ,,37.5658164,126.8547524
290,강서구,가양동,1,1481,1, ,,37.5636573,126.8545081
291,강서구,가양동,1,1482,1, ,,37.5623144,126.8574517
292,강서구,가양동,1,1486,1, ,,37.5623792,126.8609928
294,강서구,방화동,1,266,24, ,,37.5711883,126.8149751
296,구로구,구로동,1,745,74, ,,37.4869838,126.8862329
297,구로구,구로동,1,50, , ,,37.5010265,126.8904376
298,구로구,구로동,1,792,28, ,,37.4863261,126.8885918
302,구로구,구로동,1,478,1, ,,37.497769,126.8802722
303,구로구,구로동,1,139,82, ,,37.4908918,126.8916242
304,구로구,구로동,1,801,27, ,,37.4851734,126.8873217
305,구로구,고척동,1,226,9, ,,37.5074917,126.8543519
306,구로구,고척동,1,164,129, ,,37.5034474,126.8525501
307,구로구,개봉동,1,74,19, ,,37.4986018,126.8475941
308,구로구,구로동,1,777,1, ,,37.487255,126.8902118
612,양천구,목동,1,122,2, ,,37.5460884,126.8813197
613,양천구,목동,1,199,58, ,,37.539587,126.8745515
599,서초구,양재동,1,106,5, ,,37.4753157,127.0348768
607,송파구,장지동,1,603,3, ,,37.4720691,127.1273586
617,양천구,목동,1,905,30, ,,37.532122,126.8755645
618,양천구,신월동,1,474,4, ,,37.5254695,126.8498875
227,성북구,하월곡동,1,96,78, ,,37.6052213,127.0355612
229,성북구,성북동,1,303,19, ,,37.5962516,126.9938352
230,용산구,용산동3가,1,1,96, ,,37.5344282,126.9754456
232,용산구,신계동,1,29,4, ,,37.5340704,126.9628583
233,용산구,이태원동,1,34,114, ,,37.5343196,126.9886742
234,용산구,이태원동,1,261,5, ,,37.5430656,126.9902626
235,용산구,후암동,1,103,9, ,,37.5502454,126.9762297
236,용산구,용산동2가,1,1,1485, ,,37.545649,126.9843216
237,용산구,한강로2가,1,2,216, ,,37.5348253,126.9714549
239,용산구,효창동,1,255,4, ,,37.5444436,126.9616004
240,용산구,한강로3가,1,40,900, ,,37.5231135,126.9610743
241,용산구,한강로2가,1,2,155, ,,37.5311443,126.96842
221,성북구,성북동,2,25,20, ,,37.5928289,126.9931219
242,용산구,효창동,1,257, , ,,37.5440057,126.9598881
243,용산구,한남동,1,524,3, ,,37.5303022,127.0072534
246,성동구,행당동,1,128,7, ,,37.557606,127.0372853
247,성동구,용답동,1,128,3, ,,37.5699953,127.047474
248,성동구,용답동,1,234,1, ,,37.5603573,127.0645599
249,성동구,성수동2가,1,273,11, ,,37.5420644,127.0602051
250,성동구,금호동3가,1,451, , ,,37.5487764,127.0214062
251,성동구,금호동3가,1,1266, , ,,37.5494889,127.0190728
252,성동구,금호동3가,1,474,2, ,,37.5489656,127.022449
254,성동구,행당동,2,30,40, ,,37.5541896,127.0298409
255,성동구,금호동4가,2,28,1, ,,37.5448564,127.0206462
256,성동구,마장동,1,803, , ,,37.5698354,127.0441409
257,성동구,마장동,1,780,1, ,,37.5661246,127.0457962
258,성동구,행당동,1,142,14, ,,37.5588055,127.0356445
262,성동구,사근동,1,103,1, ,,37.5540356,127.0477242
263,성동구,행당동,1,81,4, ,,37.5535973,127.0419502
264,성동구,행당동,1,346,2, ,,37.5547101,127.0271042
266,성동구,용답동,1,27,1, ,,37.5601563,127.0540369
267,성동구,응봉동,1,3,10, ,,37.5501364,127.034554
268,광진구,중곡동,1,176,111, ,,37.5680676,127.0898281
269,광진구,중곡동,1,100,16, ,,37.5568324,127.0920797
270,광진구,광장동,1,5,117, ,,37.5520082,127.101489
353,강서구,마곡동,1,224,7, ,,37.5726951,126.8254127
354,강서구,외발산동,1,423,2, ,,37.5509987,126.8148776
355,강서구,내발산동,1,648,3, ,,37.5577988,126.8424281
357,강서구,방화동,1,645,6, ,,37.5662484,126.8060579
358,강서구,염창동,1,252,15, ,,37.5497759,126.8755585
359,강서구,염창동,1,263,8, ,,37.5491045,126.8759961
360,강서구,염창동,1,274,18, ,,37.5511247,126.8656529
362,강서구,화곡동,1,931,11, ,,37.527216,126.8428238
364,강서구,화곡동,1,1065,9, ,,37.5414757,126.8390524
365,강서구,화곡동,1,785,2, ,,37.5300156,126.8630902
366,구로구,온수동,1,35,3, ,,37.4909647,126.8267163
367,구로구,온수동,1,9,12, ,,37.4929263,126.8240206
368,강서구,내발산동,1,701,7, ,,37.5517439,126.8359025
369,강서구,염창동,1,283,4, ,,37.5473227,126.8773841
371,동대문구,답십리동,1,3,39, ,,37.5729833,127.0649462
372,동대문구,신설동,1,92,67, ,,37.5716604,127.0253706
373,동대문구,용두동,1,36,2, ,,37.5736528,127.0377421
374,동대문구,용두동,1,40,9, ,,37.5758128,127.0377086
375,동대문구,용두동,1,729,2, ,,37.5813911,127.0280484
379,동대문구,장안동,1,164,2, ,,37.5699608,127.0648819
380,동대문구,장안동,1,387,1, ,,37.5722538,127.0688641
382,동대문구,신설동,1,92,62, ,,37.576398,127.0271781
383,동대문구,장안동,1,430,8, ,,37.5641765,127.0659761
384,동대문구,장안동,1,466,11, ,,37.5613841,127.0684541
385,동대문구,전농동,1,26,5, ,,37.5756403,127.0573843
388,동대문구,전농동,1,295,478, ,,37.5771036,127.0564862
389,서초구,방배동,1,13,6, ,,37.4948833,126.9902746
390,서초구,방배동,1,936,12, ,,37.4871532,126.9935526
391,서초구,방배동,1,475,17, ,,37.4781624,126.9877969
392,서초구,방배동,1,2833, , ,,37.466826,126.9879745
484,양천구,신월동,1,987, , ,,37.519748,126.8349156
474,양천구,신정동,2,115,71, ,,37.5142426,126.8457851
482,양천구,신정동,2,62,14, ,,37.5106794,126.8571163
485,양천구,신월동,1,977, , ,,37.5211154,126.8365344
486,양천구,신월동,1,936, , ,,37.5222037,126.830984
487,양천구,신정동,2,74,15, ,,37.5100911,126.8706024
489,강서구,공항동,1,687,15, ,,37.5557343,126.8121441
490,강서구,화곡동,2,47,16, ,,37.5451975,126.8511959
491,강서구,화곡동,1,24,138, ,,37.5455426,126.8463139
381,동대문구,장안동,1,415,15, ,,37.5622254,127.0616526
393,서초구,방배동,1,945,7, ,,37.4857806,126.9882214
492,강서구,염창동,1,281,3, ,,37.5482869,126.8743771
493,강서구,방화동,1,620,283, ,,37.5625546,126.8085899
494,강서구,방화동,1,612,52, ,,37.5636793,126.8084268
495,강서구,등촌동,1,690,5, ,,37.559786,126.8420414
497,강서구,등촌동,1,706, , ,,37.5585898,126.8500371
499,강서구,화곡동,2,60,1, ,,37.5504013,126.8435735
500,노원구,중계동,1,25,1, ,,37.6411318,127.0838237
501,노원구,중계동,1,26,20, ,,37.6403876,127.0842277
502,노원구,월계동,1,320, , ,,37.6350005,127.0590943
504,노원구,상계동,2,1,2, ,,37.6875938,127.0702456
505,노원구,중계동,2,28, , ,,37.6625837,127.0832742
506,은평구,녹번동,1,158,1, ,,37.603998,126.9237022
507,은평구,응암동,1,85,41, ,,37.6016532,126.9236065
508,은평구,불광동,2,1,13, ,,37.623126,126.9360221
509,은평구,불광동,1,444,1, ,,37.6253391,126.9262584
512,노원구,상계동,1,790,1, ,,37.6528707,127.05488
513,은평구,갈현동,1,416,3, ,,37.6251607,126.9186069
514,은평구,갈현동,1,513,1, ,,37.6173231,126.9133169
516,은평구,대조동,1,212, , ,,37.6154404,126.9199412
517,은평구,응암동,1,613, , ,,37.5904823,126.9239636
519,은평구,응암동,1,120,22, ,,37.5954005,126.9173801
521,은평구,역촌동,1,39,2, ,,37.6011246,126.9185039
522,은평구,증산동,1,185,1, ,,37.5829059,126.9065531
523,은평구,증산동,1,163,34, ,,37.5867496,126.9117363
524,은평구,증산동,1,180,1, ,,37.5799698,126.9041191
525,은평구,증산동,2,18,6, ,,37.5843744,126.9030349
526,은평구,신사동,1,5,21, ,,37.5989763,126.9112122
527,은평구,녹번동,2,1,1, ,,37.6057986,126.9413992
511,은평구,갈현동,1,434,38, ,,37.6215025,126.9157811
520,은평구,역촌동,1,32,36, ,,37.6040623,126.9167863
530,은평구,신사동,1,31,2, ,,37.5960721,126.9118681
531,서대문구,영천동,1,263, , ,,37.571603,126.9604487
532,서대문구,현저동,1,107,479, ,,37.5730089,126.9530963
533,서대문구,대현동,1,60,11, ,,37.5578381,126.9437264
534,서대문구,봉원동,1,19, , ,,37.5707224,126.9461831
537,서대문구,홍제동,2,1,1, ,,37.5876553,126.9554558
538,서대문구,홍제동,2,1,100, ,,37.5928587,126.9548512
539,서대문구,남가좌동,1,124,453, ,,37.5728769,126.9182624
540,서대문구,남가좌동,1,152,22, ,,37.5706876,126.9165412
541,마포구,동교동,1,168,1, ,,37.5572005,126.9260339
542,마포구,연남동,1,563,5, ,,37.559655,126.9188053
528,은평구,구산동,2,33, , ,,37.6095476,126.9087173
543,마포구,망원동,1,460,5, ,,37.5532543,126.9003275
545,마포구,상수동,1,72,7, ,,37.5490071,126.9253507
546,종로구,구기동,1,120,16, ,,37.6095904,126.9564205
547,종로구,창신동,1,23,315, ,,37.5784256,127.0125542
548,종로구,연건동,1,28,5, ,,37.5799292,126.9968089
549,종로구,인사동,1,43,2, ,,37.5714789,126.9873579
553,종로구,숭인동,1,56,144, ,,37.5786549,127.0176173
554,종로구,숭인동,1,56,155, ,,37.5786667,127.0173915
555,종로구,세종로,1,1, , ,,37.5862716,126.9766224
556,마포구,아현동,1,386,72, ,,37.5519207,126.9622492
557,종로구,무악동,1,48, , ,,37.5779493,126.9569202
558,종로구,옥인동,1,179,1, ,,37.5830092,126.9637748
561,종로구,창신동,1,640, , ,,37.575547,127.0098414
562,중구,장충동2가,1,200,102, ,,37.5581697,127.0068293
