개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
3070000,CDFF4220002004000003,20040503,,1,영업/정상,13,영업중,,,,,02-3291-5540,,,서울특별시 성북구 돈암동 538-98,서울특별시 성북구 아리랑로 82 (돈암동),2827,아리랑시네센터(아리랑인디웨이브),2023.1.19 20:25,U,2022.11.30 22:01,,201158.1367,455288.7654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070000,CDFF4220002019000001,20190822,,1,영업/정상,13,영업중,,,,,02-371-6800,,,서울특별시 성북구 동선동1가 1-2 유타 ,"서울특별시 성북구 동소문로 106, 유타 10층 (동선동1가)",2845,CGV 성신여대입구 1관,2021.4.22 10:57,U,2021.4.24 2:40,,201447.4187,454477.1033,영화상영관,,21,,,,14,7,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20190822,일반상업지역
3070000,CDFF4220002019000002,20190822,,1,영업/정상,13,영업중,,,,,02-371-6800,,,서울특별시 성북구 동선동1가 1-2 유타 ,"서울특별시 성북구 동소문로 106, 유타 12층 (동선동1가)",2845,CGV 성신여대입구 4관,2021.7.26 15:40,U,2021.7.28 2:40,,201447.4187,454477.1033,영화상영관,,21,,,0,14,7,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20190822,일반상업지역
3070000,CDFF4220002019000003,20190822,,1,영업/정상,13,영업중,,,,,02-371-6800,,,서울특별시 성북구 동선동1가 1-2 유타몰 12층 ,"서울특별시 성북구 동소문로 106, 유타 12층 (동선동1가)",2845,CGV 성신여대입구 5관,2021.7.26 15:40,U,2021.7.28 2:40,,201447.4187,454477.1033,영화상영관,,21,,,0,14,7,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20190822,일반상업지역
3080000,CDFF4220002002000003,20020718,,3,폐업,3,폐업,20031031,,,,984-4331,,142804,서울특별시 강북구 미아동 35-0004번지 ,,,대지극장(2관),2003.11.3 9:01,I,2018.8.31 23:59,,202642.446,456636.3082,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020718,
3080000,CDFF4220002002000001,20020718,,3,폐업,3,폐업,20031031,,,,984-4331,,142804,서울특별시 강북구 미아동 35-0004번지 ,,,대지극장(1관),2003.11.3 9:00,I,2018.8.31 23:59,,202642.446,456636.3082,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020718,
3080000,CDFF4220002002000002,20020716,,3,폐업,3,폐업,20100701,,,,985-7187,,142829,서울특별시 강북구 번동 산 25-0006번지 ,,,씨네드림,2011.3.7 14:01,I,2018.8.31 23:59,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20020716,
3080000,CDFF4220002017000002,20170427,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 번동 449-1 ,서울특별시 강북구 도봉로 308 (번동),1062,(주)써니트수유 롯데시네마 수유,2021.12.14 17:24,U,2021.12.16 2:40,,202032.7576,459259.444,영화상영관,,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20170427,
3080000,CDFF4220002017000003,20170427,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 번동 449-1 ,서울특별시 강북구 도봉로 308 (번동),1062,(주)씨니트 롯데시네마 수유,2021.12.14 17:27,U,2021.12.16 2:40,,202032.7576,459259.444,영화상영관,,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20170427,
3080000,CDFF4220002007000001,20070330,,1,영업/정상,13,영업중,,,,,986-1375,,,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 9층 ,"서울특별시 강북구 도봉로 34, 9층 (미아동, 트레지오빌딩)",1220,씨지브이 미아점 1관,2021.4.23 9:25,U,2021.4.25 2:40,,202642.446,456636.3082,영화상영관,영화상영관,,학교정화(상대),,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070330,일반상업지역
3080000,CDFF4220002007000002,20070330,,1,영업/정상,13,영업중,,,,,986-1375,,,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 10층 ,"서울특별시 강북구 도봉로 34 (미아동,트레지오 쇼핑몰 10층)",,씨지브이 미아점 2관,2021.4.23 9:27,U,2021.4.25 2:40,,202642.446,456636.3082,영화상영관,영화상영관,,학교정화(상대),,,12,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070330,일반상업지역
3080000,CDFF4220002007000003,20070330,,1,영업/정상,13,영업중,,,,,986-1375,,,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 10층 ,"서울특별시 강북구 도봉로 34, 10층 (미아동, 트레지오빌딩)",1220,씨지브이 미아점 3관,2021.4.23 9:28,U,2021.4.25 2:40,,202642.446,456636.3082,영화상영관,영화상영관,,학교정화(상대),,,12,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070330,일반상업지역
3080000,CDFF4220002007000004,20070330,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 11층 ,"서울특별시 강북구 도봉로 34, 11층 (미아동, 트레지오빌딩)",1220,씨지브이 미아점 4관,2021.4.23 9:28,U,2021.4.25 2:40,,202642.446,456636.3082,영화상영관,영화상영관,,학교정화(상대),,,10,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070330,일반상업지역
3080000,CDFF4220002007000005,20070330,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 11층 ,"서울특별시 강북구 도봉로 34, 11층 (미아동, 트레지오빌딩)",1220,씨지브이 미아점 5관,2021.4.23 9:28,U,2021.4.25 2:40,,202642.446,456636.3082,영화상영관,영화상영관,,학교정화(상대),,,12,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070330,일반상업지역
3080000,CDFF4220002007000006,20070330,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 11층 ,"서울특별시 강북구 도봉로 34, 11층 (미아동, 트레지오빌딩)",1220,씨지브이 미아점 6관,2021.4.23 9:29,U,2021.4.25 2:40,,202642.446,456636.3082,영화상영관,영화상영관,,학교정화(상대),,,10,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070330,일반상업지역
3220000,CDFF4220001998000008,19980309,,3,폐업,3,폐업,20000426,,,,,,135931,서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),,동아극장 2관,2003.2.8 13:54,I,2018.8.31 23:59,,202262.4579,444382.5423,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19980309,
3080000,CDFF4220002012000001,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 4층 (수유동)",1055,CGV 수유 1관,2021.4.23 9:29,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,준주거지역
3080000,CDFF4220002012000002,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 8층 (수유동)",1055,CGV 수유 9관,2021.4.23 9:33,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,준주거지역
3080000,CDFF4220002012000003,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 8층 (수유동)",1055,CGV 수유 8관,2021.4.23 9:32,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,준주거지역
3080000,CDFF4220002012000004,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 8층 (수유동)",1055,CGV 수유 7관,2021.4.23 9:31,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,준주거지역
3080000,CDFF4220002012000005,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 4층 (수유동)",1055,CGV  수유 2관,2021.4.23 9:30,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,준주거지역
3080000,CDFF4220002012000006,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 4층 (수유동)",1055,CGV 수유 3관,2021.4.23 9:30,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,준주거지역
3080000,CDFF4220002012000007,20120224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 6층 (수유동)",1055,CGV 수유 6관,2021.4.23 9:31,U,2021.4.25 2:40,,202565.2368,460003.1177,영화상영관,,,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20120224,
