개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
3010000,CDFF4220002005000002,2005.3.22,,1,영업/정상,13,영업중,,,,,2118-5443,,,서울특별시 중구 남대문로2가 130,"서울특별시 중구 남대문로 73, 6~7층 (남대문로2가, AVENUEL)",4533,롯데시네마 에비뉴엘 <2관>,2023.3.24 10:13,U,2022.12.2 22:06,,198333.4709,451313.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010000,CDFF4220002005000003,2005.3.22,,1,영업/정상,13,영업중,,,,,2118-5443,,,서울특별시 중구 남대문로2가 130,"서울특별시 중구 남대문로 73, 6~7층 (남대문로2가, AVENUEL)",4533,롯데시네마 에비뉴엘 <3관>,2023.3.24 10:13,U,2022.12.2 22:06,,198333.4709,451313.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010000,CDFF4220002005000001,2005.3.22,,1,영업/정상,13,영업중,,,,,2118-5443,,,서울특별시 중구 남대문로2가 130,"서울특별시 중구 남대문로 73, 6~7층 (남대문로2가, AVENUEL)",4533,롯데시네마 에비뉴엘 샤롯데관,2023.3.24 10:12,U,2022.12.2 22:06,,198333.4709,451313.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010000,CDFF4220002005000005,2005.3.22,,1,영업/정상,13,영업중,,,,,2118-5443,,,서울특별시 중구 남대문로2가 130,"서울특별시 중구 남대문로 73, 6~7층 (남대문로2가, AVENUEL)",4533,롯데시네마 에비뉴엘 <1관>,2023.3.24 10:14,U,2022.12.2 22:06,,198333.4709,451313.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010000,CDFF4220002005000004,2005.3.22,,1,영업/정상,13,영업중,,,,,2118-5443,,,서울특별시 중구 남대문로2가 130,"서울특별시 중구 남대문로 73, 6~7층 (남대문로2가, AVENUEL)",4533,롯데시네마 에비뉴엘 <5관>,2023.3.24 10:13,U,2022.12.2 22:06,,198333.4709,451313.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080000,CDFF4220002017000005,2017.4.27,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 번동 449-1,서울특별시 강북구 도봉로 308 (번동),1062,(주)써니트 롯데시네마 수유,2023.5.25 10:36,U,2022.12.4 22:07,,202032.7576,459259.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002022000001,2022.2.21,,1,영업/정상,13,영업중,,,,,02-738-0366,,,서울특별시 마포구 동교동 166-14 동교동 스타피카소,"서울특별시 마포구 양화로 176, 동교동 스타피카소 8층 (동교동)",4051,독립영화전용관 인디스페이스,2023.5.4 18:09,U,2022.12.5 0:07,,193282.1308,450549.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002008000001,2008.1.2,,3,폐업,3,폐업,2022.8.3,,,,3143-7180,,,서울특별시 마포구 동교동 166-6,서울특별시 마포구 양화로 176 (동교동),4051,롯데시네마 홍대입구관 제1관,2023.5.4 18:04,U,2022.12.5 0:07,,193330.7141,450564.5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,CDFF4220002022000005,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 4관,2022.4.20 15:57,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,CDFF4220002022000007,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 6관,2022.4.20 15:59,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,CDFF4220001994000002,1994.9.5,,1,영업/정상,13,영업중,,,,,540-1637,,,서울특별시 강남구 역삼동 816,서울특별시 강남구 강남대로 422 (역삼동),6129,메가박스 씨티(강남대로)2관,2023.6.28 10:38,U,2022.12.5 21:00,,202310.3114,444240.7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,CDFF4220002022000006,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 5관,2022.4.20 15:58,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,CDFF4220002022000001,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",1334,CGV 방학 4DX관,2022.4.20 15:53,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080000,CDFF4220002017000004,2017.4.27,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 번동 449-1,서울특별시 강북구 도봉로 308 (번동),1062,(주)써니트 롯데시네마 수유,2023.5.25 10:35,U,2022.12.4 22:07,,202032.7576,459259.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080000,CDFF4220002017000006,2017.4.27,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강북구 번동 449-1,서울특별시 강북구 도봉로 308 (번동),1062,(주)쎄니트 수유지점 롯데시네마 수유 6관,2023.5.25 10:33,U,2022.12.4 22:07,,202032.7576,459259.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,CDFF4220001994000001,1994.9.5,,1,영업/정상,13,영업중,,,,,540-1637,,,서울특별시 강남구 역삼동 816,서울특별시 강남구 강남대로 422 (역삼동),6129,메가박스 씨티(강남대로)1관,2023.6.28 10:27,U,2022.12.5 21:00,,202310.3114,444240.7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000000,CDFF4220002003000022,2003.2.12,,1,영업/정상,13,영업중,,,,,070-8145-3128,,,서울특별시 종로구 신문로1가 226 흥국생명빌딩,"서울특별시 종로구 새문안로 68, 흥국생명빌딩 지하2층 (신문로1가)",3184,씨네큐브광화문 2관,2023.7.4 14:21,U,2022.12.7 0:06,,197482.2053,451938.3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000000,CDFF4220002003000021,2003.2.12,,1,영업/정상,13,영업중,,,,,070-8145-3128,,,서울특별시 종로구 신문로1가 226 흥국생명빌딩,"서울특별시 종로구 새문안로 68, 흥국생명빌딩 지하2층 (신문로1가)",3184,씨네큐브광화문 1관,2023.7.4 14:21,U,2022.12.7 0:06,,197482.2053,451938.3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000005,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(6관),2023.7.18 18:00,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000010,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(1관),2023.7.18 17:58,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000007,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(4관),2023.7.18 17:59,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000008,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(3관),2023.7.18 17:59,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002003000002,20030519,,1,영업/정상,13,영업중,,,,,02-3147-3733,,,서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",3932,메가박스중앙(주) 상암월드컵경기장지점 MX관,2023.1.16 13:37,U,2022.11.30 23:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002003000006,20030519,,1,영업/정상,13,영업중,,,,,02-3147-3733,,,서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",3932,메가박스중앙(주) 상암월드컵경기장지점 6관,2023.1.16 13:16,U,2022.11.30 23:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000009,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(2관),2023.7.18 17:58,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002003000009,20030519,,1,영업/정상,13,영업중,,,,,02-3147-3733,,,서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",3932,메가박스중앙(주) 상암월드컵경기장지점 9관,2023.1.16 12:55,U,2022.11.30 23:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002003000001,20030519,,1,영업/정상,13,영업중,,,,,02-3147-3733,,,서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",3932,메가박스중앙(주) 상암월드컵경기장지점 컴포트1관,2023.1.16 12:42,U,2022.11.30 23:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002003000007,20030519,,1,영업/정상,13,영업중,,,,,02-3147-3733,,,서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",3932,메가박스중앙(주) 상암월드컵경기장지점 7관,2023.1.16 13:03,U,2022.11.30 23:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002003000008,20030519,,1,영업/정상,13,영업중,,,,,02-3147-3733,,,서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",3932,메가박스중앙(주) 상암월드컵경기장지점 8관,2023.1.16 13:00,U,2022.11.30 23:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020000,CDFF4220002004000005,20041007,,1,영업/정상,13,영업중,,,,,02-2012-3002,,,서울특별시 용산구 한강로3가 40-999,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",4377,씨지브이 용산아이파크몰 제4관,2022.10.24 9:19,U,2021.10.30 22:06,,196762.0774,447480.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000003,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(8관),2023.7.18 18:00,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000004,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(7관),2023.7.18 18:00,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230000,CDFF4220002016000006,2016.12.21,,1,영업/정상,13,영업중,,,,,070-8974-9454,,,서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",5837,메가박스 송파파크하비오점(5관),2023.7.18 18:00,U,2022.12.6 22:00,,210868.3975,442053.2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060000,CDFF4220002009000003,20090925,,1,영업/정상,13,영업중,,,,,6405-2577,,,서울특별시 중랑구 상봉동 130-3 상봉뉴월드시네마 4층,서울특별시 중랑구 망우로30길 3 (상봉동),2120,메가박스중앙(주) 상봉지점 3관,2023.1.21 15:59,U,2022.11.30 22:03,,206526.0022,454549.1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002015000002,20151112,,1,영업/정상,13,영업중,,,,,02-935-0930,,,서울특별시 노원구 상계동 1132-35 3층~9층,"서울특별시 노원구 동일로 1660, 3층~9층 (상계동, 롯데시네마 수락산)",1625,롯데시네마 노원수락산역 제2관,2022.4.18 10:36,U,2021.12.3 22:00,,204839.9779,463796.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002013000007,20130419,,1,영업/정상,13,영업중,,,,,,,,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12 (중계동, 홈플러스)",1783,CGV 중계 제6관,2022.4.18 11:01,U,2021.12.3 22:00,,205985.9533,459730.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002013000006,20130419,,1,영업/정상,13,영업중,,,,,,,,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12 (중계동, 홈플러스)",1783,CGV 중계 제5관,2022.4.18 11:01,U,2021.12.3 22:00,,205985.9533,459730.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002005000007,20051115,,1,영업/정상,13,영업중,,,,,070-4914-5901,,,서울특별시 노원구 상계동 713,서울특별시 노원구 동일로 1414 (상계동),,롯데시네마 노원(제9관),2022.6.28 9:37,U,2021.12.5 21:00,,205320.2848,461419.8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002013000003,20130419,,1,영업/정상,13,영업중,,,,,,,,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12 (중계동, 홈플러스)",1783,CGV 중계 제2관,2022.4.18 11:00,U,2021.12.3 22:00,,205985.9533,459730.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002005000003,20051115,,1,영업/정상,13,영업중,,,,,070-4914-5901,,,서울특별시 노원구 상계동 713,서울특별시 노원구 동일로 1414 (상계동),,롯데시네마 노원(제3관),2022.6.28 9:36,U,2021.12.5 21:00,,205320.2848,461419.8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150000,CDFF4220002019000008,20190125,,3,폐업,3,폐업,20221128,,,,02-3665-9064,,,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",7567,CGV 등촌 8관,2022.12.15 16:15,U,2021.11.1 23:07,,187210.9178,450631.4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150000,CDFF4220002019000007,20190125,,3,폐업,3,폐업,20221128,,,,02-3665-9064,,,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",7567,CGV 등촌 7관,2022.12.15 15:48,U,2021.11.1 23:07,,187210.9178,450631.4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002013000002,20130419,,1,영업/정상,13,영업중,,,,,,,,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12 (중계동, 홈플러스)",1783,CGV 중계 제1관,2022.4.18 11:00,U,2021.12.3 22:00,,205985.9533,459730.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200000,CDFF4220002006000003,20060928,,1,영업/정상,13,영업중,,,,,070-7465-3811,,,서울특별시 관악구 봉천동 862-1 12층,"서울특별시 관악구 남부순환로 1820, 12층 (봉천동, 에그엘로우)",8787,롯데시네마 서울대입구제3관,2022.4.15 10:58,U,2021.12.3 23:07,,195703.0437,442094.0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200000,CDFF4220002006000004,20060928,,1,영업/정상,13,영업중,,,,,070-7465-3811,,,서울특별시 관악구 봉천동 862-1 12층,"서울특별시 관악구 남부순환로 1820, 12층 (봉천동, 에그엘로우)",8787,롯데시네마 서울대입구제4관,2022.4.15 10:58,U,2021.12.3 23:07,,195703.0437,442094.0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,CDFF4220002022000002,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",1334,CGV 방학 2관,2022.4.20 15:52,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090000,CDFF4220002022000003,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 7관,2022.4.20 16:00,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140000,CDFF4220002000000002,20000224,,3,폐업,3,폐업,20030404,,,,,,158860,서울특별시 양천구 신정동 988-5번지 ,,,킴스시네마(2관),2003.4.7 14:57,I,2018.8.31 23:59,,187670.4164,447030.5604,영화상영관,영화상영관,3,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20000224,
3090000,CDFF4220002022000004,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",1334,CGV 방학 3관,2022.4.20 15:52,I,2021.12.3 22:02,,203799.8653,462533.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002015000005,20151112,,1,영업/정상,13,영업중,,,,,02-935-0930,,,서울특별시 노원구 상계동 1132-35 3층~9층,"서울특별시 노원구 동일로 1660, 3층~9층 (상계동, 롯데시네마 수락산)",1625,롯데시네마 노원수락산역 제5관,2022.4.18 10:36,U,2021.12.3 22:00,,204839.9779,463796.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002015000004,20151112,,1,영업/정상,13,영업중,,,,,02-935-0930,,,서울특별시 노원구 상계동 1132-35 3층~9층,"서울특별시 노원구 동일로 1660, 3층~9층 (상계동, 롯데시네마 수락산)",1625,롯데시네마 노원수락산역 제4관,2022.4.18 10:36,U,2021.12.3 22:00,,204839.9779,463796.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002015000003,20151112,,1,영업/정상,13,영업중,,,,,02-935-0930,,,서울특별시 노원구 상계동 1132-35 3층~9층,"서울특별시 노원구 동일로 1660, 3층~9층 (상계동, 롯데시네마 수락산)",1625,롯데시네마 노원수락산역 제3관,2022.4.18 10:36,U,2021.12.3 22:00,,204839.9779,463796.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140000,CDFF4220002006000002,20090522,,1,영업/정상,13,영업중,,,,,02-3147-3818,,,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",7997,메가박스중앙(주) 목동지점 COMFORT 2관,2023.1.10 18:05,U,2022.11.30 23:02,,188977.1711,447466.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140000,CDFF4220002009000001,20090522,,1,영업/정상,13,영업중,,,,,02-3147-3818,,,서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",7997,메가박스중앙(주) 목동지점 COMFORT 5관,2023.1.10 18:05,U,2022.11.30 23:02,,188977.1711,447466.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002019000003,20190923,,1,영업/정상,13,영업중,,,,,02-3017-3699,,,서울특별시 마포구 동교동 160-4 아일렉스,"서울특별시 마포구 양화로 147, 아일렉스 7층 (동교동)",3995,메가박스중앙(주) 홍대지점 4관,2023.1.20 11:48,U,2022.11.30 22:02,,193046.5347,450424.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002019000002,20190923,,1,영업/정상,13,영업중,,,,,02-3017-3699,,,서울특별시 마포구 동교동 160-4 아일렉스,"서울특별시 마포구 양화로 147, 아일렉스 7층 (동교동)",3995,메가박스중앙(주) 홍대지점 5관,2023.1.20 11:45,U,2022.11.30 22:02,,193046.5347,450424.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,CDFF4220002000000026,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 7관,2023.1.13 14:01,U,2022.11.30 23:05,,205130.5917,445590.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020000,CDFF4220002004000009,20041007,,1,영업/정상,13,영업중,,,,,02-2012-3002,,,서울특별시 용산구 한강로3가 40-999,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",4377,씨지브이 용산아이파크몰 제7관,2022.10.24 10:05,U,2021.10.30 22:06,,196762.0774,447480.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,CDFF4220002015000002,20151030,,1,영업/정상,13,영업중,,,,,070-7017-6735,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 소상영관 A,2023.1.13 14:03,U,2022.11.30 23:05,,205130.5917,445590.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002019000001,20190923,,1,영업/정상,13,영업중,,,,,02-3017-3699,,,서울특별시 마포구 동교동 160-4 아일렉스,"서울특별시 마포구 양화로 147, 아일렉스 7층 (동교동)",3995,메가박스중앙(주) 홍대지점 1관,2023.1.20 10:30,U,2022.11.30 22:02,,193046.5347,450424.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130000,CDFF4220002019000004,20190923,,1,영업/정상,13,영업중,,,,,02-3017-3699,,,서울특별시 마포구 동교동 160-4 아일렉스,"서울특별시 마포구 양화로 147, 아일렉스 7층 (동교동)",3995,메가박스중앙(주) 홍대지점 2관,2023.1.20 14:46,U,2022.11.30 22:02,,193046.5347,450424.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,CDFF4220002000000027,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 8관,2023.1.13 14:01,U,2022.11.30 23:05,,205130.5917,445590.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002015000001,20151112,,1,영업/정상,13,영업중,,,,,02-935-0930,,,서울특별시 노원구 상계동 1132-35 3층~9층,"서울특별시 노원구 동일로 1660, 3층~9층 (상계동, 롯데시네마 수락산)",1625,롯데시네마 노원수락산역 제1관,2022.4.18 10:36,U,2021.12.3 22:00,,204839.9779,463796.3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210000,CDFF4220002000000003,20000728,,1,영업/정상,13,영업중,,,,,070-7017-9581,,,서울특별시 서초구 반포동 19-3 센트럴시티 지하1층,"서울특별시 서초구 신반포로 176 (반포동,센트럴시티 지하1층)",,메가박스중앙(주) 센트럴 더부티크 103호,2023.1.16 18:25,U,2022.11.30 23:08,,200250.4478,444683.2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210000,CDFF4220002000000002,20000728,,1,영업/정상,13,영업중,,,,,070-7017-9581,,,서울특별시 서초구 반포동 19-3 센트럴시티 지하1층,"서울특별시 서초구 신반포로 176 (반포동,센트럴시티 지하1층)",,메가박스중앙(주) 센트럴 더부티크 102호,2023.1.16 18:25,U,2022.11.30 23:08,,200250.4478,444683.2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140000,CDFF4220002002000007,20070507,,1,영업/정상,13,영업중,,,,,02-3017-3653,,,서울특별시 양천구 목동 916 현대백화점 지하2층,"서울특별시 양천구 목동동로 257 (목동,현대백화점 지하2층)",7998,메가박스중앙(주)더부티크목동현대백화점108호(The Boutique Suite),2023.1.20 8:59,U,2022.11.30 22:02,,188884.0756,447186.8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002012000001,20051115,,1,영업/정상,13,영업중,,,,,070-4914-5901,,,서울특별시 노원구 상계동 713,서울특별시 노원구 동일로 1414 (상계동),,롯데시네마 노원(제7관),2022.6.28 9:37,U,2021.12.5 21:00,,205320.2848,461419.8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002013000005,20130419,,1,영업/정상,13,영업중,,,,,,,,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12 (중계동, 홈플러스)",1783,CGV 중계 제4관,2022.4.18 11:01,U,2021.12.3 22:00,,205985.9533,459730.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060000,CDFF4220002009000006,20090925,,1,영업/정상,13,영업중,,,,,6405-2577,,,서울특별시 중랑구 상봉동 130-3 상봉뉴월드시네마 4층,서울특별시 중랑구 망우로30길 3 (상봉동),2120,메가박스중앙(주) 상봉지점 6관,2023.1.21 16:09,U,2022.11.30 22:03,,206526.0022,454549.1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,CDFF4220002005000002,20051115,,1,영업/정상,13,영업중,,,,,070-4914-5901,,,서울특별시 노원구 상계동 713,서울특별시 노원구 동일로 1414 (상계동),,롯데시네마 노원(제2관),2022.6.28 9:36,U,2021.12.5 21:00,,205320.2848,461419.8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
