구분 ,국가명 ,진출지역,회사명(국문),회사명(영문),주소,홈페이지,진출년도,진출형태,투자형태,외국사 합작지분,업종1,업종2,취급분야,본사파견, 현지채용 ,내수/수출,모기업명,관할무역관
중남미,파나마,파나마(Panama),현대자동차상용중남미지역본부,Hyundai Motor Company (Latin America & Caribbean Regional Headquarters),"Costa del Este Business Park, Avenida La Rotonda, Torre Bladex, Piso 6, Oficina 6F, Panama City, Rep of Panama",www.hyundai.com,2011,연락사무소,단독,-,제조업,자동차·자동차부품,상용차량,3, 2 ,수출 및 내수 병행,현대자동차㈜,파나마무역관
중남미,파나마,파나마(Panama),효성파나마지사㈜,Hyosung Corp. Panama Branch,"Manuel Espinoza Batista, Torre IBC, Piso 8, Panama, Rep. of Panama",www.hyosung.co.kr,1976,지점,단독,-,도매 및 소매업,금속,"철강, 섬유원료, 화학, 기계",3, 4 ,수출 및 내수 병행,효성㈜,파나마무역관
중남미,파라과이 ,씨우닷델에스떼(Ciudad del Este),인제니에리아엠비엔탈,Ingenieria Ambiental S.A.C.,"Km 12 Monday, Distrito De Ciudad Del Este, Departamento De Alto Parana, Paraguay",www.kbec.co.kr,2016,서비스법인,합작,49%,서비스업,-,위생매립장 건설 및 운영업,3, 20 ,100% 주재국 내수시장 공급,케이벡코리아㈜,아순시온무역관
중남미,파라과이 ,아순시온(Asuncion),LG전자,LG Electronics Chile Ltda. Sucrusal Paraguay,"Charles De Gaulle y Quesada Piso 1, Asuncion, Paraguay",www.lge.com,2015,지점,-,-,제조업,전기·전자·정밀기기·부품,-,1, 10 ,-,LG전자㈜,아순시온무역관
중남미,파라과이 ,아순시온(Asuncion),삼성전자파라과이지점,Samsung Electronics Paraguay Branch,"Avda. Esao Pauloana 2045 Esq. Luis Morales Edificio Estanislao - 2do, Piso, Asuncion, Paraguay",www.samsung.com,2011,지점,단독,-,도매 및 소매업,-,"핸드폰, 전자기기",-, - ,100% 주재국 내수시장 공급,삼성전자㈜,아순시온무역관
중남미,파라과이 ,아순시온(Asuncion),일성건설,Ilsung Victoria Paraguay S.A.C.,"R.I. 3 Corrales 659, Asuncion, Paraguay",www.ilsungconst.co.kr,2011,서비스법인,합작,10%,서비스업,-,"주택, 건축, 토목, 조경, SOC 등",3, 8 ,100% 주재국 내수시장 공급,일성건설㈜,아순시온무역관
중남미,파라과이 ,이따구아(Itagua),THN파라과이 ,THN Paraguay S.A.C.,"Crisostomo Centurion 2100, Canadita, Itaugua, Paraguay",www.thn.com.py,2012,생산법인,단독,-,제조업,자동차·자동차부품,자동차 부품 와이어 하네스,7, 920 ,100% 제3국 수출,티에이치엔,아순시온무역관
중남미,파라과이 ,콘셉시온(Concepcion),청보파라과이,Chung Bo Paraguay S.A.I.C.E.I,"Km 6 Ruta a Loreto, Concepcion, Paraguay",-,2004,생산법인,단독,-,제조업,식료품,"농산물, 육가공",1, 12 ,100% 제3국 수출,청보무역㈜,아순시온무역관
중남미,페루,리마(Lima),LG전자-페루법인,LG Electronics Peru S.A.C. ,"Av. Republica de Panama 3055, Piso 11, San Isidro, Lima, Peru",www.lg.com,1997,판매법인,단독,-,도매 및 소매업,-,전자 제품 가전 제품,-, - ,수출 및 내수  병행,LG전자㈜,라마무역관
중남미,페루,리마(Lima),SK이노베이션페루지사,SK innovation Sucursal Peruana,"Av. Amador Merino Ryna No. 267 of . 702, Edificio Parque Plaza San Isidro, Lima 27, Peru",www.skinnovation.com,1996,지점,단독,-,광업·자원개발,-,"에너지, 자원개발",-, - ,수출 및 내수  병행,SK이노베이션㈜,라마무역관
중남미,페루,리마(Lima),동부대우전자,Daewoo Electronics S.A.C.,"Av. Paseo De La Republica 1479, Balconcillo, La Victoria, Lima, Peru",www.daewoo.cl,2003,판매법인,단독,-,도매 및 소매업,-,전자 제품  가전 제품,-, - ,수출 및 내수  병행,동부대우전자㈜,라마무역관
중남미,페루,리마(Lima),대원수산,Daewon Susan E.I.R.L.,"Zona Industrial Ii - Carretera Mza. B Lt. 2 Sub. 2-C, Paita, Lima, Peru",www.speedy.com.pe,2000,생산법인,단독,-,도매 및 소매업,-,"선박운영, 냉동 공장 운영, 수산물 생산및 수출",-, - ,수출 및 내수  병행,대원수산㈜,라마무역관
중남미,페루,리마(Lima),삼성전자-페루법인,Samsung Electronics Peru S.A.C.,"Av. Rivera Navarrete 501, piso 9, San Isidro, Lima-Peru",www.samsung.com,2010,판매법인,단독,-,도매 및 소매업,-,전자 제품 가전 제품,-, - ,수출 및 내수  병행,삼성전자㈜,라마무역관
중남미,페루,리마(Lima),소프트닉스,Softnyx S.A.C.,"Pj. Martir Olaya Nro. 129 Dpto. 502, Miraflores, Lima, Peru",www.softnyx-latino.net,2005,서비스법인,단독,-,서비스업,출판·영상·방송통신 및 정보,"인터넷, 포털, 컨텐츠, 게임",-, - ,수출 및 내수  병행,소프트닉스,라마무역관
중남미,페루,리마(Lima),인트라월드와이드,Intra Worldwide S.A.C.,"Martir Olaya 169 Of. 1104, Miraflores, Lima, Peru",www.intra.com.pe,1999,서비스법인,단독,-,서비스업,사업 시설관리 및 사업지원,정보 통신 보안 통합 시스템,-, - ,수출 및 내수  병행,인트라월드와이드㈜,라마무역관
중남미,페루,리마(Lima),포스코건설,Posco E&C Peru S.A.C.  ,"Amador Merino Reyna 307, Of.804 San Isidro, Lima, Peru",www.poscoenc.com,2009,지점,단독,-,건설·공사업,-,가스화력발전 EPC,-, - ,수출 및 내수  병행,포스코건설㈜,라마무역관
중남미,페루,리마(Lima),포스코대우,Daewoo International Corpotation Sucursal Peruana,"Av. Camino Real Nro. 456 Int. 803, San isidro, Lima, Peru",www.daewoo.com,1996,생산법인,단독,-,광업·자원개발,-,"석유, 가스 탐사 및 개발 생산, 금속, 기계 무역",-, - ,수출 및 내수  병행,포스코대우㈜,라마무역관
중남미,페루,리마(Lima),한국광물자원공사,Korea Resources Corporation,"Av. Principal 190, Piso 10, La Victoria, Lima, Peru",www.kores.or.kr,2007,연락사무소,단독,-,기타,-,"대금업, 지질조사",-, - ,수출 및 내수  병행,한국광물자원공사,라마무역관
중남미,페루,리마(Lima),사비아페루,Savia Peru,"Av. Rivera Navarrete 501, Piso 11, San isidro, Lima, Peru",www.saviaperu.com,1994,생산법인,M&A,-,광업·자원개발,-,"석유가스개발,생산,탐사",-, - ,수출 및 내수  병행,한국석유공사,라마무역관
중남미,페루,리마(Lima),한국석유공사페루사무소,Korea National Oil Corporation Sucursal Peruana,"Dionisio Derteano 144, Of. 801-B, L 27, Peru",www.knoc.co.kr,1996,연락사무소,단독,-,기타,공공행정,탐사개발,-, - ,수출 및 내수  병행,한국석유공사,라마무역관
중남미,페루,리마(Lima),고려여행사,Koryo Travel Service S.A.C.,"AV. LA PAZ # 618, MIRAFLORES, Lima, Peru",-,1996,서비스법인,단독,-,서비스업,사업 시설관리 및 사업지원,여행 관련,-, - ,100% 주재국 내수 공급,현지단독진출,라마무역관
중남미,페루,리마(Lima),킴스카고,Kim's Cargo S.A.C.,"Centro Aereo Comercial Mod A sec A of.205, Lima, Peru",www.kimscargo.com,2010,서비스법인,단독,-,운수업,-,수/출입 해외 물류 및 페루 국내운송,-, - ,100% 주재국 내수 공급,현지단독진출,라마무역관
중남미,페루,리마(Lima),꼬꼬여행사,Tours COCO S.A.C.,"Jr. Chinchon 875 Off 704, San Isidro, Lima, Peru",-,2004,서비스법인,단독,-,서비스업,사업 시설관리 및 사업지원,"항공권발매, 가이드서비스",-, - ,100% 주재국 내수 공급,현지단독진출,라마무역관
중남미,페루,리마(Lima),보닥,Bodaq S.A.C.,"Av. Javier Prado Este 5245, La molina",www.bodaq.com,1997,생산법인,단독,-,제조업,목재·가구·펄프·종이,"가구(도어, 몰딩재등), 목재가공, 인테리어",-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),에프에이치엘게임즈,FHL Games S.A.C.,"Calle Alcanfore 495 Oficina 612 Miraflores, Lima, Peru",www.fhlgames.com,2010,서비스법인,단독,-,서비스업,출판·영상·방송통신 및 정보,"인터넷, 포털, 컨텐츠, 게임",-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),욱일사,Maquinarias U-GUIL S.A.C.,"Mz. B, Lote 3-A, Urb. Parc. Huertos de Villena Pachacamac, Lima-Peru",www.uguil.com,1997,판매법인,단독,-,도매 및 소매업,-,"현대 중장비 딜러, 광산장비임대, A/S",-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),울트라프리오,Ultra Frio S.A.C.,"C.Punta Pescadores 1-2, Lotizaci?n Sto. Domingo, Callao, Peru",-,2002,판매법인,단독,-,도매 및 소매업,-,얼음 판매 및 공장대여,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),코텍,Grupo Kotec,"Cal. los Topacios Nro. 390 Int. 1102, Santiago de Surco, Lima, Peru",www.grupokotec.com.pe,2009,판매법인,단독,-,도매 및 소매업,-,"엘리베이터, 에어컨 판매, 설치",-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),코페아우토스,Cope Autos S.A.C.,"Av. La Marina 3115, San Miguel, Lima, Peru",-,2001,판매법인,단독,-,도매 및 소매업,-,자동차 부품,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),파시피코수르,Pacifico Sur S.A.C.,"AV.General Garzon 1283,OF-609 Jesus maria Lima, Peru",www.blue-pacifico.com,1995,생산법인,단독,-,농업·임업 및 어업,-,수산업,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),하나로,Hanaro S.A.C.,"calle. San Martin 470 Of. 470, Miraflores, Lima, Peru",-,1998,생산법인,단독,-,건설·공사업,-,건물 건축,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),하나비,Hanavi S.A.C.,"Calle san martin 470 of. 202, Miraflores, Lima, Peru",-,2009,판매법인,단독,-,도매 및 소매업,-,차량 네비게이션,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,리마(Lima),한국상사,Corea Trade S.A.C.,"Jr. Chinchon 875 Off 704, San Isidro, Lima, Peru",-,2003,서비스법인,단독,-,도매 및 소매업,-,수입 및 수출,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,아레키파(Arequipa),꼬빼,Pesqueria Producto del Kope E.I.R.L.,"C. Alfonso Ugarte 248, Islay, Arequipa, Peru",-,2000,생산법인,단독,-,제조업,기계·장비,냉동공장,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중남미,페루,피우라(Piura),후리코㈜ ,Freeko Peru S.A.C.,"Carretera Paita-Sullana s/n Km 3, Paita, Piura, Peru",-,1997,생산법인,단독,-,농업·임업 및 어업,-,수산식품 관련,-, - ,수출 및 내수  병행,현지단독진출,라마무역관
중동 ,모로코 ,라바트(Rabat),대우건설㈜라바트지사,"Daewoo Engineering & Construction Co., Ltd. Rabat Branch","Espace Les Patios, Batiment3 Av. Ennakhil Hay Road, Rabat, Morocco",www.daewooenc.com,2010,지점,단독,-,건설·공사업,-,"인프라(석탄발전소, 비료공장)",130," 4,000 ",100% 주재국 내수시장 공급,대우건설㈜,카사블랑카무역관
중동 ,모로코 ,엘자디다(El Jadida),삼성물산㈜모로코사무소,Samsung C&T Corp.,"5Angle Ave Des Far Et Avenue Hommane Fetouaki Aptt, No5-24000, El Jadida, Morocco",www.secc.co.kr,2013,지점,단독,-,건설·공사업,-,인프라(건설서비스용역),56, 122 ,100% 주재국 내수시장 공급,삼성물산㈜,카사블랑카무역관
중동 ,모로코 ,카사블랑카(Casablanca),LG전자㈜모로코지사,"LG Electronics Co., Ltd. Morocco","Zenith Millenium Imm 3eme, 4eme, 5eme Etage, Lot. Attaoufik Sidi Maarouf, Casablanca, Morocco",www.lg.com,2004,판매법인,단독,-,도매 및 소매업,-,"가전제품(LTV, 냉장고, 세탁기, 에어컨)",5, 72 ,수출 및 내수  병행,LG전자㈜,카사블랑카무역관
중동 ,모로코 ,카사블랑카(Casablanca),삼성전자㈜카사블랑카지사,Samsung Electronics Maghreb Arab(SEMAGH),"Lot N9, Mandarona 300, 4eme & 5eme Etages 20190-Sidi Maarouf Casablanca, Morocco",www.samsung.com,2009,판매법인,단독,-,도매 및 소매업,-,가전제품,7, 130 ,수출 및 내수  병행,삼성전자㈜,카사블랑카무역관
중동 ,모로코 ,카사블랑카(Casablanca),포스코엔지니어링㈜모로코지사,POSCO Engineering Succursale Morocco ,"Residence Medina, Immeuble J. Appt 9, Maarouf Casablanca, Morocco",www.poscoen.com,2010,지점,단독,-,건설·공사업,-,건설공사업(EPC제공),8, 30 ,100% 주재국 내수시장 공급,포스코엔지니어링㈜,카사블랑카무역관
중동 ,사우디아라비아 ,리야드(Riyadh),GS건설㈜리야드지사 ,"GS Engineering & Construction Co., Ltd. Riyadh Branch","P.O Box 301084, Riyadh 11372, Saudi Arabia",www.gsconst.co.kr,2009,지점,단독,-,건설·공사업,-,"건축, 토목, 발전 등 종합건설",2, 10 ,100% 주재국 내수 공급,GS건설㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),GS글로벌㈜리야드지사,GS Global Corp. Riyadh Office,"P.O Box 221818, Al-Akariyah Bldg No.3, Room No. 513, Olaya St, Riyadh 11311, Saudi Arabia",www.gsgcorp.com,1988,지점,단독,-,도매 및 소매업,-,"Trading items (Metal, Chemical, machinery etc)",1, 2 ,100% 주재국 내수 공급,GS글로벌㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),LG CNS㈜,"LG CNS Co., Ltd.","P.O Box 94750 Al Fazari Plaza(Diplomatic Quarter) Riyadh 11614, Saudi Arabia",www.lgcns.com,2014,서비스법인,단독,-,서비스업,출판·영상·방송통신 및 정보,IT 솔루션,1, 3 ,100% 주재국 내수 공급,LGCNS㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),LG에어컨디션사우디아라비아법인,"LG-Shaker Co., Ltd.","P.O Box 355911, Riyadh 11383, Saudi Arabia",www.lge.com,2006,생산법인,합작,49%,제조업,전기·전자·정밀기기·부품,에어컨 제조 및 판매,11, 700 ,수출 및 내수 병행,LG전자㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),LS전선㈜리야드지사,"LS Cable & System Co., Ltd. Riyadh Branch","2nd Floor, Bldg No.30, Olaya St, Riyadh, Saudi Arabia",www.lscns.com,2009,연락사무소,단독,-,도매 및 소매업,전기·전자·정밀기기·부품,EHV 초고압 전력선,1, - ,100% 주재국 내수 공급,LS전선㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),남경E&C㈜,"Namkyung E&C Co., Ltd.","2611, Prince Mohammed Bin Abdul Aziz St. Olaya Riyadh, Saudi Arabia",-,2011,지점,단독,-,건설·공사업,-,건설,3, 70 ,100% 주재국 내수 공급,남경E&C㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),대한전선㈜사우디아라비아지사,"Taihan Electric Wire Co., Ltd. Saudi Branch","Office No. 613, 6th Floor. Al Rossia Commercial Center Olaya Riyadh, Saudi Arabia",www.taihan.com,2002,서비스법인,단독,-,건설·공사업,-,HV/EHV Power Cable,2, 5 ,100% 주재국 내수 공급,대한전선㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),대한항공㈜리야드지사,"Korean Air Co., Ltd. Riyadh Branch","P.O Box 11421, Kanoo Tower-King Abdul Aziz Road, Riyadh KSA, Saudi Arabia",www.koreanair.com,2012,지점,단독,-,운수업,-,항공 운송,3, 5 ,100% 주재국 내수 공급,대한한공㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),동부대우전자리야드지사,Dongbu Daewoo Electronics Corp. Riyadh Liaison Office,"Rayes Bldg Office No.8 Olaya St. Bldg No. 30 Riyadh, Kingdom of Saudi Arabia",www.dwe.co.kr,1994,연락사무소,단독,-,제조업,전기·전자·정밀기기·부품,"전자,통신,가전제품판매 등 ",1, 2 ,100% 주재국 내수 공급,동부대우전자㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),두산중공업㈜리야드지사,"Doosan Heavy Industries & Construction Co., Ltd. Riyadh Branch","P.O Box 9656, Akaria Plaza 204, Riyadh 11423, Saudi Arabia",www.doosanheavy.com,1977,지점,단독,-,건설·공사업,-,"화력발전, 담수, 수처리, 원자력, 건설",6, 12 ,100% 주재국 내수 공급,두산중공업㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),벽산㈜아라비아,"Byucksan Arabia Co., Ltd.","P.O Box 56791, Riyadh 11564, Saudi Arabia",-,2009,서비스법인,합작,-,건설·공사업,-,설치 및 환경사업,1, 5 ,100% 주재국 내수 공급,벽산엔지니어링㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),삼성SDS사우디아라비아지사,"Samsung SDS Co.,Ltd. KSA Branch","P.O Box 102627, 10th Floor, Tamkeen Towet, Yasmeen District, North Olaya Road, Riyadh 11685, Saudi Arabia",www.samsungsds.com,2009,지점,단독,-,서비스업,출판·영상·방송통신 및 정보,IT 솔루션,1, 7 ,100% 주재국 내수 공급,삼성SDS,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),삼성물산㈜리야드사무소,Samsung C&T Riyadh Office(Trading& Investment Group),"P.O Box 69635, Riyadh 11557, Saudi Arabia",www.samsungcnt.com,1977,연락사무소,단독,-,도매 및 소매업,-,"철강, 화학, 선박, 해양, 플랜트, 발전",1, 7 ,100% 주재국 내수 공급,삼성물산㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),삼성물산㈜사우디아라비아법인,Samsung C&T Corp SA,"P.O Box 56532, 10th Floor, Tamkeen Towet, Yasmeen District, North Olaya Road, Riyadh11564, Saudi Arabia",www.samsung.com,2009,서비스법인,단독,-,건설·공사업,-,"건축, 토목, 발전 EPC",255," 4,000 ",100% 주재국 내수 공급,삼성물산㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),삼성전자㈜Benelux리야드지사,Samsung Electronics Benelux B.V.Riyadh Branch,"P.O Box 68666, Arcade Centre Block #6, Office 22, 10F, Riyadh 13325, Saudi Arabia",www.samsung.com,2009,지점,단독,-,제조업,전기·전자·정밀기기·부품,통신 시스템,1, 10 ,100% 주재국 내수 공급,삼성전자㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),사우디코리아,"SAKO Industrial Co., Ltd.","P.O Box 355935, 3rd Industrial Area-Old Al-Kharj Road. Riyadh 11383 KSA, Saudi Arabia",www.sakocopper.com,2008,생산법인,합작,66%,제조업,기계·장비,"동배관 가공, 납품(사우디 LG법인)",3, 120 ,100% 주재국 내수 공급,삼원동관,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),우선전기㈜,"Woosun ENC Co., Ltd.","P.O Box 361475, Riyadh 11313, Saudi Arabia",www.woosun.co.kr,-,지점,단독,-,건설·공사업,-,건설,1, 3 ,100% 주재국 내수 공급,우선전기㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),펙사(포스코건설+PIF합작법인),"PECSA(POSCO E&C Co., Ltd. JV Public Investment FundㆍPIF )","Office 535, 6847 Al Ulaya - Al Ulaya, Riyadh 12244-2567, Saudi Arabia",www.poscoenc.com,2016,생산법인,합작,60%,건설·공사업,-,종합건설,52, 9 ,100% 주재국 내수 공급,포스코건설㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),포스코건설㈜사우디아라비아지사,"POSCO Engineering & Construction Co., Ltd., Saudi Arabia Branch","P.O Box 5902, Office No 504, Al-Akariya Bldg 3, Olaya St. Riyadh 11432, Saudi Arabia",www.poscoenc.com,2009,지점,단독,-,건설·공사업,-,건설업,2, 3 ,100% 주재국 내수 공급,포스코건설㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),풍산㈜사우디아라비아사무소,Poonsan Corp. Saudi Arabia Office,"P.O Box 31391, Riyadh 11497, KSA, Saudi Arabia",www.poongsan.co.kr,2013,연락사무소,단독,-,제조업,기계·장비,-,1, - ,100% 주재국 내수 공급,풍산㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),한국네쇼날전기리야드지사,"National Electric Korea Co., Ltd. Riyadh Branch","P.O Box 22133 Riyadh 11495, Saudi Arabia",-,2007,지점,합작,-,제조업,전기·전자·정밀기기·부품,"가전 제품, 주방 용품, 미용 기기, 난방 기기",1, 5 ,100% 주재국 내수 공급,한국네쇼날전기,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),한국수출입은행리야드사무소,Korea Exim Bank Riyadh office,"P.O Box 220297, 105 Legend Tower, Tahlia St North, King Fahad Road,  Riyadh 11311, Saudi Arabia",www.koreaexim.go.kr,2012,연락사무소,단독,-,기타,공공행정,금융,1, - ,100% 주재국 내수 공급,한국수출입은행,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),한미글로벌㈜사우디아라비아법인,Hanmi International KSA,"P.O Box 230942, Riyadh 11321, Office No. 9, Bldg No. 496, Takassusi St., Al Rahmanya District, Saudi Arabia",www.hmglobal.com,2008,서비스법인,단독,-,서비스업,사업 시설관리 및 사업지원,건설사업관리 용역,7, 21 ,100% 주재국 내수 공급,한미글로벌㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),한화케미칼리야드지사,Hanwha Saudi Specialized Products Company,"P.O Box 355572, Riyadh 11383 KSA, Saudi Arabia ",-,2014,생산법인,합작,75%,제조업,기계·장비,금형,1, 183 ,수출 및 내수 병행,한화케미칼㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),현대종합상사㈜리야드지사,Hyundai Corp. Riyadh Branch,"P.O Box 8879, 229, Akaria Plaza, Olaya St., Riyadh 11492, K.S.A, Saudi Arabia",www.hyundaicorp.com,2010,지점,단독,-,서비스업,-,"전기기계, 선박, 철강, 화학, 브랜드, 건설장비 등",2, 3 ,100% 주재국 내수 공급,현대종합상사㈜ ,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),현대중공업㈜리야드지사,Hyundai Heavy Industries Electro Electric Division Riyadh Branch office,"P.O Box 8072, Office 230, 2nd Floor, The Plaza Center, Riyadh 11482, Saudi Arabia",www.hhi.co.kr,2011,지점,단독,-,제조업,기계·장비,"변압기, 차단기, 회전기",1, 2 ,100% 주재국 내수 공급,현대중공업㈜,리야드무역관
중동 ,사우디아라비아 ,리야드(Riyadh),효성중공업㈜사우디아라비아지사,Hyosung Corp.,"P.O Box 2807, Riyadh 12836-7151, Saudi Arabia ",www.hyosung.com,-,지점,단독,-,도매 및 소매업,기계·장비,"변압기, 차단기",4, - ,100% 주재국 내수 공급,효성중공업㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),SK건설㈜사우디아라비아지사,"Branch of SK Engineering & Construction Co., Ltd.","P.O Box 3721, 2nd Floor, Room No. 5, Taba Center, Prince Sultan Road. Al-Khobar, Saudi Arabia ",www.sk.com,2007,지점,단독,-,건설·공사업,-,"건설, 공사",334," 2,964 ",100% 주재국 내수 공급,SK건설㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),대림산업㈜사우디아라비아법인,"Daelim Saudi Arabia Co., Ltd.","Al-Raja Tower, King Abdulaziz Road, Al-Khobar, Saudi Arabia",www.daelim.co.kr,1976,지점,단독,-,건설·공사업,-,영업 및 프로젝트 수행 지원,11, 25 ,100% 주재국 내수 공급,대림산업㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),대우건설㈜알코바지사,"Daewoo Engineering & Construction Co., Ltd. Al-Khobar KSA Branch","P.O Box 2618, 13th Floor Al-Kifah Tower, Al-Khobar, K.S.A, Saudi Arabia",www.daewooenc.com,1995,지점,단독,-,건설·공사업,-,종합건설,60," 2,000 ",100% 주재국 내수 공급,대우건설㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),쌍용건설㈜사우디아라비아지사,"SsangYong Engineering & Construction Co., Ltd., Saudi Branch Office","P.O Box 1453, Office No. 1, 2nd Floor, Al-Audhali Bldg, King Abdulla Road, Al Khobar 31952, KSA Al-Khobar, Saudi Arabia",www.ssyenc.com,2008,지점,단독,-,건설·공사업,-,종합건설,1, 3 ,100% 주재국 내수 공급,쌍용건설㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),이테크건설㈜사우디아라비아법인,"ETEC Arabia Co., Ltd. Saudi Arabia Branch","P.O Box 4621, #304, Al-Khuzayem Comm. Tower 2, Al Khobar 31952, Saudi Arabia",www.etecenc.com,2007,서비스법인,합작,20%,건설·공사업,-,"토건 및 산업시설, 환경플랜트 등 설계 및 시공",20, 100 ,100% 주재국 내수 공급,이테크건설㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),포스코대우㈜담맘지사,POSCO Daewoo International Dammam Branch,"P.O Box 77224, 6th Floor Office, #602 Al-Saeed Business Tower, Al-Khobar 31952, Saudi Arbia",www.daewoo.com,1981,연락사무소,단독,-,도매 및 소매업,-,"철강, 기계, 화학 관련 수/출입 및 프로젝트 개발",1, 5 ,100% 주재국 내수 공급,포스코대우㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),포스코엔지니어링㈜사우디아라비아지사,POSCO Engineering Korea Saudi Branch,"P.O Box 3279, Room #6, 2nd Floor, Sumou Bldg, Prince Turki St.,Al-Khobar 31952, KSA, Saudi Arabia",www.poscoengineering.com,2013,지점,단독,-,건설·공사업,-,"화공, 인프라, 산업플랜트 분야  EPC Contract",1, 3 ,100% 주재국 내수 공급,포스코엔지니어링㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),한화건설㈜사우디아라비아법인,"Hanwha Saudi Contracting Co., Ltd.","P.O Box 31156, Eastern Cement Tower, Room No 506,  AlKhobar 31952, Saudi Arabia",www.hanwha.co.kr,2006,서비스법인,단독,-,건설·공사업,-,"종합 건설 (플랜트, 건축, 토목)",100, 120 ,100% 주재국 내수 공급,한화건설㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),현대건설㈜알코바지사,"Hyundai E&C Co., Ltd. Al-Khobar Branch","P.O Box 77249, Al Khobar 31952, Saudi Arabia",www.hdec.co.kr,1976,지점,단독,-,건설·공사업,-,"플랜트, 발전, 전기, 건축, 토목(환경), 원자력 건설",4, 15 ,100% 주재국 내수 공급,현대건설㈜,리야드무역관
중동 ,사우디아라비아 ,알코바(Al-Khobar),현대엔지니어링㈜사우디아라비아지사 ,"Hyundai Engineering Co., Ltd. Saudi Branch Office","P.O Box 76399, 3rd Floor Delmon Bldg, Al Khobar 31952, Saudi Arabia",www.hec.co.kr,2009,지점,단독,-,건설·공사업,-,"EPC for Oil & Gas, Refinery, PetroChemical, Power Plant, Infra Structure",0, 20 ,100% 주재국 내수 공급,현대엔지니어링㈜,리야드무역관
중동 ,사우디아라비아 ,제다(Jeddah),금호타이어㈜제다지사,"Kumho Tire Co., Ltd. Jeddah Office","Al Waleed Center Khalid Bin Al Waleed St. Jeddah 21412, Saudi Arabia",www.kumhotire.com,2010,연락사무소,단독,-,제조업,자동차·자동차부품,타이어,1, 2 ,100% 주재국 내수 공급,금호타이어㈜,리야드무역관
중동 ,사우디아라비아 ,제다(Jeddah),범한판토스㈜제다지사,"Pantos Logistics Co., Ltd.","P.O Box 42021, #1603, 6th Floor, Al Andalus Plaza Bldg, King Fahd(60) St, Mushrefah Dist, Jeddah 21541, Saudi Arabia",www.pantos.com,2006,서비스법인,단독,-,운수업,-,"물류 (해상/항공 수/출입 국제운송, 통관, 내수 운송, IT, 물류컨설팅)",1, 20 ,100% 주재국 내수 공급,범한판토스㈜,리야드무역관
