구분 ,국가명 ,진출지역,회사명(국문),회사명(영문),주소,홈페이지,진출년도,진출형태,투자형태,외국사 합작지분,업종1,업종2,취급분야,본사파견, 현지채용 ,내수/수출,모기업명,관할무역관
아시아 ,베트남,호치민(Ho Chi Minh),TQL사이공,TQL Saigon,"28/1 A9 Tan Ky Tan Quy St., Son Ky Ward, Tan Phu Dist., HCMC, Vietnam",-,2003,생산법인,단독,-,제조업,의복·잡화류,"가방, 생활 용품, 침구 제조 ",2, 100 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),가일,"Gail Co., Ltd.","Office 19, 9th Fl., Cantavil An Phu Complex, An Phu Ward, Dist. 2, HCMC, Vietnam",www.gailalloy.com,2011,-,-,-,도매 및 소매업,-,"스테인레스, 스틸 합금",2, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),갑성텍스타일,"Capsung Textile Co., Ltd.","12/12B Thoi Tu Hamlet, Thoi Tam Thon Commune, Hoc Mon Dist., HCMC, Vietnam",-,2002,생산법인,단독,-,제조업,의복·잡화류,웨빙 ,1, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),강남제비스코베트남,Kangnam Jevisco,"Unit 12, 9th Fl., Maritime Bank Bld., 180-192 Nguyen Cong Tru St., Dist. 1, HCMC, Vietnam",-,2015,생산법인,-,-,제조업,화학·의약,"수성 페인트, 분체 페인트 제조",2, 1 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),경동택배,Kyoungdong Vn,"7A Nguyen Van Mai St., Ward 4, Tan Binh Dist., HCMC, Vietnam",-,2013,서비스법인,단독,-,운수업,-,국제운송,3, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),경상남도베트남사무소,Gyeongsangnam-Do Vietnam Office,"R.1203, 12th Fl., Diamond Plaza, 34 Le Duan St., Dist. 1, HCMC, Vietnam",gntrade.gsnd.net,-,-,-,-,기타,공공행정,경상남도 베트남사무소,1, 2 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),경석트레이딩다인냉동,"Kyungsuk Trading Co., Ltd.","352 National Road 1A, Quarter 3, Binh Hung Hoa B Ward, Binh Tan Dist., HCMC, Vietnam",-,2011,서비스법인,단독,-,도매 및 소매업,-,"냉동설비전문, 주방용 냉장고 주방용자재 설치판매",1, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),경준,"Kyongjun Vietnam Co., Ltd.","C6A/37, Hamlet 3, Vinh Loc B Commune, Binh Chanh Dist., HCMC, Vietnam",-,2012,생산법인,합작,-,제조업,의복·잡화류,"가방, 배낭 제조",1, 200 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),고영호치민대표사무소,Goyoung Corp. Hcmc Rep. Office,"6th Fl., Kicotrans Bld., 5 Dong Da St., Ward 2, Tan Binh Dist., HCMC, Vietnam",-,-,연락사무소,단독,-,제조업,의복·잡화류,가방 제조,5, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),골든오션,"Golden Ocean Line Logistics Co., Ltd.(G.O.L)","3rd Fl., ATIC Bld., 4 Nguyen Thi Minh Khai St., Dakao Ward, Dist. 3, HCMC, Vietnam",-,2000,연락사무소,단독,-,운수업,-,국제 운송,1, 8 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),골든벨코퍼레이션,Goldenbell Corp.,"Room 4B2, International Plaza Bld., 343 Pham Ngu Lao St., Dist. 1, HCMC, Vietnam",-,2003,생산법인,합작,20%,제조업,-,"알루미늄 판재, 코일재, 환절판, 호일 생산",5, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),광명인쇄,"Kwangmyung Printing Co., Ltd.","512 Le Van Luong St., Tan Phong Ward, Dist. 7, HCMC, Vietnam",-,2004,생산법인,-,-,제조업,인쇄,인쇄업,1, 55 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),광푸,"Quangphu Co., Ltd.","19/5 Nguyen Anh Thu St., Hiep Thanh Ward, Dist. 12, HCMC, Vietnam",-,1998,생산법인,단독,-,제조업,금속,"금형 조각 부식, 크롬 도금 ",1, 42 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),국제전망회사,"Int Vision Co., Ltd.","26A Nguyen Van Bua St., Hamlet 4, Xuan Thoi Son Commune, Hoc Mon Dist., HCMC, Vietnam","www.caigi.com, www.viethan.com",-,서비스법인,단독,-,서비스업,전문·과학 및 기술,"기업홍보용 3D 동영상 제작, 홈페이지 제작, 한-베트남 기업의 사회공헌 CSR 사업 지원",2, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),굿모닝베트남,Good Morning Vietnam,"9-10th Fl., Nice Bld., 467 Dien Bien Phu St., Ward 25, Binh Thanh Dist., HCMC, Vietnam",-,-,서비스법인,-,-,서비스업,출판·영상·방송통신 및 정보,"소식지 발간, 광고 제작",5, 10 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),그랜드퍼슨,"Grand Person Vina Co., Ltd.(G-People Vina)","I01, Road 10, Phu My Residential Area, Phu My Ward, Dict. 7, HCMC, Vietnam",-,2015,서비스법인,단독,-,도매 및 소매업,-,LED 조명 무역,1, 5 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),그로쯔베커르트,"Groz-Beckert Sales & Services Vietnam Co., Ltd. ","1st Fl., A8 Tower Office Bld., 55 Truong Quoc Dung St., Ward 10, Phu Nhuan Dist., HCMC, Vietnam",-,2013,판매법인,-,-,제조업,기계·장비,"편직, 봉제, 부직포, 직기, 터프팅, 카딩 관련 바늘 및 시스템 파트 제조 판매 ",1, 20 ,100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),그린월드,"Green World Co., Ltd.","#41 Road D2, Van Thanh Bac, Ward 25, Binh Thanh Dist., HCMC, Vietnam",-,2005,서비스법인,단독,-,도매 및 소매업,-,김 생산 / 판매 ,2, 50 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),극동물류호치민지사,"Kukdong Logistics Co., Ltd. Hcmc Branch","B3~4, 3rd Fl., IBC Tower, 1A Me Linh Square, Dist. 1, HCMC, Vietnam","www.kd-world.com, www.kukdong.com",-,-,-,-,운수업,-,물류업 (해운/항공/트럭킹/통관),2, 13 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),글로벌상사,"Global Co., Ltd.","Suite 301, City View Bld., 12 Mac Dinh Chi St., Dakao Ward, Dist. 1, HCMC, Vietnam",-,2000,연락사무소,단독,-,도매 및 소매업,-,폴리에스터 원사 및 플라스틱 원료 판매,-, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),글로벌악세스,"Ga Vietnam Co., Ltd.","Unit 906, Waseco Airport Business Center Bld., 10 Pho Quang St., Tan Binh Dist., HCMC, Vietnam",-,1993,서비스법인,합작,51%,운수업,-,종합 물류 ,6, 40 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),글로벌티에스호치민대표사무소,Global Ts Hcmc Rep. Office,"5th Fl., Capital Tower, 6 Nguyen Khac Vien St., Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,-,연락사무소,단독,-,도매 및 소매업,-,원단 무역,1, 5 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),금강킨드베트남,"Kumkang Kind Vietnam Co., Ltd.","Lot Cr3-3, Beautiful Saigon, 2 Nguyen Khac Vien St., Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,2010,판매법인,단독,-,도매 및 소매업,-,거푸집 판매,5, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),김도유한회사,"Gimdo Co., Ltd.","9-11, Road D52, Ward 12, Tan Binh Dist., HCMC, Vietnam",-,2009,서비스법인,단독,-,서비스업,전문·과학 및 기술,투자 자문,1, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),김민중,"Kimminhtrung Co., Ltd.","20/66/10 Ho Dac Di St., Tay Thanh Ward, Tan Phu Dist., HCMC, Vietnam",-,2000,생산법인,단독,-,제조업,기계·장비,"기계 제작, 수리, 전기 공사, 건설, 무역",1, 15 ,100% 주재국 내수시장 공급,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),김선철형,"Kimson Ind. Co., Ltd.","30/11 To Ky St., Thoi Tam Thon Commune, Hoc Mon Dist., HCMC, Vietnam",-,1994,생산법인,단독,-,제조업,금속,재단 철형 주문 제작,1, 40 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),김앤김,Kim & Kim Jsc.,"Lot 3/21, Road 19/5A, Tay Thanh Ward, Tan Phu Dist., HCMC, Vietnam",www.ongkim.com,2005,판매법인,합작,-,도매 및 소매업,-,식품 제조 유통 회사,1, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),김윙,"Kim Nguyen Co., Ltd.","31/22 Phan Huy Ich St., Tan Binh Dist., HCMC, Vietnam",-,2007,생산법인,-,-,제조업,섬유·피혁,섬유,1, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),까라벨호텔,Chains Caravelle Hotel Jvc.,"19-23 Lam Son Square, Ben Nghe Ward, Dist. 1, HCMC, Vietnam",www.caravellehotel.com ,-,서비스법인,-,-,서비스업,숙박 및 음식점,호텔 오피스 ,-, 481 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),나할비나,"Nahal Vina Co., Ltd.","No. 99, Ich Thanh Hamlet, Truong Thanh Ward, Dist. 9, HCMC, Vietnam",-,2006,생산법인,단독,-,제조업,섬유·피혁,"니트 제품(상의, 팬츠, 스커트, 자켓, 드레스) 봉제",3," 1,100 ",수출 및 내수 병행,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),낙텍,Nac Tech,"No. 10, Road 18A, Quarter 5, An Phu Ward, Dist. 2, HCMC, Vietnam",-,2009,서비스법인,합작,30%,건설·공사업,-,"건설 및 산업 도장, 방수 시공 및 자재 판매",2, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),남경건설,"Namkyung Construction Co., Ltd.(Vietnam)","20 Le Van Thiem St., Tan Phong Ward, Dist. 7, HCMC, Vietnam",-,2013,서비스법인,단독,-,건설·공사업,-,플랜트 구조물,10, 17 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),남호비나,"Namho Vina Co., Ltd.","6/9C Do Van Day St., Tan Hoa Hamlet, Tan Hiep Commune, Hoc Mon Dist., HCMC, Vietnam",-,2003,생산법인,단독,-,제조업,섬유·피혁,니트 봉제 수출,5, 800 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),넥스트라이프,"Next Life Vietnam Co., Ltd.","37 Road 81, Quarter 1, Tan Quy Ward, Dist. 7, HCMC, Vietnam",-,2008,서비스법인,단독,-,건설·공사업,-,"건설, 인테리어, 전기, 설계",4, 35 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),넥스필건설,Nexfil Construction,"742 Road 1, An Phu-An Khanh New Urban, An Phu Ward, Dist. 2, HCMC, Vietnam",-,2010,서비스법인,단독,-,건설·공사업,-,"건설, 인테리어",1, 3 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),넷한비엣,"Net Han Viet Co., Ltd.","23C Hau Giang St., Ward 4, Tan Binh Dist., HCMC, Vietnam",www.vietsight-tours.com,2005,-,-,-,서비스업,예술·스포츠 및 여가 관련,"베트남 국내 관광 전문, 항공권 예약 전문, 골프장 & 부킹 전문 ",2, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),노란니트,Loran Knit Embroidery Label,"61/2R Dong Hamlet, Thoi Tam Thon Commune, Hoc Mon Dist., HCMC, Vietnam",-,2004,생산법인,단독,-,제조업,인쇄,자수,1, 150 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),뉴월드사이공호텔,New World Saigon Hotel,"76 Le Lai St., Dist. 1, HCMC, Vietnam",www.newworldhotels.com,-,서비스법인,-,-,서비스업,숙박 및 음식점,호텔,1, 525 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),니즈,Neez,"6 Mai Van Vinh St., Dist. 7, HCMC, Vietnam",www.neezvn.com,-,서비스법인,-,-,서비스업,출판·영상·방송통신 및 정보,"광고기획, 사인제작, 이벤트 ",6, 30 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다니함회계법인(구애드엔브라운),"Da Ni Hahm Accounting Co., Ltd.","2nd Fl., 242 Cong Quynh St., Dist. 1, HCMC, Vietnam",-,2008,서비스법인,단독,-,서비스업,전문·과학 및 기술,"회계 감사, 세무 자문, 금융 자문, 컨설팅",2, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다들골프,Dadul Golf,"3rd Fl., Diamond Plaza, 34 Le Duan St., Dist. 1, HCMC, Vietnam ",-,2000,서비스법인,단독,-,도매 및 소매업,-,골프용품 도·소매 및 제조,2, 15 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다솜비나,"Dasom Vina Co., Ltd.","26/21 Hoang Tang Bi St., Quarter 5, Trung My Tay Ward, Dist. 12, HCMC, Vietnam",-,-,생산법인,-,-,제조업,섬유·피혁,봉제 임가공,2, 400 ,100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다온스튜디오,"Daon Studio Co., Ltd.","D1-02 Nguyen Luong Bang St., Riverside Residence, Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,2013,서비스법인,단독,-,서비스업,전문·과학 및 기술,"홈페이지, 앱 제작",2, 7 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다이캣,"Dai Cat Co., Ltd.","275 Tan Chanh Hiep 10 St., Quarter 3, Tan Chanh Hiep Ward, Dist. 12, HCMC, Vietnam",-,2007,생산법인,-,-,제조업,인쇄,컴퓨터 자수 ,1, 50 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다이한킴캐터링,Daihan Kim Catering,"Lot A59/1, Road 7, Vinh Loc IP, Binh Hung Hoa B Ward, Binh Tan Dist., HCMC, Vietnam",-,2008,서비스법인,합작,80%,서비스업,숙박 및 음식점,단체 급식 전문,3," 1,000 ",-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),다인,"Dain D&C Co., Ltd.","20C9 Hoa Hong 2 St., Ward 2, Phu Nhuan Dist., HCMC, Vietnam",-,2007,서비스법인,단독,-,부동산 및 임대업,부동산,"개발, 컨설팅",3, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),닥터카,Dr. Car ,"2959 National Road 1A, Quarter 5, Tan Thoi Nhat Ward, Dist. 12, HCMC, Vietnam",-,-,서비스법인,단독,-,도매 및 소매업,-,"자동차 정비, 보험 판매, 중고차 매입",1, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대룩스,"Daelux Vietnam Co., Ltd.","6th Fl., Binh Hoa Bld., 170N No Trang Long St., Binh Thanh Dist., HCMC, Vietnam",-,2010,서비스법인,단독,-,도매 및 소매업,-,가정용 전기 시설 무역,-, - ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대명,"Daemyung Co., Ltd.","Hamlet 4B, Binh My Commune, Cu Chi Dist., HCMC, Vietnam",-,2000,생산법인,단독,-,제조업,기계·장비,산업 기계 제작,2, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대명코리아,Daemyoung Korea,"B1-01/2 Hung Phat Blg., 928 Le Van Luong St., Hamlet 3, Phuoc Kien Ward, Nha Be Dist., HCMC, Vietnam",-,-,판매법인,-,-,도매 및 소매업,-,상업용 주방기구,2, 16 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대산비나,"Daesan Vina Co., Ltd.","Lot C1-1/X10, Road D4, Tan Phu Trung IP, Tan Phu Trung Commune, Cu Chi Dist., HCMC, Vietnam",-,2015,생산법인,단독,-,제조업,섬유·피혁,원단 ,6, 30 ,수출 및 내수 병행,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대선해운항공,Daesun Air & Sea Transportation ,"Villa B, 4 Phan Thuc Duyen St., Ward 4, Tan Binh Dist., HCMC, Vietnam",-,2002,-,합작,-,운수업,-,"항공·해상 화물 운송, 핸드캐리, 수출입 통관, 해외이사",3, 95 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대성몰드,"Daesung Mold Vina Co., Ltd.","D11/53M Quach Dieu St., Hamlet 4, Vinh Loc A Commune, Binh Chanh Dist., HCMC, Vietnam",-,-,생산법인,단독,-,제조업,의복·잡화류,가방몰드 생산,1, 20 ,100% 주재국 내수시장 공급,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대성티에스,"Daesung Ts Co., Ltd.","Hoi Thanh Hamlet, Trung An Commune, Cu Chi Dist. , HCMC, Vietnam",www.daesungvn.com,2003,생산법인,합작,50%,제조업,기계·장비,"의류, 가방, 가죽, 신발업종 종합 기계 제작, 플랜트 설비, 소모품 공급",7, 70 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대우로얄,Daewoo Royal System(Vietnam),"400/8A, Ung Van Khiem St., Ward 21, Binh Thanh Dist., HCMC, Vietnam",-,2011,생산법인,단독,-,제조업,기계·장비,철강 구조물 및 자동 주차 시스템 제조,5, 20 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대한모터,"Daehan Motors Co., Ltd.","Lot D2, D3, D4, D5, Road 8, HCMC, Vietnam Car Mechanics IP, Hoa Phu Commune, Cu Chi Dist., HCMC, Vietnam",-,2015,생산법인,단독,-,제조업,기계·장비,트럭 조립,5, 50 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),대흥인베스트먼트,"Dai Hung Investment Trading Service Co., Ltd.","4 Lot G, Pham Huu Lau St., Phu My Ward, Dist. 7, HCMC, Vietnam",-,2011,-,합작,-,도매 및 소매업,-,무역,2, 5 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),더라인,"The Line Co., Ltd.","SS12, Block D, Riverside Residence, Nguyen Luong Bang St., Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,2011,서비스법인,단독,-,건설·공사업,-,"인테리어, 설계, 가구 제작 ",4, 26 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),더란,"The Ran Co., Ltd.","80 Diep Minh Chau St., Tan Son Nhi Ward, Tan Phu Dist., HCMC, Vietnam",-,2005,생산법인,단독,-,제조업,고무·플라스틱,"고무보트 제조, 기업연수",1, 40 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),더프라미스,The Promise,"134 Cao Thang St., Ward 4, Dist. 3, HCMC, Vietnam",-,2011,판매법인,단독,-,도매 및 소매업,-,사무기기 임대·판매,1, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),덕산비나,"Ducksan Vina Co., Ltd.","2977/9 National Road 1A, Tan Thoi Nhat Ward, Dist. 12, HCMC, Vietnam",-,2015,생산법인,단독,-,제조업,섬유·피혁,직조,5, 32 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),뎃렌에프에스,Det Len F.S,"360 Thoai Ngoc Hau St., Phu Thanh Ward, Tan Phu Dist., HCMC, Vietnam",-,2011,생산법인,단독,-,제조업,섬유·피혁,울 니트 봉제,2, 100 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),도루코,"Dorco Vina Co., Ltd. ","No 3, 2nd Fl., Broadway A, 100 Nguyen Luong Bang St., Tan Phu Ward, Dist. 7, HCMC, Vietnam",-,2011,연락사무소,단독,-,도매 및 소매업,-,도루코 면도기 제조,2, 5 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),도우종합건설,"Dowoo Construction Co., Ltd.","8th Fl., Cantavil, An Phu Ward, Dist. 2, HCMC, Vietnam",-,2014,서비스법인,단독,-,건설·공사업,-,건설,2, 8 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),돈림,"Donlim Co., Ltd.","730 Le Van Khuong St., Thoi An Ward, Dist. 12, HCMC, Vietnam",-,2009,생산법인,단독,-,제조업,인쇄,컴퓨터 자수,2, 50 ,수출 및 내수 병행,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),돌베트남,"Dole Vietnam Co., Ltd.","No. 60, Road 24A, An Phu Ward, Dist. 2, HCMC, Vietnam",-,2013,-,-,-,도매 및 소매업,-,"농산물 유통, 무역",1, 14 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동남,"Dongnam Vietnam Co., Ltd.","15/44 (B5-B11) Phan Huy Ich St., Ward 15, Tan Binh, HCMC, Vietnam ",-,2006,생산법인,단독,-,제조업,섬유·피혁,"봉제, 가공",11," 1,400 ",100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동남,"Dongnam E&C Co., Ltd.","A18.1 Nguyen Huu Tho St., Phuoc Kien Ward, Nha Be Dist., HCMC, Vietnam",-,2008,서비스법인,합작,-,건설·공사업,-,건설,2, 153 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동남아건설,"Dongnama C&C Co., Ltd.","59 Song Hanh St., An Phu Ward, Dist. 2, HCMC, Vietnam",-,2005,서비스법인,단독,-,건설·공사업,-,전기 & 계장 공사 및 기계 설비 공사,5, 140 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동린,"Donglin Vina Co., Ltd.","Quarter 2, Hiep Thanh Ward, Dist. 12, HCMC, Vietnam",-,2005,생산법인,단독,-,제조업,섬유·피혁,의류 봉제,3, 350 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동방비나,Dongbang Vina,"Quarter 5, Hiep Thanh Ward, Dist. 12, HCMC, Vietnam",-,2005,생산법인,단독,-,제조업,섬유·피혁,섬유 ,2, 647 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동아건설,"Donga Enc Co., Ltd.","5th Fl., IDC Bld., 163 Hai Ba Trung St., Dist. 3, HCMC, Vietnam",-,2015,서비스법인,단독,-,건설·공사업,-,건설,2, 7 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동아전기,"Dong-A Electric Co., Ltd.","449/19 Su Van Hanh St., Ward 12, Dist. 10, HCMC, Vietnam",-,2005,-,-,-,도매 및 소매업,-,"산업용 전기, 전력, 공장 자동화, 계장 기기 및 제품, LS (LG) 제품 베트남 대리점",-, 8 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동원,"Dongwon Vietnam Co., Ltd.","421 Dat Moi St., Binh Tri Dong A Ward, Binh Tan Dist., HCMC, Vietnam",-,2012,생산법인,단독,-,제조업,인쇄,컴퓨터 자수,2, 68 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),동화전기,"Donghwa Electric Vietnam Co., Ltd.","180-192 Nguyen Cong Tru St., Dist. 1, HCMC, Vietnam",-,2015,서비스법인,단독,-,건설·공사업,-,전기 시스템 설치,1, 1 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),두라로지스틱스,Doora Logistics,"B100 Bach Dang St., Ward 2, Tan Binh Dist., HCMC, Vietnam",-,2006,연락사무소,합작,51%,운수업,-,"특송 업무, 카고 업무, 복합 운송, 통관 대행 업무, 하노이 운송, 캄보디아 운송, 중국 (상해, 광주, 청도 외 전지역) 운송",2, 12 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),두리플러스,"Doori Plus Vietnam Co., Ltd.","73/9B, Dan Thang 1 Hamlet, Tan Thoi Nhi Commune, Hoc Mon Dist., HCMC, Vietnam",-,2014,생산법인,단독,-,제조업,섬유·피혁,니트 울 봉제,2, 98 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),두솔베트남,"Doosol Vietnam Co., Ltd.","160 Avenue 3, Phuoc Binh Ward, Dist. 9, HCMC, Vietnam",-,2006,생산법인,단독,-,제조업,의복·잡화류,의류 가공 수출,1, 400 ,100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),두웰비나,"Dowell Vina Co., Ltd.","C11/34E, Hamlet 3, Tan Kien Commune, Binh Chanh Dist., HCMC, Vietnam",-,2011,생산법인,단독,-,제조업,의복·잡화류,가방 봉제,4, 500 ,100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),드림자수,"Dream Embroidery Co., Ltd. ","524/1, Kenh T31A-17 St., Hamlet 3, Phuoc Vinh An Commune, Cu Chi Dist., HCMC, Vietnam",-,2011,생산법인,단독,-,제조업,인쇄,컴퓨터 자수,1, 130 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),디노,"Dino Co., Ltd.","142/1 Le Van Khuong St., Quarter 3, Thoi An Ward, Dist. 12, HCMC, Vietnam",-,2010,생산법인,단독,-,제조업,섬유·피혁,등산용 운동복 제조,3, 320 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),디딤돌국제이사,"Bd Logistics Co., Ltd.","4th Fl., SGCL Tower, 649/20/7 Dien Bien Phu St., Ward 25, Binh Thanh Dist., HCMC, Vietnam",-,2009,-,합작,51%,운수업,-,"국제 이사, 물류, 내륙 운송 및 통관 ",3, 21 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),디에스인터내셔널,DS International Inc.,"9th Fl., Etown, 364 Cong Hoa St., Ward 13, Tan Binh Dist., HCMC, Vietnam",-,1994,생산법인,단독,-,제조업,섬유·피혁,봉제 외주 생산 관리 ,6, 70 ,100% 제3국 수출,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),디피아이,"DPI(Daewoo Pharmaceutical Industries Co., Ltd. Hcmc Rep. Office)","228 Nguyen Trong Tuyen St., Phu Nhuan Dist., HCMC, Vietnam",-,1996,연락사무소,-,-,도매 및 소매업,-,"포장재, 화학제품, 의료용품, 농·수산물 ",1, 3 ,수출 및 내수 병행,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),딜로이트베트남,"Deloitte Vietnam Co., Ltd.","18th Fl., Times Square Bld., 22-36 Nguyen Hue St., Dist. 1, HCMC, Vietnam",www.deloitte.com,-,서비스법인,-,-,서비스업,전문·과학 및 기술,"회계 감사, 세무 자문, 금융 자문, 컨설팅",1, 620 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),떤흥스틸컴퍼니,"Tan Hung Steel Co., Ltd.","#602, Diamond Plaza, 34 Le Duan St., Dist. 1, HCMC, Vietnam",-,2003,연락사무소,단독,-,도매 및 소매업,-,"철강, 금속 제품 무역",1, 4 ,-,-,호치민무역관
아시아 ,베트남,호치민(Ho Chi Minh),라이프스토리베트남,"Life Story Vietnam Co., Ltd.","87 Nguyen Thi Thap St., Him Lam Residence, Tan Hung Ward, Dist. 7, HCMC, Vietnam",-,2013,서비스법인,단독,-,서비스업,전문·과학 및 기술,소프트웨어 가공 ,1, 15 ,-,-,호치민무역관
