시설번호,지역코드,시설일련번호,시도명,시군구명,수용시설명,도로명주소코드,법정동코드,행정동코드,상세주소,시설면적,경도,위도,X좌표,Y좌표
272,1162000000,389,서울특별시,관악구,구암중학교,1.16201E+24,1162010100,1162056500,서울특별시 관악구 성현로 53(봉천동),525,126.948362,37.492677,195433.4506,543692.676
273,1162000000,378,서울특별시,관악구,구암초등학교,1.16201E+24,1162010100,1162056500,서울특별시 관악구 구암길 1(봉천동),513,126.947164,37.48964,195327.3475,543355.6332
274,1159000000,43,서울특별시,동작구,수도여자고등학교,1.15901E+24,1159010900,1159068000,서울특별시 동작구 여의대방로10길 73(신대방동),202,126.915514,37.493069,192528.6136,543738.2421
275,1159000000,27,서울특별시,동작구,문창중학교,1.15901E+24,1159010900,1159068000,서울특별시 동작구 여의대방로22나길 40(신대방동),2415,126.921772,37.495826,193082.2643,544043.7349
276,1159000000,95,서울특별시,동작구,서울보라매초등학교,1.15901E+24,1159010900,1159068000,서울특별시 동작구 여의대방로16길 30(신대방동),1092,126.916228,37.496004,192592.0716,544063.8969
277,1159000000,99,서울특별시,동작구,대방동주민센터,1.15901E+24,1159010800,1159066000,서울특별시 동작구 여의대방로44길 20(대방동),231,126.926254,37.508174,193479.6788,545413.9358
278,1159000000,26,서울특별시,동작구,서울문창초등학교,1.15901E+24,1159010900,1159067000,서울특별시 동작구 신대방2길 14(신대방동),1014,126.913912,37.488915,192386.5371,543277.2931
279,1159000000,66,서울특별시,동작구,대방중학교,1.15901E+24,1159010900,1159067000,서울특별시 동작구 여의대방로10길 24(신대방동),952,126.913763,37.495166,192373.9927,543971.0633
280,1159000000,91,서울특별시,동작구,서울신길초등학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 알마타길 16(대방동),351,126.926322,37.510068,193485.8839,545624.0643
281,1159000000,55,서울특별시,동작구,서울공업고등학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 대방동1길 46(대방동),717,126.922383,37.501597,193136.8376,544684.1697
282,1159000000,93,서울특별시,동작구,영등포중학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 등용로8길 5(대방동),861,126.934257,37.507527,194187.2567,545341.5449
283,1159000000,92,서울특별시,동작구,서울영화초등학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 등용로8길 3(대방동),772,126.932717,37.509224,194051.1777,545530.0542
284,1159000000,94,서울특별시,동작구,강남중학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 대방동15길 29(대방동),593,126.921876,37.502788,193092.1246,544816.4213
285,1159000000,25,서울특별시,동작구,서울대림초등학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 대방동1길 22(대방동),880,126.925733,37.500648,193432.955,544578.6806
287,1159000000,54,서울특별시,동작구,동작고등학교,1.15901E+24,1159010700,1159065100,서울특별시 동작구 솔밭로 51(사당동),3240,126.965239,37.482236,196925.4771,542533.1556
288,1159000000,45,서울특별시,동작구,영등포고등학교,1.15901E+24,1159010800,1159066000,서울특별시 동작구 등용로8길 5(대방동),873,126.933666,37.508253,194135.046,545422.155
654,1114000000,31,서울특별시,중구,중림종합복지센터,1.11402E+24,1114017100,1114068000,서울특별시 중구 서소문로6길 16(중림동),198,126.966154,37.559472,197009.5268,551105.3172
655,1117000000,301,서울특별시,용산구,삼광초등학교,1.11701E+24,1117010100,1117051000,서울특별시 용산구 두텁바위로1나길 19(후암동),856,126.976733,37.547239,197943.8587,549747.3365
656,1117000000,302,서울특별시,용산구,보성여자고등학교,1.11701E+24,1117010200,1117052000,서울특별시 용산구 신흥로3가길 66(용산동2가),720,126.984529,37.542749,198632.767,549248.8479
657,1117000000,454,서울특별시,용산구,용암경로당,1.11701E+24,1117010200,1117052000,서울특별시 용산구 신흥로3가길 21-7 (용산동2가),104,126.984677,37.541026,198645.8003,549057.5748
658,1117000000,305,서울특별시,용산구,청파초등학교,1.11701E+24,1117011000,1117055500,서울특별시 용산구 효창원로 228(청파동2가),585,126.964289,37.547632,196844.252,549791.2586
659,1117000000,456,서울특별시,용산구,청파동주민센터,1.11701E+24,1117011000,1117055500,서울특별시 용산구 청파로49길 6(청파동2가),477,126.969869,37.545443,197337.2277,549548.1434
660,1114000000,56,서울특별시,중구,성동글로벌경영고등학교,1.11402E+24,1114016200,1114061500,서울특별시 중구 퇴계로 375(신당동),554,127.012995,37.565826,201148.1013,551810.0429
661,1114000000,54,서울특별시,중구,광희초등학교,1.11402E+24,1114016200,1114061500,서울특별시 중구 다산로 269(신당동),655,127.015117,37.567396,201335.5251,551984.3603
662,1114000000,71,서울특별시,중구,성동공업고등학교,1.11402E+24,1114016300,1114061500,서울특별시 중구 다산로 290(흥인동),738,127.016865,37.56878,201489.9438,552137.9844
663,1114000000,9,서울특별시,중구,장충초등학교,1.11402E+24,1114016200,1114062500,서울특별시 중구 청구로17길 40(신당동),567,127.011105,37.559466,200981.1535,551104.1953
664,1114000000,53,서울특별시,중구,성동고등학교,1.11402E+24,1114016200,1114065000,서울특별시 중구 퇴계로90길 17(신당동),877,127.022898,37.564162,202023.0232,551625.6077
665,1120000000,488,서울특별시,성동구,금호2-3가동주민센터,1.12001E+24,1120011000,1120061500,서울특별시 성동구 무수막18길 1(금호동2가),266,127.020994,37.553177,201855.098,550406.327
666,1120000000,436,서울특별시,성동구,금호공원체육관,1.12001E+24,1120011100,1120061500,서울특별시 성동구 장터1길 20(금호동3가),660,127.018711,37.549396,201653.4495,549986.5899
667,1120000000,498,서울특별시,성동구,별장여관,1.12001E+24,1120011100,1120061500,서울특별시 성동구 무수막길 3-1 (금호동3가),32,127.025326,37.548305,202238.0097,549865.7111
668,1120000000,419,서울특별시,성동구,금옥초등학교,1.12001E+24,1120011200,1120062000,서울특별시 성동구 독서당로 251(금호동4가),561,127.017579,37.546695,201553.4624,549686.8332
669,1114000000,50,서울특별시,중구,훈련원공원 종합체육관,1.11402E+24,1114015100,1114060500,서울특별시 중구 을지로 227(을지로5가),747,127.003879,37.567387,200342.677,551983.3032
678,1120000000,485,서울특별시,성동구,금북초등학교,1.12001E+24,1120010900,1120059000,서울특별시 성동구 행당로1길 13(금호동1가),240,127.023668,37.557345,202091.2775,550868.9448
679,1120000000,418,서울특별시,성동구,금호초등학교,1.12001E+24,1120011000,1120061500,서울특별시 성동구 무수막길 69(금호동2가),2680,126.964886,37.574163,196898.0759,552735.8498
680,1120000000,434,서울특별시,성동구,대현산체육관,1.12001E+24,1120010700,1120057000,서울특별시 성동구 독서당로63길 44(행당동),1090,127.030107,37.553961,202660.2929,550493.5538
681,1120000000,482,서울특별시,성동구,행당제2동주민센터,1.12001E+24,1120010700,1120057000,서울특별시 성동구 행당로9길 9(행당동),126,127.029365,37.558234,202594.6219,550967.732
682,1120000000,483,서울특별시,성동구,응봉초등학교,1.12001E+24,1120010800,1120058000,서울특별시 성동구 독서당로62길 28(응봉동),380,127.033493,37.550151,202959.671,550070.8018
683,1120000000,486,서울특별시,성동구,금호고등학교,1.12001E+24,1120010900,1120059000,서울특별시 성동구 금호로 118(금호동1가),670,127.023494,37.553647,202075.9758,550458.537
684,1120000000,487,서울특별시,성동구,금호1가동주민센터,1.12001E+24,1120010900,1120059000,서울특별시 성동구 행당로 15(금호동1가),270,127.021662,37.55484,201914.0703,550590.8969
685,1120000000,417,서울특별시,성동구,무학여자고등학교,1.12001E+24,1120010700,1120057000,서울특별시 성동구 고산자로 197(행당동),1178,127.033196,37.557667,202933.1122,550904.9665
686,1120000000,414,서울특별시,성동구,동마중학교,1.12001E+24,1120010500,1120054000,서울특별시 성동구 마조로11길 18(마장동),659,127.039712,37.562685,203508.6137,551462.1285
687,1120000000,415,서울특별시,성동구,사근초등학교,1.12001E+24,1120010600,1120055000,서울특별시 성동구 사근동11길 16(사근동),630,127.047668,37.562691,204211.5377,551463.1211
688,1120000000,480,서울특별시,성동구,사근동주민센터,1.12001E+24,1120010600,1120055000,서울특별시 성동구 사근동길 37(사근동),97,127.045367,37.561451,204008.3392,551325.343
689,1120000000,416,서울특별시,성동구,행당초등학교,1.12001E+24,1120010700,1120056000,서울특별시 성동구 고산자로8길 6(행당동),554,127.034695,37.556392,203065.6122,550763.5045
690,1120000000,442,서울특별시,성동구,성동구청,1.12001E+24,1120010700,1120056000,서울특별시 성동구 고산자로 270(행당동),529,127.036734,37.563345,203245.4744,551535.2737
691,1120000000,481,서울특별시,성동구,행당제1동주민센터,1.12001E+24,1120010700,1120056000,서울특별시 성동구 고산자로10길 18(행당동),127,127.036119,37.558574,203191.351,551005.6991
692,1120000000,470,서울특별시,성동구,라테라,1.12001E+24,1120010400,1120053500,서울특별시 성동구 왕십리로22길 16-1 (도선동),50,127.035094,37.56347,203100.5776,551549.1118
693,1120000000,476,서울특별시,성동구,파라다이스,1.12001E+24,1120010400,1120053500,서울특별시 성동구 왕십리로22길 11-11 (도선동),84,127.034537,37.563039,203051.345,551501.2121
694,1120000000,478,서울특별시,성동구,왕십리제2동주민센터,1.12001E+24,1120010200,1120052000,서울특별시 성동구 무학봉15길 6(하왕십리동),70,127.031055,37.561855,202743.7934,551369.6648
695,1120000000,477,서울특별시,성동구,왕십리도선동주민센터,1.12001E+24,1120010100,1120053500,서울특별시 성동구 마장로 141(상왕십리동),313,127.025578,37.567873,202259.699,552037.5529
696,1120000000,412,서울특별시,성동구,숭신초등학교,1.12001E+24,1120010200,1120053500,서울특별시 성동구 마장로 161(하왕십리동),1923,127.027769,37.567772,202453.2652,552026.347
697,1120000000,468,서울특별시,성동구,리젠트,1.12001E+24,1120010400,1120053500,서울특별시 성동구 무학로2길 43(도선동),89,127.034474,37.562817,203045.8083,551476.6196
698,1117000000,324,서울특별시,용산구,오산고등학교,1.11701E+24,1117013600,1117070000,서울특별시 용산구 보광로7길 17(보광동),800,126.999764,37.524544,199979.1667,547228.1982
699,1120000000,413,서울특별시,성동구,무학초등학교,1.12001E+24,1120010200,1120052000,서울특별시 성동구 무학봉15길 21(하왕십리동),855,127.02953,37.56294,202609.0357,551490.1035
700,1117000000,323,서울특별시,용산구,서빙고초등학교,1.11701E+24,1117013300,1117069000,서울특별시 용산구 서빙고로51길 14(서빙고동),1650,126.992403,37.522146,199328.4144,546962.0851
701,1117000000,431,서울특별시,용산구,서빙고동 주민센터,1.11701E+24,1117013300,1117069000,서울특별시 용산구 서빙고로 279(서빙고동),113,126.994637,37.520487,199525.8933,546777.9555
708,1121500000,377,서울특별시,광진구,서울광장초등학교,1.12151E+24,1121510400,1121581000,서울특별시 광진구 광장로1길 27(광장동),5411,127.101796,37.548618,208995.4946,549904.9445
709,1121500000,416,서울특별시,광진구,광남중학교,1.12151E+24,1121510400,1121581000,서울특별시 광진구 아차산로70길 17-62 (광장동),2993,127.101691,37.540771,208987.217,549034.0844
710,1121500000,413,서울특별시,광진구,양진중학교,1.12151E+24,1121510400,1121581000,서울특별시 광진구 워커힐로 177(광장동),5172,127.098343,37.544573,208690.8343,549455.6968
711,1117000000,443,서울특별시,용산구,한남동공영주차장,1.11701E+24,1117013100,1117068500,서울특별시 용산구 이태원로 224-19 (한남동),1622,126.997468,37.539158,199776.2237,548850.1756
712,1121500000,349,서울특별시,광진구,서울용곡초등학교,1.12151E+24,1121510100,1121577000,서울특별시 광진구 용마산로22길 82(중곡동),2637,127.088537,37.566836,207821.9348,551925.7519
713,1121500000,422,서울특별시,광진구,능동 주민센터,1.12151E+24,1121510200,1121578000,서울특별시 광진구 천호대로112길 55(능동),255,127.0804,37.553752,207104.3052,550472.9905
714,1121500000,375,서울특별시,광진구,서울광남초등학교,1.12151E+24,1121510400,1121581000,서울특별시 광진구 아차산로70길 35(광장동),2756,127.100806,37.541118,208908.8858,549072.4308
722,1121500000,411,서울특별시,광진구,서울구의초등학교,1.12151E+24,1121510700,1121571000,서울특별시 광진구 광나루로30길 49(화양동),1630,127.079547,37.543007,207029.9122,549280.3617
723,1121500000,446,서울특별시,광진구,화양동주민센터,1.12151E+24,1121510700,1121571000,서울특별시 광진구 능동로17길 39(화양동),135,127.071322,37.546597,206302.7279,549678.2084
724,1121500000,420,서울특별시,광진구,중곡제1동 주민센터,1.12151E+24,1121510100,1121574000,서울특별시 광진구 긴고랑로12길 49(중곡동),242,127.080144,37.560695,207081.0443,551243.4897
732,1121500000,410,서울특별시,광진구,구의중학교,1.12151E+24,1121510700,1121571000,서울특별시 광진구 광나루로30길 80(화양동),7069,127.079257,37.542754,207004.3515,549252.2124
733,1120000000,494,서울특별시,성동구,성수초등학교,1.12001E+24,1120011500,1120069000,서울특별시 성동구 아차산로17길 21(성수동2가),320,127.063435,37.544241,205605.9325,549416.2492
734,1120000000,427,서울특별시,성동구,송원초등학교,1.12001E+24,1120011800,1120072000,서울특별시 성동구 동일로43길 9(송정동),680,127.069348,37.554055,206127.7049,550505.8198
735,1120000000,495,서울특별시,성동구,송정동주민센터,1.12001E+24,1120011800,1120072000,서울특별시 성동구 동일로43길 13(송정동),79,127.069585,37.554523,206148.6108,550557.7877
736,1120000000,428,서울특별시,성동구,서울새활용플라자,1.12001E+24,1120012200,1120079000,서울특별시 성동구 자동차시장길 49(용답동),1630,127.057632,37.558581,205092.1515,551007.4528
737,1120000000,496,서울특별시,성동구,용답동주민센터,1.12001E+24,1120012200,1120079000,서울특별시 성동구 용답중앙23길 20(용답동),150,127.055565,37.564098,204909.1676,551619.6182
746,1120000000,492,서울특별시,성동구,성수1가제2동주민센터,1.12001E+24,1120011400,1120066000,서울특별시 성동구 왕십리로5길 3(성수동1가),213,127.044337,37.5463,203918.1315,549643.7605
747,1120000000,429,서울특별시,성동구,성수공업고등학교,1.12001E+24,1120011500,1120067000,서울특별시 성동구 뚝섬로 365(성수동2가),567,127.051146,37.540194,204520.1826,548966.3853
748,1120000000,425,서울특별시,성동구,성원중학교,1.12001E+24,1120011500,1120067000,서울특별시 성동구 성덕정9가길 13(성수동2가),1568,127.052308,37.539352,204622.9599,548872.9956
749,1120000000,493,서울특별시,성동구,성수2가제1동주민센터,1.12001E+24,1120011500,1120067000,서울특별시 성동구 뚝섬로 385-19 (성수동2가),140,127.053985,37.539505,204771.1582,548890.0594
750,1120000000,500,서울특별시,성동구,성수2가제3동주민센터,1.12001E+24,1120011500,1120069000,서울특별시 성동구 광나루로2길 35(성수동2가),190,127.055243,37.548233,204881.7653,549858.8184
751,1120000000,491,서울특별시,성동구,성수1가제1동주민센터,1.12001E+24,1120011400,1120065000,서울특별시 성동구 뚝섬로3길 18(성수동1가),195,127.04968,37.542089,204390.5402,549176.6466
752,1120000000,423,서울특별시,성동구,성수중학교,1.12001E+24,1120011400,1120066000,서울특별시 성동구 서울숲길 18(성수동1가),1386,127.038974,37.547222,203444.1015,549745.8969
753,1120000000,424,서울특별시,성동구,성수고등학교,1.12001E+24,1120011400,1120066000,서울특별시 성동구 서울숲길 18(성수동1가),1988,127.038223,37.547833,203377.7719,549813.7177
754,1120000000,422,서울특별시,성동구,경일중학교,1.12001E+24,1120011400,1120065000,서울특별시 성동구 성수일로 27(성수동1가),676,127.048106,37.543598,204251.3201,549344.0461
755,1120000000,489,서울특별시,성동구,금호4가동주민센터,1.12001E+24,1120011200,1120062000,서울특별시 성동구 독서당로46길 26(금호동4가),255,127.022373,37.547199,201977.0771,549742.9122
756,1120000000,421,서울특별시,성동구,옥정초등학교,1.12001E+24,1120011300,1120064500,서울특별시 성동구 한림말길 43(옥수동),2722,127.01556,37.541934,201375.1301,549158.3885
757,1120000000,490,서울특별시,성동구,옥수동주민센터,1.12001E+24,1120011300,1120064500,서울특별시 성동구 독서당로 203(옥수동),229,127.013492,37.543654,201192.3403,549349.2971
763,1120000000,420,서울특별시,성동구,옥수초등학교,1.12001E+24,1120011200,1120062000,서울특별시 성동구 금호로1길 25(금호동4가),576,127.021923,37.549585,201937.2684,550007.669
531,1111000000,357,서울특별시,종로구,서울과학고등학교,1.11102E+24,1111017000,1111065000,서울특별시 종로구 혜화로 63(명륜1가),1166,126.998367,37.591834,199855.7783,554696.592
532,1111000000,23,서울특별시,종로구,창신초등학교,1.11102E+24,1111017400,1111067000,서울특별시 종로구 지봉로 73(창신동),660,127.014352,37.576019,201267.8067,552941.3993
533,1111000000,369,서울특별시,종로구,종로구민회관,1.11102E+24,1111017400,1111067000,서울특별시 종로구 지봉로5길 7-5 (창신동),953,127.014372,37.573464,201269.5956,552657.783
534,1111000000,338,서울특별시,종로구,창신3동주민센터,1.11102E+24,1111017400,1111069000,"서울특별시 종로구 지봉로 87(창신동, 창신이수아파트)",118,127.01473,37.578026,201301.1794,553164.1894
535,1111000000,376,서울특별시,종로구,종로종합사회복지관,1.11102E+24,1111017400,1111069000,서울특별시 종로구 지봉로13길 82(창신동),325,127.012486,37.577296,201102.9198,553083.108
536,1111000000,367,서울특별시,종로구,혜화동자치회관,1.11102E+24,1111016900,1111065000,서울특별시 종로구 혜화로 12(혜화동),259,127.00056,37.586987,200049.4387,554158.6352
537,1111000000,332,서울특별시,종로구,종로노인종합복지관,1.11102E+24,1111016500,1111064000,서울특별시 종로구 율곡로19길 17-8 (이화동),389,127.006028,37.57672,200532.4704,553019.078
538,1111000000,368,서울특별시,종로구,이화동주민센터,1.11102E+24,1111016500,1111064000,서울특별시 종로구 이화장길 33(이화동),279,127.004333,37.576936,200382.754,553043.0688
539,1111000000,377,서울특별시,종로구,종로구보훈회관,1.11102E+24,1111016500,1111064000,서울특별시 종로구 율곡로19길 17-3 (이화동),213,127.005682,37.57642,200501.9439,552985.7763
540,1111000000,22,서울특별시,종로구,올림픽기념국민생활관,1.11102E+24,1111016900,1111065000,서울특별시 종로구 성균관로 91(혜화동),1224,126.9988,37.590339,199894.028,554530.6355
547,1111000000,361,서울특별시,종로구,종로56가동주민센터,1.11102E+24,1111016200,1111063000,서울특별시 종로구 종로35가길 19(효제동),160,127.005068,37.572051,200447.68,552500.8924
554,1111000000,372,서울특별시,종로구,서머셋펠리스 서울,1.11101E+24,1111012400,1111061500,서울특별시 종로구 율곡로2길 7(수송동),19800,126.981162,37.57517,198335.8712,552847.2467
555,1111000000,301,서울특별시,종로구,교동초등학교,1.11101E+24,1111013400,1111061500,서울특별시 종로구 삼일대로 446(경운동),343,126.987747,37.574764,198917.5698,552802.0481
556,1111000000,374,서울특별시,종로구,메이플레이스 호텔,1.11102E+24,1111015900,1111061500,서울특별시 종로구 율곡로 179(원남동),9900,126.998749,37.576103,199889.5231,552950.675
557,1111000000,375,서울특별시,종로구,오라카이 대학로 호텔,1.11102E+24,1111015900,1111061500,서울특별시 종로구 율곡로 180(원남동),9900,126.998717,37.575604,199886.6532,552895.2719
558,1111000000,321,서울특별시,종로구,효제초등학교,1.11102E+24,1111016200,1111063000,서울특별시 종로구 대학로 12(효제동),486,127.002931,37.572674,200258.9368,552570.0657
559,1111000000,17,서울특별시,종로구,재동초등학교,1.11101E+24,1111014600,1111060000,서울특별시 종로구 북촌로4길 7(가회동),202,126.985568,37.57983,198725.2012,553364.3831
560,1111000000,378,서울특별시,종로구,종로구웰니스센터,1.11101E+24,1111014900,1111060000,서울특별시 종로구 율곡로 89(원서동),175,126.988998,37.577859,199028.1163,553145.546
562,1111000000,347,서울특별시,종로구,교남동주민센터,1.11102E+24,1111018100,1111058000,서울특별시 종로구 송월길 154(행촌동),313,126.961947,37.571912,196638.339,552486.2047
563,1117000000,428,서울특별시,용산구,이태원1동 주민센터,1.11701E+24,1117013000,1117065000,서울특별시 용산구 보광로 104-6 (이태원동),112,126.995072,37.532454,199564.4307,548106.1646
564,1117000000,458,서울특별시,용산구,보광초등학교,1.11701E+24,1117013000,1117065000,서울특별시 용산구 우사단로 20(이태원동),675,126.996283,37.532603,199671.4603,548122.6791
565,1117000000,333,서울특별시,용산구,이태원초등학교,1.11701E+24,1117013000,1117066000,서울특별시 용산구 녹사평대로40길 19(이태원동),1206,126.988025,37.535867,198941.5961,548484.9727
566,1117000000,429,서울특별시,용산구,이태원2동 주민센터,1.11701E+24,1117013000,1117066000,서울특별시 용산구 회나무로13길 58(이태원동),509,126.990191,37.541867,199133.137,549150.8394
567,1117000000,444,서울특별시,용산구,용강중학교,1.11701E+24,1117012900,1117063000,서울특별시 용산구 이촌로65가길 91(이촌동),198,126.976086,37.521438,197885.9986,546883.7409
568,1117000000,445,서울특별시,용산구,중경고등학교,1.11701E+24,1117012900,1117063000,서울특별시 용산구 이촌로84길 34(이촌동),755,126.975722,37.518106,197853.7255,546513.9391
569,1117000000,427,서울특별시,용산구,이촌2동 주민센터,1.11701E+24,1117012900,1117064000,서울특별시 용산구 이촌로18길 20(이촌동),343,126.954689,37.526227,195994.7184,547415.9493
570,1117000000,416,서울특별시,용산구,용산구청,1.11701E+24,1117013000,1117065000,서울특별시 용산구 녹사평대로 150(이태원동),264,126.990119,37.532512,199126.6383,548112.5831
571,1117000000,423,서울특별시,용산구,효창동 주민센터,1.11701E+24,1117011900,1117058000,서울특별시 용산구 효창원로 161(효창동),345,126.961624,37.542557,196608.5278,549228.0656
572,1117000000,424,서울특별시,용산구,용문동 주민센터,1.11701E+24,1117012000,1117059000,서울특별시 용산구 새창로12길 13(도원동),308,126.957558,37.538946,196248.984,548827.4686
573,1117000000,327,서울특별시,용산구,한강로동주민센터,1.11701E+24,1117012500,1117062500,서울특별시 용산구 한강대로38길 28(한강로2가),320,126.96952,37.529103,197305.8388,547734.628
574,1117000000,314,서울특별시,용산구,신용산초등학교,1.11701E+24,1117012900,1117063000,서울특별시 용산구 이촌로 255(이촌동),380,126.975897,37.520011,197869.2937,546725.3239
575,1117000000,453,서울특별시,용산구,용산구문화체육센터,1.11701E+24,1117012200,1117056000,서울특별시 용산구 백범로 350(문배동),721,126.967683,37.537202,197143.7326,548633.5347
576,1117000000,437,서울특별시,용산구,성심여자고등학교,1.11701E+24,1117011800,1117057000,서울특별시 용산구 원효로19길 49(원효로4가),542,126.954587,37.534173,195986.1536,548297.849
577,1117000000,308,서울특별시,용산구,금양초등학교,1.11701E+24,1117011900,1117058000,서울특별시 용산구 효창원로 137(효창동),393,126.961774,37.540786,196621.6918,549031.5796
633,1117000000,7,서울특별시,용산구,남정초등학교,1.11701E+24,1117011300,1117056000,서울특별시 용산구 원효로64길 17-10 (원효로2가),562,126.964978,37.536355,196904.6785,548539.6592
971,1129000000,565,서울특별시,성북구,아리랑힐동대문호텔,1.12901E+24,1129011900,1129057500,서울특별시 성북구 아리랑로 8(동선동4가),9785,127.016555,37.593617,201462.0599,554894.6171
972,1129000000,551,서울특별시,성북구,개운중학교,1.12901E+24,1129010300,1129058000,서울특별시 성북구 북악산로 935(돈암동),13029,127.02485,37.594604,202194.6315,555004.3123
983,1129000000,521,서울특별시,성북구,돈암초등학교,1.12901E+24,1129010900,1129057500,서울특별시 성북구 동소문로13길 38(동소문동6가),10946,127.012851,37.593318,201134.9565,554861.3425
984,1135000000,490,서울특별시,노원구,월계중학교,1.13501E+24,1135010200,1135057000,서울특별시 노원구 월계로45가길 54(월계동),1430,127.052131,37.630204,204601.7147,558956.5019
985,1132000000,136,서울특별시,도봉구,도봉 문화고등학교,1.13201E+24,1132010600,1132069000,서울특별시 도봉구 마들로 598(방학동),1514,127.047082,37.663451,204154.1145,562646.3546
986,1132000000,163,서울특별시,도봉구,세화모텔,1.13201E+24,1132010600,1132069000,서울특별시 도봉구 방학로6길 17(방학동),400,125,31,8973.125327,-174806.0956
987,1132000000,137,서울특별시,도봉구,서울방학초등학교,1.13201E+24,1132010600,1132070000,서울특별시 도봉구 도당로9길 34(방학동),7023,127.032057,37.663921,202828.4586,562697.9483
988,1132000000,141,서울특별시,도봉구,서울초당초등학교,1.13201E+24,1132010600,1132071000,서울특별시 도봉구 해등로32길 11(방학동),880,127.0223,37.658147,201967.76,562056.8798
989,1132000000,140,서울특별시,도봉구,서울신방학초등학교,1.13201E+24,1132010600,1132071000,서울특별시 도봉구 시루봉로 173(방학동),1414,127.029585,37.665791,202610.2489,562905.4759
990,1132000000,157,서울특별시,도봉구,학마을도서관,1.13201E+24,1132010600,1132071000,서울특별시 도봉구 시루봉로 128(방학동),3837,127.027937,37.662157,202465.017,562502.0655
991,1135000000,357,서울특별시,노원구,신계초등학교,1.13501E+24,1135010200,1135057000,서울특별시 노원구 초안산로 29(월계동),498,127.052974,37.630432,204676.0861,558981.9213
992,1135000000,356,서울특별시,노원구,신창중학교,1.13501E+24,1135010200,1135057000,서울특별시 노원구 월계로45길 92(월계동),625,127.047529,37.628032,204195.6184,558715.2558
993,1132000000,155,서울특별시,도봉구,덕성여자대학교,1.13201E+24,1132010500,1132066000,서울특별시 도봉구 삼양로144길 33(쌍문동),7659,127.016977,37.651659,201498.1706,561336.6309
994,1132000000,132,서울특별시,도봉구,백운중학교,1.13201E+24,1132010500,1132067000,서울특별시 도봉구 도봉로129길 50(쌍문동),7299,127.035956,37.656046,203172.8112,561824.0086
995,1132000000,133,서울특별시,도봉구,신도봉중학교,1.13201E+24,1132010500,1132068000,서울특별시 도봉구 도봉로115길 16(쌍문동),11776,127.033206,37.649252,202930.4381,561069.9058
996,1132000000,164,서울특별시,도봉구,인터넷모텔,1.13201E+24,1132010500,1132068000,서울특별시 도봉구 우이천로24길 65(쌍문동),425,125,32,10996.7607,-63897.0842
997,1132000000,135,서울특별시,도봉구,서울창도초등학교,1.13201E+24,1132010600,1132069000,서울특별시 도봉구 방학로 32-28 (방학동),532,127.049511,37.663694,204368.4527,562673.4999
1007,1132000000,131,서울특별시,도봉구,서울쌍문초등학교,1.13201E+24,1132010500,1132066000,서울특별시 도봉구 우이천로 360(쌍문동),7785,127.024391,37.648603,202152.5027,560997.5935
824,1123000000,341,서울특별시,동대문구,전동초등학교,1.12301E+24,1123010400,1123057000,서울특별시 동대문구 전농로16길 61(전농동),3500,127.061189,37.5791,205404.945,553285.0148
833,1123000000,363,서울특별시,동대문구,제기동주민센터,1.12301E+24,1123010300,1123054500,서울특별시 동대문구 약령시로 71(제기동),150,127.037825,37.583171,203340.9562,553735.7595
834,1123000000,386,서울특별시,동대문구,성일중학교,1.12301E+24,1123010300,1123054500,서울특별시 동대문구 왕산로23길 55(제기동),11572,127.033855,37.58134,202990.4214,553532.4678
835,1123000000,387,서울특별시,동대문구,홍파초등학교,1.12301E+24,1123010300,1123054500,서울특별시 동대문구 고산자로 518(제기동),571,127.039389,37.586306,203478.9524,554083.7479
836,1123000000,338,서울특별시,동대문구,전농초등학교,1.12301E+24,1123010400,1123056000,서울특별시 동대문구 사가정로 66(전농동),977,127.054553,37.574881,204819.0769,552816.4199
837,1123000000,373,서울특별시,동대문구,동대문중학교,1.12301E+24,1123010400,1123056000,서울특별시 동대문구 사가정로 59(전농동),3500,127.052259,37.574643,204616.4358,552789.8717
838,1123000000,382,서울특별시,동대문구,전농1동주민센터,1.12301E+24,1123010400,1123056000,서울특별시 동대문구 서울시립대로9길 21(전농동),221,127.047717,37.577983,204214.998,553160.3753
839,1123000000,340,서울특별시,동대문구,전곡초등학교,1.12301E+24,1123010400,1123057000,서울특별시 동대문구 전농로 172(전농동),3500,127.056494,37.580459,204990.1015,553435.6395
840,1121500000,439,서울특별시,광진구,자양제3동 주민센터,1.12151E+24,1121510500,1121584000,서울특별시 광진구 뚝섬로 568(자양동),141,127.072746,37.533941,206429.6745,548273.6674
841,1121500000,403,서울특별시,광진구,신양중학교,1.12151E+24,1121510500,1121584700,서울특별시 광진구 자양강변길 73(자양동),1984,127.063321,37.533449,205596.6787,548218.4056
842,1121500000,412,서울특별시,광진구,서울광진초등학교,1.12151E+24,1121510300,1121586000,서울특별시 광진구 자양로40길 41(구의동),11848,127.091433,37.547561,208079.8375,549786.7235
843,1121500000,423,서울특별시,광진구,구남초등학교,1.12151E+24,1121510300,1121587000,서울특별시 광진구 구의강변로 69(구의동),405,127.092106,37.537173,208140.4651,548633.8196
