시설번호,지역코드,시설일련번호,시도명,시군구명,수용시설명,도로명주소코드,법정동코드,행정동코드,상세주소,시설면적,경도,위도,X좌표,Y좌표
510,1114000000,3,서울특별시,중구,남산초등학교,1.11401E+24,1114012900,1114055000,서울특별시 중구 퇴계로22길 17(남산동2가),245,126.986414,37.55986,198799.5833,551147.8935
511,1114000000,4,서울특별시,중구,덕수중학교,1.11401E+24,1114013400,1114059000,서울특별시 중구 마른내로9길 10(인현동2가),756,126.997407,37.56546,199770.8822,551769.3539
512,1114000000,57,서울특별시,중구,회현체육센터,1.11401E+24,1114012100,1114054000,서울특별시 중구 퇴계로12길 78(회현동1가),701,126.981631,37.556094,198376.9032,550730.0717
513,1114000000,52,서울특별시,중구,충무교회,1.11401E+24,1114012300,1114055000,서울특별시 중구 퇴계로16길 20(회현동3가),598,126.984422,37.560012,198623.5727,551164.882
520,1111000000,370,서울특별시,종로구,아름꿈도서관,1.11102E+24,1111017500,1111071000,서울특별시 종로구 종로58가길 19(숭인동),639,127.017131,37.572687,201513.3043,552571.5981
521,1114000000,17,서울특별시,중구,덕수초등학교,1.11402E+24,1114016700,1114052000,서울특별시 중구 덕수궁길 140(정동),897,126.974851,37.568986,197778.2775,552161.0405
522,1111000000,26,서울특별시,종로구,숭인1동주민센터,1.11102E+24,1111017500,1111070000,서울특별시 종로구 지봉로 86(숭인동),770,127.015633,37.577836,201380.9126,553143.1023
523,1111000000,343,서울특별시,종로구,숭인상록경로당,1.11102E+24,1111017500,1111070000,서울특별시 종로구 지봉로 86(숭인동),244,127.015593,37.577808,201377.4142,553139.9574
524,1111000000,340,서울특별시,종로구,숭인2동주민센터,1.11102E+24,1111017500,1111071000,서울특별시 종로구 종로65길 10(숭인동),256,127.019986,37.574886,201765.5142,552815.7936
1,1147000000,355,서울특별시,양천구,목3동주민센터,1.14701E+24,1147010200,1147053000,서울특별시 양천구 목동중앙남로16나길 55(목동),125,126.864403,37.544784,188016.9633,549483.2542
6,1147000000,316,서울특별시,양천구,양동중학교,1.14701E+24,1147010200,1147053000,서울특별시 양천구 목동중앙북로 49(목동),1028,126.869351,37.547894,188454.7215,549827.8244
7,1147000000,357,서울특별시,양천구,목동보건지소,1.14701E+24,1147010200,1147053000,서울특별시 양천구 목동중앙본로7가길 11(목동),650,126.866975,37.5401,188243.486,548963.0111
8,1147000000,391,서울특별시,양천구,갈산문화예술센터,1.14701E+24,1147010100,1147068000,서울특별시 양천구 목동남로 106(신정동),168,126.870713,37.510419,188569.3248,545668.3356
9,1147000000,354,서울특별시,양천구,목2동주민센터,1.14701E+24,1147010200,1147052000,서울특별시 양천구 목동중앙본로 120(목동),281,126.871644,37.546126,188657.0492,549631.2764
10,1147000000,327,서울특별시,양천구,갈산초등학교,1.14701E+24,1147010100,1147068000,서울특별시 양천구 목동로 31(신정동),660,126.869629,37.51145,188473.6196,545782.9257
11,1147000000,347,서울특별시,양천구,양천어르신종합복지관,1.14701E+24,1147010100,1147068000,서울특별시 양천구 목동로3길 106(신정동),160,126.858616,37.510433,187499.8092,545671.4176
12,1147000000,350,서울특별시,양천구,양천구민체육센터,1.14701E+24,1147010100,1147067000,서울특별시 양천구 목동동로 87(신정동),1995,126.864385,37.516544,188010.8453,546348.9906
13,1147000000,328,서울특별시,양천구,계남초등학교 체육관,1.14701E+24,1147010100,1147068000,서울특별시 양천구 목동동로2길 54(신정동),983,126.860935,37.509799,187704.7522,545600.7428
14,1147000000,348,서울특별시,양천구,양천구청 본관,1.14701E+24,1147010100,1147067000,서울특별시 양천구 목동동로 105(신정동),396,126.866631,37.516984,188209.4302,546397.4847
15,1147000000,349,서울특별시,양천구,해누리타운(양천구청 별관),1.14701E+24,1147010100,1147067000,서울특별시 양천구 목동동로 81(신정동),350,126.86382,37.516035,187960.8389,546292.5724
16,1147000000,32,서울특별시,양천구,목일중학교,1.14701E+24,1147010100,1147067000,서울특별시 양천구 목동동로8길 70(신정동),644,126.874308,37.513309,188887.5855,545988.6694
17,1147000000,326,서울특별시,양천구,신목고등학교,1.14701E+24,1147010100,1147067000,서울특별시 양천구 안양천로 739(신정동),415,126.873736,37.512605,188836.951,545910.6208
18,1147000000,340,서울특별시,양천구,신서고등학교,1.14701E+24,1147010100,1147065000,서울특별시 양천구 은행정로 42(신정동),844,126.859937,37.523831,187618.7921,547158.2861
19,1147000000,367,서울특별시,양천구,신정4동주민센터,1.14701E+24,1147010100,1147065000,서울특별시 양천구 오목로34길 5(신정동),144,126.855824,37.52464,187255.3503,547248.6044
23,1147000000,373,서울특별시,양천구,서울장수초등학교,1.14701E+24,1147010100,1147064000,서울특별시 양천구 신정로13가길 30(신정동),478,126.844938,37.512778,186290.9195,545933.619
24,1147000000,29,서울특별시,양천구,양목초등학교,1.14701E+24,1147010100,1147065000,서울특별시 양천구 목동로11길 30(신정동),2986,126.86123,37.52369,187733.1005,547142.4952
26,1147000000,385,서울특별시,양천구,서울지향초등학교,1.14701E+24,1147010100,1147064000,서울특별시 양천구 신정로11길 74(신정동),650,126.837162,37.513239,185603.5124,545985.9512
27,1147000000,372,서울특별시,양천구,서울신은초등학교,1.14701E+24,1147010100,1147064000,서울특별시 양천구 신정이펜2로 30(신정동),650,126.831893,37.514078,185137.8353,546079.8656
28,1147000000,325,서울특별시,양천구,금옥중학교 체육관,1.14701E+24,1147010100,1147064000,서울특별시 양천구 신정로 213(신정동),621,126.843845,37.510652,186193.8644,545697.8386
29,1147000000,346,서울특별시,양천구,신정3동넒은들민원센터,1.14701E+24,1147010100,1147064000,서울특별시 양천구 남부순환로88길 5-7 (신정동),372,126.841522,37.511437,185988.6683,545785.2338
30,1147000000,335,서울특별시,양천구,신목초등학교 체육관,1.14701E+24,1147010100,1147063000,서울특별시 양천구 신목로5길 11-6 (신정동),661,126.873275,37.516979,188796.7838,546396.0868
31,1147000000,324,서울특별시,양천구,남명초등학교,1.14701E+24,1147010100,1147064000,서울특별시 양천구 중앙로23길 3(신정동),577,126.853923,37.515394,187085.7328,546222.6421
32,1147000000,12,서울특별시,양천구,목동초등학교 체육관,1.14701E+24,1147010100,1147063000,서울특별시 양천구 목동동로12길 12(신정동),810,126.872085,37.522482,188692.4066,547007.0699
33,1147000000,323,서울특별시,양천구,목동중학교 체육관,1.14701E+24,1147010100,1147063000,서울특별시 양천구 목동동로 172(신정동),620,126.870889,37.520104,188586.3297,546743.2627
35,1147000000,333,서울특별시,양천구,신정종합사회복지관,1.14701E+24,1147010100,1147062000,서울특별시 양천구 신정중앙로 36(신정동),238,126.860493,37.526495,187668.361,547453.8408
36,1147000000,365,서울특별시,양천구,신정1동주민센터,1.14701E+24,1147010100,1147062000,서울특별시 양천구 중앙로32길 1(신정동),140,126.854215,37.518586,187112.0994,546576.8973
38,1147000000,24,서울특별시,양천구,신서중학교 체육관,1.14701E+24,1147010100,1147062000,서울특별시 양천구 중앙로 206(신정동),860,126.856161,37.515658,187283.6051,546251.6912
39,1147000000,322,서울특별시,양천구,신서초등학교 체육관,1.14701E+24,1147010100,1147062000,서울특별시 양천구 목동서로10길 35(신정동),793,126.862415,37.520276,187837.2603,546763.4166
41,1147000000,383,서울특별시,양천구,양천중학교,1.14701E+24,1147010300,1147061100,서울특별시 양천구 지양로7길 32(신월동),970,126.830616,37.519523,185026.0023,546684.4471
42,1147000000,389,서울특별시,양천구,지양경로당,1.14701E+24,1147010300,1147061100,서울특별시 양천구 지양로17길 15(신월동),146,126.828219,37.522655,184814.7353,547032.4288
44,1153000000,353,서울특별시,구로구,구일중학교,1.15301E+24,1153010200,1153052000,서울특별시 구로구 구일로 90-133 (구로동),865,126.873722,37.4951,188833.062,543967.7376
45,1147000000,22,서울특별시,양천구,강월초등학교 체육관,1.14701E+24,1147010300,1147061100,서울특별시 양천구 신월로 97(신월동),796,126.834725,37.515897,185388.6128,546281.3325
46,1153000000,374,서울특별시,구로구,신미림초등학교,1.15301E+24,1153010100,1153051000,서울특별시 구로구 신도림로 26(신도림동),495,126.879277,37.50916,189326.3119,545527.6311
47,1153000000,302,서울특별시,구로구,구일고등학교,1.15301E+24,1153010200,1153052000,서울특별시 구로구 구일로 90-51 (구로동),298,126.878275,37.494012,189235.5318,543846.5033
48,1153000000,355,서울특별시,구로구,신도림중학교,1.15301E+24,1153010100,1153051000,서울특별시 구로구 경인로63길 74(신도림동),828,126.885414,37.510927,189869.1606,545723.1005
49,1153000000,354,서울특별시,구로구,신도림고등학교,1.15301E+24,1153010100,1153051000,서울특별시 구로구 경인로67길 159(신도림동),560,126.882048,37.514242,189572.0214,546091.3435
50,1150000000,419,서울특별시,강서구,삼정초등학교,1.15001E+24,1150010900,1150064100,서울특별시 강서구 금낭화로 222(방화동),540,126.810278,37.580104,183241.7034,553411.6473
51,1150000000,420,서울특별시,강서구,삼정중학교,1.15001E+24,1150010900,1150064100,서울특별시 강서구 금낭화로 210(방화동),260,126.810746,37.581225,183283.3018,553535.9833
52,1150000000,428,서울특별시,강서구,송화초등학교,1.15001E+24,1150010900,1150063000,서울특별시 강서구 방화대로34길 2(마곡동),1726,126.817541,37.5685,183880.7249,552122.4328
53,1150000000,421,서울특별시,강서구,방원중학교,1.15001E+24,1150010900,1150064100,서울특별시 강서구 금낭화로 268(방화동),1103,126.808814,37.575758,183111.368,552929.5328
56,1150000000,426,서울특별시,강서구,송정초등학교 체육관,1.15001E+24,1150010800,1150062000,서울특별시 강서구 공항대로3길 18(공항동),618,126.810892,37.562181,183291.9095,551422.2583
57,1150000000,427,서울특별시,강서구,송정중학교,1.15001E+24,1150010800,1150062000,서울특별시 강서구 남부순환로 121(공항동),869,126.815248,37.553596,183674.8988,550468.6585
59,1150000000,418,서울특별시,강서구,발산초등학교,1.15001E+24,1150010600,1150061100,서울특별시 강서구 강서로45길 113(내발산동),4292,126.830947,37.549937,185061.3446,550059.9268
60,1150000000,335,서울특별시,강서구,내발산초등학교,1.15001E+24,1150010600,1150061500,서울특별시 강서구 강서로46길 23(내발산동),2475,126.837868,37.551268,185673.1997,550206.5636
61,1150000000,331,서울특별시,강서구,양천초등학교,1.15001E+24,1150010400,1150060300,서울특별시 강서구 양천로 329(가양동),2182,126.83946,37.570024,185817.4777,552288.0396
62,1150000000,334,서울특별시,강서구,가곡초등학교,1.15001E+24,1150010500,1150061100,서울특별시 강서구 공항대로36길 74(마곡동),1650,126.835822,37.555284,185493.1922,550652.6325
67,1150000000,416,서울특별시,강서구,화일초등학교,1.15001E+24,1150010300,1150059000,서울특별시 강서구 까치산로10길 70(화곡동),573,126.847534,37.540593,186525.4132,549020.3553
68,1150000000,327,서울특별시,강서구,우장초등학교,1.15001E+24,1150010300,1150059100,서울특별시 강서구 화곡로 263(화곡동),804,126.846285,37.549079,186416.5384,549962.4279
69,1150000000,324,서울특별시,강서구,신정초등학교,1.15001E+24,1150010300,1150055000,서울특별시 강서구 곰달래로31가길 27(화곡동),746,126.852548,37.532725,186967.149,548146.392
70,1150000000,322,서울특별시,강서구,화곡초등학교,1.15001E+24,1150010300,1150059000,서울특별시 강서구 초록마을로 28(화곡동),3630,126.84595,37.543209,186385.9278,549310.8934
75,1150000000,423,서울특별시,강서구,등마초등학교,1.15001E+24,1150010200,1150053000,서울특별시 강서구 등촌로35길 12(등촌동),649,126.861622,37.541924,187770.7052,549166.1635
76,1150000000,330,서울특별시,강서구,화원중학교,1.15001E+24,1150010300,1150054000,서울특별시 강서구 강서로17나길 86(화곡동),1650,126.842567,37.536716,186085.7317,548590.7875
78,1150000000,429,서울특별시,강서구,백석중학교,1.15001E+24,1150010200,1150053000,서울특별시 강서구 등촌로51나길 35(등촌동),600,126.859303,37.54819,187566.7974,549861.9061
79,1150000000,414,서울특별시,강서구,등촌중학교,1.15001E+24,1150010200,1150053000,서울특별시 강서구 공항대로 484-12 (등촌동),2311,126.859403,37.552463,187576.3435,550336.1249
80,1150000000,432,서울특별시,강서구,JK블라썸 호텔,1.15001E+24,1150010100,1150051000,서울특별시 강서구 양천로65길 41-22 (염창동),8284,126.867609,37.556842,188302.1566,550821.148
81,1150000000,319,서울특별시,강서구,백석초등학교,1.15001E+24,1150010200,1150052000,서울특별시 강서구 공항대로 491(등촌동),2145,126.862035,37.553252,187809.0619,550423.4232
82,1150000000,340,서울특별시,강서구,염경초등학교,1.15001E+24,1150010100,1150051000,서울특별시 강서구 양천로69길 49(염창동),843,126.871235,37.554774,188622.1918,550591.1361
83,1150000000,422,서울특별시,강서구,염경중학교,1.15001E+24,1150010100,1150051000,서울특별시 강서구 양천로69길 35(염창동),690,126.870684,37.554496,188573.4882,550560.3649
85,1153000000,367,서울특별시,구로구,서울오정초등학교,1.15301E+24,1153010800,1153078000,서울특별시 구로구 경인로2길 10(오류동),750,126.82646,37.48971,184652.5368,543376.2547
86,1153000000,364,서울특별시,구로구,천왕중학교,1.15301E+24,1153011100,1153078000,서울특별시 구로구 천왕로 63(천왕동),754,121.169846,36.146513,-324971.2759,410088.0103
88,1153000000,319,서울특별시,구로구,오류초등학교,1.15301E+24,1153010800,1153077000,서울특별시 구로구 경인로19길 39(오류동),899,126.842121,37.497806,186039.022,544272.3267
89,1153000000,375,서울특별시,구로구,코업시티호텔,1.15301E+24,1153010800,1153077000,서울특별시 구로구 경인로20가길 19(오류동),130,126.84473,37.49582,186269.4497,544051.5679
91,1153000000,347,서울특별시,구로구,개봉초등학교,1.15301E+24,1153010700,1153076000,서울특별시 구로구 개봉로16길 30-11 (개봉동),534,126.858344,37.489462,187472.2418,543343.9728
92,1153000000,372,서울특별시,구로구,개웅산생활체육관,1.15301E+24,1153010700,1153076000,서울특별시 구로구 개봉로3길 108-20 (개봉동),1072,126.849657,37.485261,186703.2749,542878.9016
93,1153000000,379,서울특별시,구로구,개봉2동주민센터,1.15301E+24,1153010700,1153075000,서울특별시 구로구 개봉로16가길 17(개봉동),187,126.856456,37.490839,187305.4642,543497.026
94,1153000000,333,서울특별시,구로구,개명초등학교,1.15301E+24,1153010700,1153076000,서울특별시 구로구 개봉로1다길 16-9 (개봉동),715,126.850698,37.483005,186794.878,542628.4055
95,1153000000,316,서울특별시,구로구,매봉초등학교,1.15301E+24,1153010700,1153074000,서울특별시 구로구 고척로21길 55(개봉동),110,126.844575,37.504402,186257.2743,545004.0723
96,1153000000,341,서울특별시,구로구,경인중학교,1.15301E+24,1153010700,1153074000,서울특별시 구로구 경인로 301(개봉동),858,126.854658,37.498382,187147.7882,544334.4739
97,1153000000,16,서울특별시,구로구,세곡초등학교,1.15301E+24,1153010600,1153073000,서울특별시 구로구 고척로33길 34(고척동),720,126.849119,37.504817,186659.1337,545049.4837
98,1153000000,371,서울특별시,구로구,구로구민체육센터,1.15301E+24,1153010600,1153073000,서울특별시 구로구 고척로45길 39(고척동),5264,126.852536,37.506133,186961.4551,545195.0174
100,1153000000,350,서울특별시,구로구,고원초등학교,1.15301E+24,1153010600,1153072000,서울특별시 구로구 경인로46길 13(고척동),713,126.865797,37.497566,188132.6521,544242.4457
101,1153000000,363,서울특별시,구로구,서울고척초등학교,1.15301E+24,1153010600,1153072000,서울특별시 구로구 경서로 31(고척동),552,126.857191,37.500949,187372.2213,544619.0083
103,1153000000,348,서울특별시,구로구,고척중학교,1.15301E+24,1153010600,1153072000,서울특별시 구로구 중앙로3길 20(고척동),1046,126.862068,37.500226,187803.3353,544538.1481
104,1153000000,349,서울특별시,구로구,고산초등학교,1.15301E+24,1153010600,1153072000,서울특별시 구로구 중앙로 6(고척동),612,126.865397,37.499342,188097.5626,544439.6093
113,1153000000,377,서울특별시,구로구,제이에스호스텔,1.15301E+24,1153010300,1153059500,서울특별시 구로구 남부순환로105길 32(가리봉동),55,126.891042,37.479498,190362.7452,542234.2701
114,1153000000,365,서울특별시,구로구,구로구민회관,1.15301E+24,1153010200,1153056000,서울특별시 구로구 가마산로25길 21(구로동),151,126.889365,37.496926,190216.6847,544168.7278
115,1153000000,362,서울특별시,구로구,서울영일초등학교,1.15301E+24,1153010300,1153059500,서울특별시 구로구 남부순환로105길 218(가리봉동),641,126.883437,37.484688,189690.7366,542811.0326
116,1153000000,10,서울특별시,구로구,구로중학교,1.15301E+24,1153010200,1153055000,서울특별시 구로구 구로중앙로 48(구로동),1530,126.886825,37.500538,189992.5134,544569.8291
117,1153000000,11,서울특별시,구로구,동구로초등학교,1.15301E+24,1153010200,1153055000,서울특별시 구로구 구로중앙로14길 43(구로동),752,126.892536,37.494815,190496.7763,543934.0339
118,1153000000,366,서울특별시,구로구,구로3동주민센터,1.15301E+24,1153010200,1153054000,서울특별시 구로구 디지털로31길 109(구로동),173,126.890325,37.487346,190300.291,543105.3924
119,1153000000,376,서울특별시,구로구,롯데시티호텔 구로,1.15301E+24,1153010200,1153054000,서울특별시 구로구 디지털로 300(구로동),132,126.896261,37.485064,190825.01,542851.4666
121,1153000000,9,서울특별시,구로구,구로초등학교,1.15301E+24,1153010200,1153053000,서울특별시 구로구 구로중앙로27나길 9(구로동),1357,126.886063,37.496888,189924.6538,544164.7976
122,1153000000,369,서울특별시,구로구,화원종합사회복지관,1.15301E+24,1153010200,1153053000,서울특별시 구로구 벚꽃로 484(구로동),220,126.880139,37.497347,189400.837,544216.4623
123,1153000000,368,서울특별시,구로구,구현고등학교,1.15301E+24,1153010200,1153053000,서울특별시 구로구 경인로53가길 17(구로동),799,126.874535,37.502237,188906.0153,544759.7873
124,1154500000,353,서울특별시,금천구,시흥4동주민센터,1.15451E+24,1154510300,1154570000,서울특별시 금천구 독산로36길 14(시흥동),132,126.906175,37.458948,191698.9118,539952.0875
125,1154500000,356,서울특별시,금천구,시흥5동주민센터,1.15451E+24,1154510300,1154571000,서울특별시 금천구 금하로24길 6(시흥동),165,126.908302,37.452352,191886.3779,539219.8281
126,1153000000,352,서울특별시,구로구,구일초등학교,1.15301E+24,1153010200,1153052000,서울특별시 구로구 구일로 68(구로동),653,126.872936,37.492747,188763.2203,543706.7231
131,1154500000,351,서울특별시,금천구,시흥3동주민센터,1.15451E+24,1154510300,1154569000,서울특별시 금천구 시흥대로18길 40(시흥동),198,126.905828,37.440277,191666.1439,537879.8595
132,1154500000,352,서울특별시,금천구,남부여성발전센터,1.15451E+24,1154510300,1154570000,서울특별시 금천구 독산로50길 23(시흥동),231,126.906036,37.46326,191687.0886,540430.664
134,1154500000,346,서울특별시,금천구,금천종합복지타운,1.15451E+24,1154510300,1154568000,서울특별시 금천구 금하로 764(시흥동),473,126.914474,37.449673,192432.2316,538921.8894
135,1154500000,350,서울특별시,금천구,금천문화원,1.15451E+24,1154510300,1154569000,서울특별시 금천구 시흥대로38길 61(시흥동),198,126.904543,37.447408,191553.2549,538671.4019
136,1154500000,321,서울특별시,금천구,탑동초등학교,1.15451E+24,1154510300,1154568000,서울특별시 금천구 탑골로 47-3 (시흥동),900,126.914528,37.452725,192437.3613,539260.7057
137,1154500000,347,서울특별시,금천구,청담종합사회복지관,1.15451E+24,1154510300,1154568000,서울특별시 금천구 금하로29길 36(시흥동),198,126.913746,37.45129,192368.0002,539101.4371
139,1154500000,344,서울특별시,금천구,시흥1동주민센터,1.15451E+24,1154510300,1154567000,서울특별시 금천구 시흥대로58길 36(시흥동),314,126.903269,37.453569,191441.2628,539355.3124
142,1154500000,315,서울특별시,금천구,문백초등학교,1.15451E+24,1154510300,1154567000,서울특별시 금천구 시흥대로47길 43-1 (시흥동),900,126.899272,37.44709,191086.7759,538636.585
143,1154500000,345,서울특별시,금천구,금천노인종합복지관,1.15451E+24,1154510300,1154567000,서울특별시 금천구 시흥대로51길 93-32 (시흥동),268,126.897819,37.450166,190958.5998,538978.1489
145,1154500000,10,서울특별시,금천구,정심초등학교,1.15451E+24,1154510200,1154564000,서울특별시 금천구 독산로78다길 89(독산동),500,126.90846,37.471646,191902.5088,541361.1786
146,1154500000,343,서울특별시,금천구,독산4동주민센터,1.15451E+24,1154510200,1154564000,서울특별시 금천구 독산로 232(독산동),181,126.902134,37.467578,191342.3805,540910.2638
147,1154500000,337,서울특별시,금천구,독산2동주민센터,1.15451E+24,1154510200,1154562000,서울특별시 금천구 독산로 179(독산동),174,126.903521,37.463168,191464.6402,540420.6481
148,1154500000,340,서울특별시,금천구,독산3동주민센터,1.15451E+24,1154510200,1154563000,서울특별시 금천구 독산로 317(독산동),206,126.903178,37.475145,191435.5937,541749.9136
149,1154500000,362,서울특별시,금천구,독산어르신체육센터,1.15451E+24,1154510200,1154563000,서울특별시 금천구 독산로54길 279(독산동),438,126.905802,37.474353,191667.6147,541661.7968
150,1111000000,334,서울특별시,종로구,무악동주민센터,1.11102E+24,1111018700,1111057000,서울특별시 종로구 통일로14길 36(무악동),364,126.958198,37.576,196307.4244,552940.0073
151,1111000000,365,서울특별시,종로구,종로노인복지관 무악센터,1.11102E+24,1111018700,1111057000,서울특별시 종로구 통일로14길 30(무악동),797,126.958034,37.575829,196292.8697,552921.0436
152,1111000000,320,서울특별시,종로구,독립문초등학교,1.11102E+24,1111018700,1111057000,서울특별시 종로구 통일로12길 23(무악동),608,126.959981,37.574285,196464.8248,552749.5691
153,1154500000,335,서울특별시,금천구,금천어르신복지센터,1.15451E+24,1154510200,1154561000,서울특별시 금천구 범안로17길 22(독산동),113,126.886851,37.45794,189989.1437,539842.0481
154,1154500000,334,서울특별시,금천구,독산1동주민센터,1.15451E+24,1154510200,1154561000,서울특별시 금천구 시흥대로123길 11(독산동),303,126.897043,37.470228,190892.3828,541204.8281
155,1154500000,361,서울특별시,금천구,금나래문화체육센터,1.15451E+24,1154510200,1154561000,서울특별시 금천구 시흥대로79길 32(독산동),1567,126.895998,37.458838,190798.5396,539940.7755
156,1153000000,373,서울특별시,구로구,온수어르신복지관,1.15301E+24,1153011000,1153079000,서울특별시 구로구 부일로9길 111(온수동),258,126.823286,37.496673,184373.2793,544149.5797
157,1154500000,331,서울특별시,금천구,가산동주민센터,1.15451E+24,1154510100,1154551000,서울특별시 금천구 가산로 129(가산동),135,126.891763,37.476873,190426.1471,541942.8843
158,1154500000,7,서울특별시,금천구,안천중학교,1.15451E+24,1154510200,1154561000,서울특별시 금천구 한내로 69-44 (독산동),900,126.887722,37.459219,190066.3357,539983.8497
159,1153000000,359,서울특별시,구로구,서울정진학교,1.15301E+24,1153010900,1153079000,서울특별시 구로구 부일로9길 158(궁동),776,126.820767,37.498835,184151.0169,544389.9583
160,1153000000,358,서울특별시,구로구,세종과학고등학교,1.15301E+24,1153010900,1153079000,서울특별시 구로구 오리로21길 79(궁동),670,126.82755,37.49748,184750.527,544238.4191
161,1153000000,370,서울특별시,구로구,궁동종합사회복지관,1.15301E+24,1153010900,1153079000,서울특별시 구로구 오리로22길 5(궁동),137,126.82963,37.499018,184934.7106,544408.7325
162,1156000000,445,서울특별시,영등포구,구립문래제1경로당,1.15601E+24,1156012100,1156060500,서울특별시 영등포구 문래로20길 7(문래동3가),201,126.894195,37.518462,190646.4768,546558.4688
163,1153000000,361,서울특별시,구로구,서울천왕초등학교,1.15301E+24,1153011100,1153078000,서울특별시 구로구 천왕로1길 11(천왕동),759,126.836761,37.481579,185562.011,542472.1463
164,1153000000,343,서울특별시,구로구,유한공업고등학교,1.15301E+24,1153011200,1153078000,서울특별시 구로구 경인로 8(항동),858,126.823975,37.488094,184432.4338,543197.2711
165,1111000000,304,서울특별시,종로구,세검정초등학교,1.11102E+24,1111018600,1111055000,서울특별시 종로구 세검정로9길 1(신영동),470,126.96096,37.603174,196552.6075,555955.9013
166,1111000000,333,서울특별시,종로구,평창동주민센터,1.11102E+24,1111018300,1111056000,서울특별시 종로구 평창문화로 65(평창동),108,126.968398,37.606371,197209.5682,556310.4717
167,1111000000,335,서울특별시,종로구,삼청동주민센터,1.11101E+24,1111014000,1111054000,서울특별시 종로구 삼청로 107(삼청동),155,126.981776,37.584975,198390.3741,553935.4421
168,1156000000,473,서울특별시,영등포구,다목적배드민턴체육관,1.15601E+24,1156011800,1156058500,서울특별시 영등포구 도신로15길 5(도림동),1650,126.897329,37.506738,190922.0611,545256.9466
169,1156000000,409,서울특별시,영등포구,서울영등포초등학교,1.15601E+24,1156011900,1156060500,서울특별시 영등포구 경인로 756(문래동1가),710,126.898161,37.512938,190996.3533,545944.9988
170,1156000000,407,서울특별시,영등포구,서울문래초등학교,1.15601E+24,1156012100,1156060500,서울특별시 영등포구 문래로 104(문래동3가),225,126.893203,37.518218,190558.7283,546531.4582
171,1111000000,358,서울특별시,종로구,매동초등학교,1.11101E+24,1111011300,1111053000,서울특별시 종로구 사직로9길 19(필운동),330,126.966316,37.577262,197024.5896,553079.7856
172,1111000000,331,서울특별시,종로구,종로문화체육센터,1.11101E+24,1111011500,1111053000,서울특별시 종로구 인왕산로1길 21(사직동),734,126.964625,37.574132,196875.0149,552732.4788
173,1156000000,399,서울특별시,영등포구,당산중학교,1.15601E+24,1156011700,1156056000,서울특별시 영등포구 버드나루로 160(당산동),540,126.907579,37.532113,191831.1755,548072.2268
174,1156000000,467,서울특별시,영등포구,도림동주민센터,1.15601E+24,1156011800,1156058500,서울특별시 영등포구 도영로7길 10(도림동),121,126.895888,37.509511,190795.0423,545564.8397
175,1156000000,444,서울특별시,영등포구,구립모랫말경로당,1.15601E+24,1156011800,1156058500,서울특별시 영등포구 도영로 41(도림동),176,126.897486,37.509707,190936.3361,545586.4259
176,1111000000,359,서울특별시,종로구,경기상업고등학교,1.11101E+24,1111010100,1111051500,서울특별시 종로구 자하문로 136(청운동),1157,126.970898,37.587992,197429.6805,554270.6157
177,1111000000,364,서울특별시,종로구,청운초등학교,1.11101E+24,1111010100,1111051500,서울특별시 종로구 자하문로 105(청운동),902,126.969419,37.585966,197298.984,554045.7409
178,1111000000,363,서울특별시,종로구,경복고등학교,1.11101E+24,1111010100,1111051500,서울특별시 종로구 자하문로28가길 9(청운동),1052,126.972439,37.58732,197565.7171,554195.9148
179,1111000000,362,서울특별시,종로구,청운중학교,1.11101E+24,1111010100,1111051500,서울특별시 종로구 창의문로 51(청운동),717,126.970971,37.58908,197436.1714,554391.3461
183,1156000000,472,서울특별시,영등포구,영등포제2스포츠센터,1.15601E+24,1156011400,1156056000,서울특별시 영등포구 국회대로 615(당산동4가),553,126.902818,37.526488,191409.6571,547448.4022
184,1156000000,443,서울특별시,영등포구,구립당산2동경로당,1.15601E+24,1156011600,1156056000,서울특별시 영등포구 당산로48길 16(당산동6가),122,126.904013,37.534943,191516.2671,548386.7266
185,1156000000,418,서울특별시,영등포구,서울영동초등학교,1.15601E+24,1156011700,1156056000,서울특별시 영등포구 국회대로53길 20(당산동),620,126.907652,37.526869,191837.0564,547490.2824
186,1156000000,442,서울특별시,영등포구,구립당산3가경로당,1.15601E+24,1156011300,1156055000,서울특별시 영등포구 당산로29길 9(당산동3가),132,126.89395,37.526029,190625.7699,547398.3179
187,1156000000,466,서울특별시,영등포구,당산1동주민센터,1.15601E+24,1156011300,1156055000,서울특별시 영등포구 양산로23길 11(당산동3가),175,126.897308,37.525013,190922.4437,547285.1586
188,1156000000,462,서울특별시,영등포구,당산2동주민센터,1.15601E+24,1156011400,1156056000,서울특별시 영등포구 당산로41가길 7(당산동4가),355,126.897263,37.531003,190919.1718,547950.0576
193,1156000000,417,서울특별시,영등포구,여의도고등학교,1.15601E+24,1156011000,1156054000,서울특별시 영등포구 국제금융로7길 37(여의도동),595,126.93412,37.525059,194176.5079,547287.3494
194,1156000000,426,서울특별시,영등포구,서울윤중초등학교,1.15601E+24,1156011000,1156054000,서울특별시 영등포구 여의나루로2길 14(여의도동),728,126.922893,37.519797,193183.5783,546704.1031
195,1156000000,463,서울특별시,영등포구,여의동주민센터,1.15601E+24,1156011000,1156054000,서울특별시 영등포구 국제금융로 124(여의도동),140,126.934514,37.517647,194210.7721,546464.7304
